Orthogroup	fly	mouse
OG0002757	sp|Q8MQI6|ELOF1_DROME, tr|Q7KUN6|Q7KUN6_DROME	NP_001357832.1, XP_036017245.1, sp|P60003.1|ELOF1_MOUSE, EDL25258.1, NP_001344242.1, NP_001344241.1, NP_740747.1, BAC25426.1, EDL25256.1, NP_001344240.1, EDL25255.1, BAC25045.1, NP_001344239.1, NP_001344243.1, NP_001344238.1, BAC24995.1, EDL25257.1, AAH56225.1, AAH19870.3, AAH24488.3, pdb|1WII|A, BAC40721.1
OG0002758	sp|A1Z8J0|C19L1_DROME	sp|Q8CI33.2|C19L1_MOUSE, NP_001074546.1, BAE24095.1, AAH27553.1, EDL41922.1, AAH37640.1, EDL41921.1, XP_011245660.1, BAC40413.1, XP_011245659.1, XP_036017588.1, XP_017173785.1, XP_030106943.1, NP_001343507.1, XP_017173786.1, XP_006527427.1, XP_030106944.1, XP_036017590.1, XP_036017591.1, XP_036017589.1, XP_030106946.1, XP_030106945.1, XP_030106947.1
OG0002759	sp|Q9VTU3|RG68F_DROME	BAC37513.1, AAH10328.1, XP_006499314.1, AAH06592.1, SPT35677.1, XP_006499308.1, XP_011237759.1, AAH89306.1, NP_001346899.1, NP_666236.3, BAC39233.1, XP_006499313.1, XP_006499307.1, XP_006499311.1, XP_006499310.1, sp|Q5FWK3.1|RHG01_MOUSE, BAC32673.1, NP_001139374.1, EDL27570.1, EDL27573.1, XP_006499312.1
OG0002760	tr|Q59E04|Q59E04_DROME	BAC27581.1, EDL27856.1, XP_036015750.1, BAB23956.1, AAX90598.1, BAE36474.1, NP_033188.3, XP_036015753.1, BAB27927.1, BAB31669.1, sp|P12961.1|7B2_MOUSE, CAA33835.1, XP_036015740.1, EDL27857.1, BAE36461.1, XP_036015744.1, XP_036015741.1, BAB30765.1, XP_036015742.1, AAH29021.1
OG0002761	sp|Q04688|ELG_DROME	pdb|1AWC|A, AAQ19482.1, AAQ19481.1, AAQ19484.1, AAQ19483.1, BAB23235.1, AAH13562.1, XP_006522970.1, EDK98317.1, BAE26442.1, XP_006522968.1, XP_006522969.1, BAE29575.1, NP_032091.2, BAE28337.1, AAH52448.1, BAE24181.1, sp|Q00422.2|GABPA_MOUSE, BAE26687.1, AAA53030.1, AAO27832.1, XP_017172365.1, XP_030104837.1, XP_017172364.1
OG0002763	sp|O96838|FYV1_DROME	BAB30626.3, AAD10191.1, NP_035216.2, EDL00226.1, XP_006495845.1, XP_030108131.1, XP_036018672.1, BAD32355.1, sp|Q9Z1T6.3|FYV1_MOUSE, NP_001297553.1, XP_006495844.1, XP_006495839.1, XP_006495840.1, XP_011236756.1, XP_036018671.1, XP_036018669.1, XP_006495842.1, XP_030108127.1
OG0002764	tr|Q9W0H9|Q9W0H9_DROME	EDL22310.1, XP_036021251.1, XP_036021249.1, NP_001346162.1, NP_001390210.1, NP_001390211.1, NP_001390212.1, NP_001365802.1, XP_006504509.1, XP_006504510.1, EDL19474.1, NP_001390209.1, NP_064367.1, AAH18229.1, AAF28738.1, BAE27396.1, EDL19475.1, BAC31984.1, sp|Q9JM13.1|RABX5_MOUSE, NP_001185988.1
OG0002765	tr|Q9VB51|Q9VB51_DROME	NP_001272921.1, XP_006531268.1, BAE39567.1, EDL10904.1, XP_006531267.1, AAH17629.1, EDL23357.1, AAD26690.1, BAB22561.1, AAH85265.2, BAC36171.1, NP_062682.1, AAH92071.2, EDL12134.1, XP_036019406.1, AAI08408.1, EDL10905.1, XP_011246750.1, NP_001034226.1, BAB22159.2, sp|Q78YZ6.1|SCOC_MOUSE, AAI47070.1
OG0002766	sp|P18289|JRA_DROME	sp|P15066.1|JUND_MOUSE, NP_034722.1, CAA33418.1, AAH94068.1, AAH10572.1, AAA39344.1, AAA39345.1, EDL28858.1, NP_001273873.1, prf||1411298A, BAE24518.1, BAE20944.1, CAP12263.1, AAA37419.1, BAE22389.1, AAH02081.1, AAH21888.1, NP_034721.1, BAE34891.1, CAA31236.1, CAA31252.1, sp|P05627.3|JUN_MOUSE, AAH94032.1, prf||1411300A
OG0002767	tr|M9PD12|M9PD12_DROME	BAC30943.1, NP_001243059.1, EDL21874.1, BAE32806.1, NP_001243062.1, EDL21875.1, AAH11415.1, BAB27494.1, NP_001243060.1, sp|Q9JJC8.1|NIPA2_MOUSE, AAH38499.1, XP_006541387.1, EDL21872.1, NP_076136.2, BAA95065.1, BAC36149.1, DAA01178.1, BAC26089.1, NP_001243061.1, EDL21873.1
OG0002769	tr|Q95RE4|Q95RE4_DROME	AAB94768.1, AAH49977.1, AAH31472.1, sp|P62960.3|YBOX1_MOUSE, NP_035862.2, AAH61634.1, AAI06144.1, AAH13620.1, AAA63390.1, CAA40847.1, EDL30453.1, AAH29747.1, AAA40577.1, BAE29883.1, AAH13450.1, XP_006502997.1, XP_030109267.1, XP_006502996.1, AAA75476.1, AAA75475.1, EDL13652.1, AAC34193.1
OG0002770	sp|Q9VAC5|ADA17_DROME	EDL34016.1, BAE38362.1, BAE28991.1, EDL34017.1, AAD09628.1, AAD09627.1, BAE28792.1, AAC62934.1, AAI15000.1, BAE24023.1, sp|Q9Z0F8.3|ADA17_MOUSE, AAH94655.1, NP_033745.4, BAE23464.1, AAI45271.1, NP_001264195.1, BAE25740.1, AAI38421.1, EDL34018.1, EDL34015.1, AAI38417.1, BAA78578.1, CAA07480.1, NP_001278800.1, XP_030102390.1
OG0002771	sp|P13395|SPTCA_DROME	XP_006497879.1, NP_001171138.1, AAI50942.1, AAI58016.1, EDL08429.1, NP_001356254.1, sp|P16546.4|SPTN1_MOUSE, XP_006497877.1, XP_006497876.1, XP_006497875.1, XP_006497873.1, XP_006497872.1, NP_001296389.1, XP_006497878.1, AAI72095.1, NP_001171139.1
OG0002772	sp|P12297|SUWA_DROME	AAH34336.1, AAH58689.1, NP_001365845.1, NP_001365844.1, BAC27586.1, XP_036020988.1, BAE24357.1, EDL19514.1, NP_758480.2, sp|Q3USH5.2|SFSWA_MOUSE, NP_001365846.1, NP_001346881.1, XP_017176361.1, EDL19515.1, XP_006504368.1, XP_030110295.1, XP_030110294.1, XP_006504366.1, XP_006504365.1, XP_011239143.1, XP_030110293.1
OG0002773	sp|Q9VVG4|EXOC1_DROME	BAE33534.1, NP_001276700.1, AAH87543.1, NP_001276699.1, sp|Q8R3S6.4|EXOC1_MOUSE, AAH24678.1, NP_001388255.1, EDL37903.1, NP_081546.1, AAH64811.1, XP_036021375.1, XP_036021372.1, XP_036021373.1, XP_036021371.1, NP_001346299.1, XP_036021374.1, NP_001388254.1, NP_001346301.1
OG0002774	sp|Q9VZ23|RAN_DROME	AAD45343.1, BAE30813.1, EDL19525.1, BAC40068.1, BAE30319.1, BAE31797.1, BAE35939.1, NP_033417.1, XP_006504343.1, BAB27034.1, AAA64247.1, BAE40143.1, AAH14829.3, AAH83356.1, BAC36040.1, BAE39208.1, EDL19523.1, sp|P62827.3|RAN_MOUSE, BAE31971.1
OG0002775	tr|Q8IR26|Q8IR26_DROME, tr|Q9VXP1|Q9VXP1_DROME	EDL40420.1, XP_006514657.1, NP_001277402.1, NP_663330.2, EDL40417.1, BAC28589.1, BAC35361.1, sp|Q91YT2.1|RN185_MOUSE, BAE38444.1, BAE39541.1, BAE40718.1, AAH14812.1, BAE29001.1, EDL40416.1, BAC35934.1, BAC34989.1, BAC36918.1, NP_001277401.1
OG0002776	sp|P13002|ELF1_DROME	sp|Q8K5C0.1|GRHL2_MOUSE, AAM22619.1, EDL08808.1, NP_080772.2, AAH55035.1, EDL08807.1, XP_017172110.2, XP_006520126.3, EDL36995.1, XP_030102483.1, XP_030102482.1, EDL36996.1, NP_665897.2, AAM22617.1, XP_006515080.1, XP_006515079.1, sp|Q921D9.1|GRHL1_MOUSE, NP_001154878.1, AAH37233.1, AAM22618.1, AAH13080.1, BAE36170.1
OG0002777	tr|A0A0B4KFB8|A0A0B4KFB8_DROME	EDL10032.1, BAC38600.1, NP_001347810.1, AAH40284.1, EDL10030.1, EDL10033.1, EDL10031.1, BAA86392.1, sp|Q8CGF7.2|TCRG1_MOUSE, BAE40341.1, NP_001034563.1, EDL10029.1, XP_006526175.1, XP_006526174.1, XP_006526173.1, XP_006526176.1, NP_001276455.1, XP_030106405.1, AAH39185.1
OG0002778	sp|Q9V3H8|NXT1_DROME	sp|Q9QZV9.2|NXT1_MOUSE, AAD54943.2, NP_062735.4, BAE40254.1, AAH23672.1, BAB22670.1, EDL28536.1, NP_001103629.1, EDL28535.1, AAH68166.2, NP_001154902.1, AAI18504.1, EDL14754.1, XP_030107191.1, EDL14753.1, sp|Q3UNA4.1|NXT2_MOUSE, BAE25843.1, NP_766370.2, NP_001277462.1, AAH64727.1, NP_001277461.1, BAC27701.1, AAH94570.2, XP_030107190.1
OG0002779	sp|Q9VTZ6|PMM_DROME	sp|Q9Z2M7.1|PMM2_MOUSE, AAH46325.1, BAE22311.1, NP_058577.1, AAH94448.1, AAD02276.1, BAE26415.1, BAB23798.1, EDK97294.1, BAE28741.1, BAB22722.1, EDK97295.1, NP_001349414.1, BAB22411.1, XP_006522423.1, BAE39178.1, AAB62943.1, NP_038900.1, BAB23425.1, EDL04544.1, sp|O35621.1|PMM1_MOUSE
OG0002780	tr|A0A0B4LEZ3|A0A0B4LEZ3_DROME	BAC98068.2, AAI58074.1, NP_694804.3, AAI72105.1, NP_835179.1, AAI57949.1, NP_001192155.1, XP_036009858.1, EDL11182.1, NP_001359282.1, sp|Q6ZQ08.2|CNOT1_MOUSE, XP_036009857.1, NP_001359280.1, XP_006530935.1, XP_006530934.1, XP_006530933.1
OG0002781	tr|Q9VWM3|Q9VWM3_DROME, tr|Q8MYY7|Q8MYY7_DROME	BAC39050.1, BAE29820.1, BAE30438.1, BAE30506.1, BAE30570.1, AAH54811.1, NP_032124.1, BAE30611.1, BAE27061.1, BAB22235.1, EDL13662.1, BAC33734.1, BAE20953.1, BAE26630.1, AAA86719.1, sp|P62774.2|MTPN_MOUSE, BAC25707.1, BAE27198.1, AAH43084.1, BAE30116.1, BAE31088.1, pdb|2KXP|C, BAE30153.1
OG0002782	tr|Q9VQY4|Q9VQY4_DROME, tr|Q8IPV3|Q8IPV3_DROME, tr|Q0E8U2|Q0E8U2_DROME	sp|Q91WA9.2|ABCG4_MOUSE, AAO13805.1, NP_620405.3, AAL57369.1, CAD19779.2, AAH16200.2, AAK91781.1, XP_011240723.1, AAN31516.1, AAN03012.1, AAI19472.1, AAB47738.1, AAK27442.1, sp|Q64343.1|ABCG1_MOUSE, CAA88636.1, NP_033723.1, EDL40378.1
OG0002783	tr|Q9VQD8|Q9VQD8_DROME	pdb|7AQK|g, sp|Q9CPW4.3|ARPC5_MOUSE, BAE38972.1, BAB27558.1, BAB30864.1, AAH60143.1, BAB27911.1, BAE38681.1, BAE39923.1, NP_080645.2, BAE35084.1, BAE38714.1, BAE35332.1, BAE29064.1, BAE40786.1, BAE35058.1, BAB31570.1, BAE40212.1, BAE31095.1, BAE31852.1, BAE30585.1, BAC39870.1, BAE30583.1, BAE29782.1, BAE29565.1
OG0002785	tr|Q9VX63|Q9VX63_DROME	pdb|1WHQ|A, pdb|2RS6|A
OG0002785	sp|P24785|MLE_DROME	pdb|2RS7|A, pdb|1UIL|A, BAE41336.1, AAC05301.1, AAH33911.1, BAB28848.1, AAH89159.1, BAE24846.1, EDL39436.1, sp|O70133.2|DHX9_MOUSE, AAC05725.1, NP_001392438.1, EDL39437.1, XP_030102263.1, BAE41006.1, NP_031868.2
OG0002786	tr|A0A0B4K866|A0A0B4K866_DROME	XP_011243240.1, XP_036014314.1, XP_006518549.1, QAX24916.1, sp|Q9Z1L5.1|CA2D3_MOUSE, NP_033915.1, CAA09423.1, EDL24740.1, XP_030103476.1, EDK99607.1, NP_001028554.3, XP_030111312.1, NP_001349143.1, BAE23507.1, AAI41092.1, NP_001334356.2, DAA05529.1, sp|Q5RJF7.1|CA2D4_MOUSE, NP_001391287.1
OG0002787	tr|H9XVM3|H9XVM3_DROME	sp|P61213.1|ARL4A_MOUSE, EDL36831.1, BAC33388.1, BAE40483.1, EDL36830.1, NP_031513.1, EDL36832.1, CAA73157.1, NP_001034604.1, AAH29234.1, BAB24505.1, AAB18812.1, BAE41439.1, AAH55769.1, EDL40107.1, BAC37882.1, BAC37900.1, CAF22225.1, AAH49804.1, NP_796279.2, sp|P61208.1|ARL4C_MOUSE, BAC38004.1
OG0002789	tr|A1Z7W3|A1Z7W3_DROME	NP_084024.1, BAC34362.1, sp|Q8R1E7.1|TM234_MOUSE, NP_001355184.1, NP_001355185.1, BAB30394.1, EDL30179.1, EDL30178.1, EDL30177.1, EDL30180.1, NP_001355186.1, AAH24696.1, EDL30176.1, XP_030109744.1, BAB27265.1, NP_001355187.1, XP_030109747.1, XP_030109746.1, XP_030109745.1, NP_001355188.1, XP_030109748.1, NP_001355189.1, XP_030109749.1, XP_030109750.1, XP_030109751.1
OG0002790	tr|Q9VXM4|Q9VXM4_DROME, tr|Q9VJY5|Q9VJY5_DROME, tr|Q8IP85|Q8IP85_DROME	BAE40850.1, AAH06016.1, BAE39706.1, NP_058063.2, EDL28971.1, BAE38654.1, BAE36850.1, AAB97466.1, BAE35219.1, BAE35007.1, BAE31859.1, BAE40314.1, BAE40700.1, sp|O55022.4|PGRC1_MOUSE, BAE34817.1, EDL35158.1, EDL35159.1, NP_081834.1, CAE11576.1, EDL35160.1, sp|Q80UU9.2|PGRC2_MOUSE, AAH44759.1
OG0002791	tr|Q9VU49|Q9VU49_DROME	AAH49640.1
OG0002791	sp|Q94516|AT5F1_DROME	EDL07538.1, AAC15084.1, NP_001291648.1, BAE28757.1, BAE39561.1, BAE34561.1, BAE36847.1, AAH87882.1, BAB27538.1, BAB22481.1, BAE40013.1, EDL07537.1, NP_033855.2, BAE40023.1, AAH89574.1, BAE40459.1, sp|Q9CQQ7.1|AT5F1_MOUSE, BAE39677.1, BAE40916.1
OG0002792	tr|Q9VW54|Q9VW54_DROME	EDK97584.1, BAE35250.1, BAE35395.1, BAE40100.1, BAE39916.1, BAE39985.1, NP_598862.1, BAE39806.1, AAH24830.1, BAE34814.1, AAH21508.1, AAH27822.1, AAH31128.1, EDK97585.1, AAH27767.1, sp|Q8VDM4.1|PSMD2_MOUSE, BAE39042.1, AAH28851.1, XP_030104899.1, BAE30528.1, BAE30871.1, BAE29506.1, BAE39428.1, AAH27388.1, BAE35347.1
OG0002793	tr|Q9VH02|Q9VH02_DROME	XP_006506198.1, XP_006506197.1, BAC39457.1, BAE25631.1, AAC78805.1, NP_035527.3, sp|Q9Z2J0.2|S23A1_MOUSE, AAH13528.1, EDK97135.1, BAE38187.1, BAA90751.1, XP_036018291.1, NP_061294.2, AAH50823.1, EDL28341.1, sp|Q9EPR4.2|S23A2_MOUSE, XP_011238000.1, XP_006499970.1, XP_030107742.1, NP_001342359.1, XP_006499969.1, AAG02252.1
OG0002794	sp|Q9VU84|DBNL_DROME	NP_038838.1, BAE24466.1, AAC52640.1, EDL40556.1, BAE31953.1, BAC32592.1, AAH46430.1, EDL40555.1, BAE40714.1, BAE25201.1, BAE31033.1, BAE30108.1, BAC37118.1, BAE27532.1, BAE35535.1, BAE43024.1, NP_001139781.1, BAC35528.1, BAE22028.1, XP_036012173.1, AAM28340.1, BAE22160.1, NP_001139780.1, sp|Q62418.2|DBNL_MOUSE, EDL40554.1
OG0002795	sp|Q9W237|RS16_DROME	BAB31702.1, AAI15674.1, EDL19519.1, BAE40167.1, BAB27368.1, sp|P14131.4|RS16_MOUSE, BAB27062.1, BAC40341.1, BAE41081.1, pdb|7CPU|SQ, BAC40524.1, pdb|7LS1|y2, BAE29871.1, pdb|7LS2|y2, AAI15675.1, NP_038675.2, BAB27083.1, EDL24144.1, pdb|7CPV|SQ, BAC39077.1
OG0002796	sp|Q24523|BUN2_DROME	BAE22560.1, CAA44712.1, BAE27628.1, NP_033392.1, BAE22470.1, BAE26295.1, BAE28650.1, EDL35807.1, BAE22473.1, NP_001297576.1, NP_001171222.1, NP_034416.3, sp|Q9Z2S7.2|T22D3_MOUSE, XP_036017713.1, EDL23931.1, AAH28813.1, AAG41221.1, BAE25761.1, AAD01789.1, BAC38897.1
OG0002797	tr|B7Z0E2|B7Z0E2_DROME	AAH16898.1, BAE33417.1, sp|Q91W50.1|CSDE1_MOUSE, BAE27372.1, AAH62097.1, NP_659150.1, EDL07606.1, BAC65675.1, EDL07605.1, XP_006501461.1, XP_006501460.1, AAH29688.1, BAE27606.1, BAE30641.1, BAE30839.1, BAE31796.1, BAE30568.1, AAH31404.1, BAE26763.1, AAH24826.1, BAE34939.1, NP_001155326.1, BAE32354.1, BAE35437.1, BAE31288.1
OG0002798	sp|Q24572|CAF1_DROME	AAI38571.1, EDL30202.1, AAI38569.1, sp|Q60972.5|RBBP4_MOUSE, NP_033056.2, BAE35566.1, BAE27646.1, prf||2201425B, AAC52276.1, BAE26487.1, BAE22743.1, BAE26567.1, AAH03785.1, BAE26833.1, BAE28678.1, NP_033057.3, BAE22826.1, BAE22658.1, BAE27517.1, sp|Q60973.1|RBBP7_MOUSE, BAE27573.1, BAC36122.1, BAE32251.1
OG0002799	sp|Q9VAM6|CISD2_DROME	NP_598768.1, BAC36046.1, BAE20715.1, AAH19860.1, AAH13522.1, EDL31950.1, BAE39909.1, AAH21952.1, BAE20925.1, sp|Q91WS0.1|CISD1_MOUSE, BAE20814.1, BAB23237.1, BAB23868.1, NP_080178.1, AAH58279.1, BAB22814.1, EDL12158.1, sp|Q9CQB5.1|CISD2_MOUSE, EDL12157.1, CAJ44265.1
OG0002800	tr|Q9VUJ1|Q9VUJ1_DROME, tr|Q8T915|Q8T915_DROME, tr|Q9W470|Q9W470_DROME	AAH57662.1, BAE40650.1, NP_035317.1, BAC35937.1, BAB22385.1, sp|P70195.1|PSB7_MOUSE, BAA22857.1, CAA71824.1, BAB29085.1, BAC40251.1, BAB28354.1, BAC40556.1, BAA12017.1, EDL26822.1, AAH49230.1, pdb|3UNB|V, pdb|3UNE|j, pdb|3UNB|H, pdb|3UNB|j, pdb|3UNB|x, pdb|3UNE|H, pdb|3UNE|V, pdb|3UNE|x
OG0002801	tr|Q86NX3|Q86NX3_DROME	sp|Q6NXH8.1|MET25_MOUSE, AAH67068.1, NP_997405.3, EDL21681.1, BAE25973.1, XP_011241714.1, XP_011241713.1, XP_017169392.1, XP_030100899.1, XP_030100898.1, XP_036011650.1, XP_030100897.1, NP_001346569.1, NP_001346571.1, XP_030100895.1, XP_017169393.1, XP_011241716.1, XP_030100892.1, XP_030100893.1, XP_030100891.1, XP_036011648.1, XP_036011649.1
OG0002802	sp|Q9V3U9|SLMO_DROME	BAB22528.1, sp|Q9CYY7.2|PLD3B_MOUSE, NP_079807.1, AAH04775.1, EDL06684.1, AAH26968.1, BAB25731.1, BAE29750.1, EDL06683.1, AAH19561.1, sp|Q8VE85.1|PLD3A_MOUSE, XP_006525960.1, EDL09645.1, BAE25314.1, EDL09646.1, NP_659116.1, XP_006525959.1, XP_006525958.1, EDL09642.1, EDL09644.1, EDL09643.1
OG0002803	sp|Q9VMU4|RL37A_DROME	BAE30994.1, EDL24233.1, AAH96413.1, pdb|7LS1|j2, BAB28386.1, CAA51758.1, pdb|7LS2|j2, BAE40142.1, BAB29243.1, BAE40466.1, pdb|7CPV|Lp, BAE27680.1, EDL00290.1, pdb|6SWA|n, BAB22825.1, EDL06194.1, BAB28742.1, BAB28213.1, sp|P61514.2|RL37A_MOUSE, NP_033110.1, BAB27748.1, EDL00289.1, BAE38871.1, pdb|7CPU|Lp, BAB28239.1
OG0002804	tr|O76928|O76928_DROME	NP_083781.2, XP_030099566.1, BAC38169.1, AAH27301.1, BAC38723.1, BAC36770.1, NP_001116292.1, EDL32875.1, sp|Q8R2R9.1|AP3M2_MOUSE, EDL32877.1, CAR81022.1, CBX84500.1, BAE22219.1, AAH30484.1, CAR81019.1, AAH24595.1, AAF63512.1, CBX84497.1, EDL01480.1, AAH90983.1, XP_006519355.1, XP_006519356.1, sp|Q9JKC8.1|AP3M1_MOUSE, NP_061299.3
OG0002805	sp|Q00637|SODM_DROME	BAB28183.1, BAB22170.1, BDI02936.1, CAA79308.1, BAE40055.1, CAJ18481.1, BAE40460.1, BAB22095.1, sp|P09671.3|SODM_MOUSE, EDL02018.1, BAE22531.1, BAE39593.1, BAE30903.1, NP_038699.2, AAH10548.1, CAA28645.1, AAB60902.1, AAH18173.1
OG0002806	sp|Q9VCE9|UBS3A_DROME	BAE30875.1, BAE30779.1, NP_789830.1, sp|Q8BGG7.1|UBS3B_MOUSE, BAC29178.1, BAD06450.1, BAE32688.1, AAH53436.1, BAE21945.1, BAC28714.1, XP_006510699.1, XP_006510695.1, XP_017169101.1, NP_001344341.1, BAC25403.1, EDL25529.1, XP_030100498.1, pdb|2IKQ|B, pdb|2IKQ|M, pdb|2IKQ|A, pdb|3MBK|A, pdb|3MBK|B, pdb|2H0Q|C, pdb|2H0Q|A, pdb|2H0Q|B
OG0002807	sp|Q9VRK8|PLBL_DROME	EDL19768.1, pdb|3FGT|A, pdb|3FGR|A, EDL19769.1, BAC32923.1, NP_076114.2, BAE41924.1, EDL19767.1, BAE37687.1, AAG44101.1, BAE41761.1, BAB23709.1, XP_030110675.1, pdb|3FGT|B, pdb|3FGR|B, pdb|3FBX|A, pdb|3FGW|A, BAC26858.1, BAC28089.1, sp|Q3TCN2.2|PLBL2_MOUSE, BAC31595.1, AAH48826.1, BAC31160.1, AAH38605.1, AAH26395.1
OG0002808	tr|Q9W555|Q9W555_DROME	pdb|5NZV|N, pdb|5NZT|D, pdb|5NZR|D, pdb|5A1X|Q, pdb|5NZU|D, AAH33387.1, BAC26007.1, AAH17124.1, AAH34754.1, pdb|5A1Y|H, pdb|5A1U|H, pdb|5A1V|Y, pdb|5A1V|H, EDL25614.1, sp|Q5XJY5.2|COPD_MOUSE, pdb|5A1W|H, NP_666097.3, pdb|5NZS|D, pdb|5NZV|D, pdb|5NZT|I, pdb|5A1X|P, pdb|5A1X|H, AAH23728.1, pdb|5A1Y|P, pdb|5A1V|P
OG0002809	sp|Q9VIW3|RAGP1_DROME	EDL04560.1, AAB60517.1, EDL04562.1, AAH52862.1, BAC40559.1, BAE27347.1, NP_001139646.1, NP_035371.4, AAH14855.1, AAH66213.1, AAH71200.1, sp|P46061.2|RAGP1_MOUSE, BAE35154.1, BAE34767.1, AAA17681.1, pdb|1KPS|D, pdb|1KPS|B, BAE21919.1, BAE26449.1, EDL04561.1, BAC98262.1, NP_001345551.1, BAB23979.1
OG0002813	tr|Q9VT88|Q9VT88_DROME, tr|Q9VZW1|Q9VZW1_DROME	BAE29156.1, AAH02017.1, NP_001397382.1, EDL20917.1, sp|Q9JJ00.1|PLS1_MOUSE, BAB22897.1, AAF77076.1, NP_035766.2, CAJ18444.1, BAA23664.1, EDL01540.1, BAA23663.1, AAH02012.1, AAC40053.1, AAH11299.1, sp|Q9DCW2.3|PLS2_MOUSE, BAB22079.1, EDL20918.1, NP_032906.2, NP_001182013.1, XP_006510920.1, XP_011240978.1
OG0002828	tr|Q9VRA7|Q9VRA7_DROME	EDL28819.1, BAC33999.1, NP_848886.1, AAH98185.1, BAC33385.1, AAH25484.1, EDL28817.1, XP_030099346.1, XP_030099344.1, XP_030099347.1, EDL28818.1, NP_001351187.1, XP_006509717.1, EDL28821.1, XP_030099343.1, NP_001116302.1, AAH23909.1, EDL28820.1, BAE37219.1, BAC30815.1, sp|Q8BGY4.1|KLH26_MOUSE, sp|Q8R124.1|KLH36_MOUSE, EDL11618.1, NP_666331.1
OG0002829	tr|Q9VZJ4|Q9VZJ4_DROME	EDL41549.1, AAH95978.1, BAC35688.1, BAE38273.1, BAE41506.1, ADJ67999.1, BAD32217.1, BAC30198.1, CBX24839.1, BAE37136.1, EDL31446.1, BAC30014.1, AAQ90064.1, BAC30195.1, NP_848777.1, AAH48903.1, sp|Q8BHE3.1|ATCAY_MOUSE, BAC30342.1, BAC25867.1
OG0002834	tr|Q9VVY4|Q9VVY4_DROME	NP_001357539.1, BAE29995.1, BAE31518.1, BAE29134.1, EDL06224.1, BAC37470.1, pdb|6BRG|A, pdb|6BRG|B, pdb|6BRH|B, pdb|6BRG|C, pdb|6BRG|D, pdb|6BRK|A, pdb|6BRH|A, sp|Q60710.3|SAMH1_MOUSE, AAH67198.1, NP_061339.4, BAE31954.1, BAE30313.1, BAC35801.1, AAH12721.1, EDL06225.1, NP_001132992.2, BAE41959.1, BAC87661.1, EDL06223.1, AAA66219.1
OG0002841	tr|A0A0B4KH86|A0A0B4KH86_DROME, tr|B7YZX2|B7YZX2_DROME	AAL87536.1, BAA88471.1, EDL34393.1, BAC32139.1, NP_032451.1, sp|P35561.1|KCNJ2_MOUSE, CAA51526.1, AAB88794.1, AAI37842.1, AAI37843.1, prf||1909324A, NP_001254522.1, sp|P52187.2|KCJ12_MOUSE, AAI16678.1, BAC27788.1, NP_034733.4, EDL38692.1, XP_030101466.1, XP_036012242.1, AAI15971.1, BAB30679.1, CAA56622.1
OG0002844	tr|Q9W569|Q9W569_DROME, sp|Q9VHT9|NAZO_DROME	AAA98982.1, AAH92099.1, EDL02989.1, sp|Q8WUR0.1|CS012_MOUSE, AAH85480.1, BAB24042.1, BAE27199.1, NP_082442.1, EDL02990.1, AAH10476.1, BAC27824.1, AAH19834.1, NP_001078854.1
OG0002851	tr|Q9VAB0|Q9VAB0_DROME	XP_006514936.1, BAC25470.1, BAC35164.1, NP_776106.1, BAC38371.1, AAH20036.1, sp|Q8VE01.1|DUS18_MOUSE, NP_001395672.1, NP_001395675.1, sp|Q9JLY7.2|DUS14_MOUSE, NP_062793.2, NP_001395673.1, XP_036012759.1, NP_001395671.1, NP_001395674.1, NP_001395670.1, BAE39062.1, AAH02130.1, BAC37622.1, AAH52836.1, BAB26474.1, AAF28862.1, EDL15732.1, EDL15731.1, BAE38645.1, EDL15733.1
OG0002920	tr|Q9VQC0|Q9VQC0_DROME	sp|Q3TXX4.2|VGLU1_MOUSE, EDL22816.1, BAE34790.1, NP_892038.2, NP_892004.1, sp|Q8BFU8.1|VGLU3_MOUSE, EDL21503.1, AAH42593.1, AAN74643.1, AAH38375.1, AAL08941.1, sp|Q8BLE7.1|VGLU2_MOUSE, BAC32349.1, NP_543129.3, EDL21893.1, NP_001342079.1, XP_006540664.1
OG0002921	tr|A0A0B4LEX9|A0A0B4LEX9_DROME, tr|A0A0B4KER0|A0A0B4KER0_DROME	EDL38751.1, BAC29003.1, sp|Q8BZH4.2|POGZ_MOUSE, NP_766271.2, AAH96492.1, XP_011238392.1, AAI39433.1, EDL38753.1, AAI39434.1, BAE36623.1, AAH85188.1, NP_001159420.1, EDL38752.1, AAH32176.1, BAC65570.1, XP_036018949.1, BAC27169.1, NP_001355741.1, NP_001355740.1, XP_006501425.1, XP_006501426.1
OG0002923	tr|Q8T4C4|Q8T4C4_DROME, sp|Q05825|ATPB_DROME	BAE39161.1, BAE28692.1, BAE26587.1, BAE40749.1, BAE35689.1, AAH46616.1, BAC39095.1, BAE31720.1, BAE35088.1, BAE39267.1, EDL24542.1, BAE35529.1, BAB26846.1, BAE39769.1, BAE37764.1, sp|P56480.2|ATPB_MOUSE, BAE30540.1, BAE40537.1, BAE38829.1, NP_058054.2, BAE29691.1, BAE35331.1, BAE35911.1
OG0002924	tr|Q7K127|Q7K127_DROME, tr|Q9VL27|Q9VL27_DROME	XP_030104230.1, NP_001342475.1, EDL04514.1, XP_006520626.1, XP_030104232.1, XP_030104231.1, EDL04515.1, XP_006520624.1, BAE31642.1, sp|Q9QWR8.2|NAGAB_MOUSE, CAA11703.1, AAL87527.1, AAC28851.1, BAC36620.1, NP_032695.3, AAH21631.1, AAL87528.1, EDL04516.1
