Orthogroup	fly	bombus
OG0001750	tr|Q9VGI4|Q9VGI4_DROME	XP_033178366.1, XP_003491974.1
OG0001752	tr|Q9W425|Q9W425_DROME	XP_024225202.1, XP_024225203.1, XP_033178080.1, XP_024225206.1, XP_024225204.1, XP_012244125.1
OG0001753	tr|Q9VIW6|Q9VIW6_DROME	XP_033177546.1, XP_033177547.1
OG0001755	tr|A8Y5B7|A8Y5B7_DROME	XP_033176365.1, XP_033175965.1
OG0001755	tr|A0A0B4LH20|A0A0B4LH20_DROME	XP_024224183.1, XP_033177293.1, XP_012242424.1
OG0001756	tr|Q8IPZ0|Q8IPZ0_DROME, tr|Q8IPY9|Q8IPY9_DROME, tr|Q9VGU3|Q9VGU3_DROME, tr|Q9VQ95|Q9VQ95_DROME, tr|Q7JXB9|Q7JXB9_DROME	XP_003489485.1, XP_033176580.1
OG0001757	sp|A2VEY9|APP_DROME	XP_033176338.1, XP_033176339.1, XP_033176337.1, XP_012240408.1
OG0001758	tr|X2JEC6|X2JEC6_DROME	XP_024222659.1, XP_033176049.1, XP_024222660.1, XP_024222658.1, XP_003488606.1, XP_012239661.1, XP_024222657.1
OG0001759	sp|Q01617|CPO_DROME	XP_003488500.1, XP_024222526.1, XP_012239475.1, XP_033175947.1, XP_012239476.1
OG0001760	tr|A1ZAY5|A1ZAY5_DROME	XP_003487297.1, XP_033175188.1, XP_012237639.1, XP_012237640.1
OG0001761	tr|Q9VYK6|Q9VYK6_DROME	XP_012236466.1, XP_012236465.1, XP_024220757.1, XP_012236468.1, XP_012236469.1, XP_033174707.1, XP_033174709.1, XP_012236471.1, XP_012236470.1, XP_033174708.1
OG0001762	sp|Q9VHR6|ATG13_DROME	XP_012250083.1, XP_003486107.1, XP_012250082.1, XP_033174333.1
OG0001763	sp|Q7K4Y6|DAT_DROME	XP_033180743.1, XP_003485830.1
OG0001764	tr|Q7K126|Q7K126_DROME	XP_003485377.1, XP_033180342.1
OG0001765	tr|A1ZBG9|A1ZBG9_DROME, tr|Q9V9T9|Q9V9T9_DROME	XP_024227491.1, XP_012248204.1, XP_033180063.1, XP_003485374.1, XP_012248194.1
OG0001766	tr|Q9VXJ5|Q9VXJ5_DROME	XP_024226021.1
OG0001766	sp|P23792|DISC_DROME	XP_033178781.1
OG0001767	tr|Q9VHC7|Q9VHC7_DROME	XP_033178741.1, XP_024220528.1
OG0001768	tr|Q9W0Z4|Q9W0Z4_DROME	XP_033178688.1, XP_003485105.1
OG0001770	tr|Q6NLL3|Q6NLL3_DROME	XP_012247286.1, XP_024227018.1, XP_024227019.1, XP_012247285.1, XP_024227020.1
OG0001771	sp|Q9VAY3|MFRN_DROME	XP_012245605.1, XP_024226096.1
OG0001772	sp|Q95U54|MMS19_DROME	XP_003490594.1, XP_024224251.1
OG0001773	sp|Q9VF87|CYFIP_DROME	XP_024224047.1
OG0001774	tr|Q9VXE3|Q9VXE3_DROME	XP_024223711.1, XP_003489930.1
OG0001775	tr|E1JHT6|E1JHT6_DROME	XP_012240236.1, XP_024222930.1, XP_012240238.1, XP_012240234.1, XP_012240231.1, XP_012240235.1, XP_012240237.1
OG0001776	tr|Q9VZ81|Q9VZ81_DROME	XP_012239952.1, XP_024222721.1, XP_012239951.1
OG0001777	sp|Q9VX88|WAC_DROME	XP_003487668.1, XP_012238189.1, XP_024221796.1, XP_024221797.1
OG0001778	sp|P13217|PIPA_DROME	XP_024221461.1, XP_024221466.1, XP_024221462.1, XP_003487323.1, XP_003490030.1
OG0001779	sp|Q23989|QUAI_DROME	XP_024221365.1, XP_003487178.1
OG0001780	tr|Q400N2|Q400N2_DROME	XP_024220541.1
OG0001782	tr|Q8IGV3|Q8IGV3_DROME	XP_024222341.1, XP_012238820.1, XP_012238814.1
OG0001783	tr|Q9W229|Q9W229_DROME	XP_003494214.1
OG0001784	tr|Q9VCE0|Q9VCE0_DROME	XP_003493564.1
OG0001785	sp|Q95RJ9|EBI_DROME	XP_003493546.1
OG0001786	sp|Q45VV3|YAP1_DROME	XP_012246006.1
OG0001787	sp|C0HKA0|RS14A_DROME, sp|C0HKA1|RS14B_DROME	XP_012245296.1, XP_003492274.1
OG0001788	sp|Q23977|HEP_DROME	XP_012243077.1
OG0001789	sp|Q95TJ9|CYCG_DROME	XP_012241104.1, XP_012241103.1
OG0001790	sp|Q7JVP4|BRDH_DROME	XP_012240845.1, XP_003489398.1
OG0001791	sp|P25228|RAB3_DROME	XP_012240739.1, XP_012240738.1, XP_012240740.1, XP_003489373.1
OG0001792	tr|Q9W591|Q9W591_DROME, tr|Q9W0M0|Q9W0M0_DROME	XP_003488358.2
OG0001793	tr|Q9VB52|Q9VB52_DROME	XP_012238651.1, XP_012238652.1, XP_003487907.1, XP_012238650.1
OG0001794	tr|O62530|O62530_DROME	XP_003487642.1, XP_012238164.1
OG0001795	sp|P18490|PCX_DROME	XP_003485497.1, XP_012249231.1
OG0001796	tr|Q9VG13|Q9VG13_DROME	XP_012240465.1, XP_003484748.1
OG0001797	sp|P38979|RSSA_DROME	XP_003493025.1
OG0001798	tr|Q9V396|Q9V396_DROME	XP_003492009.1
OG0001799	tr|Q7JZI2|Q7JZI2_DROME	XP_003490642.1, XP_003490643.1, XP_003484540.1
OG0001800	tr|Q9VM36|Q9VM36_DROME	XP_003489939.1
OG0001801	tr|Q8INY4|Q8INY4_DROME, tr|Q9W1S5|Q9W1S5_DROME, tr|Q7K148|Q7K148_DROME	XP_003488646.1
OG0001802	sp|Q8I7C3|LASP1_DROME	XP_003487972.1, XP_003487973.1
OG0001803	sp|Q9Y149|MED15_DROME	XP_003486163.1
OG0001804	sp|Q9VYV5|FUT8_DROME	XP_003485993.1
OG0001805	sp|Q9VNE1|POLZ2_DROME	XP_003484935.1
OG0001806	tr|Q9VTI6|Q9VTI6_DROME, tr|A1ZAL7|A1ZAL7_DROME, tr|Q8IQG3|Q8IQG3_DROME, tr|Q9VKQ8|Q9VKQ8_DROME, sp|P23380|VATL_DROME	XP_003484912.1
OG0001807	tr|Q9VPD6|Q9VPD6_DROME	XP_003484747.1
OG0001851	sp|P05709|SIM_DROME	XP_033180464.1, XP_012249129.1, XP_033180461.1, XP_033180462.1
OG0001852	sp|P21521|SY65_DROME	XP_033180381.1, XP_033180380.1
OG0001853	tr|Q8INH7|Q8INH7_DROME	XP_033180090.1
OG0001854	tr|A0A0B4LHM3|A0A0B4LHM3_DROME	XP_003487272.1, XP_024228067.1, XP_012249224.1
OG0001854	tr|A1ZA97|A1ZA97_DROME, tr|A1ZA98|A1ZA98_DROME, tr|Q9W4N5|Q9W4N5_DROME	XP_003493764.1, XP_033179724.1, XP_024227069.1
OG0001854	sp|P33438|GLT_DROME, tr|Q9VLJ2|Q9VLJ2_DROME, tr|Q9VLJ1|Q9VLJ1_DROME, tr|Q9VP25|Q9VP25_DROME, tr|A0A6M3QH83|A0A6M3QH83_DROME, tr|Q9Y141|Q9Y141_DROME, tr|Q9VLA3|Q9VLA3_DROME, tr|Q9VLA4|Q9VLA4_DROME	XP_033179150.1, XP_033177072.1
OG0001855	tr|Q9VV89|Q9VV89_DROME	XP_003493044.1, XP_033179216.1, XP_033179217.1, XP_033179218.1, XP_003493043.1, XP_033179215.1
OG0001856	tr|Q9VDH3|Q9VDH3_DROME	XP_033178573.1
OG0001857	sp|Q8MKK4|TRE12_DROME, sp|A1Z8N1|TRE11_DROME	XP_012244907.1, XP_012244906.1, XP_012244905.1, XP_033178534.1, XP_012244908.1
OG0001857	tr|A8JQU1|A8JQU1_DROME	XP_012241643.1
OG0001857	tr|Q7K2U8|Q7K2U8_DROME, tr|Q7K3P6|Q7K3P6_DROME, tr|Q9VU17|Q9VU17_DROME, sp|P53403|GTR3_DROME	XP_024226796.1
OG0001858	sp|O97394|SDK_DROME	XP_033178043.1, XP_012244077.1, XP_012244079.1, XP_012244080.1, XP_003491509.1
OG0001859	tr|M9PEZ6|M9PEZ6_DROME	XP_012243924.1, XP_033177880.1
OG0001860	tr|Q9VBC4|Q9VBC4_DROME	XP_003491357.1, XP_033177870.1, XP_024225008.1, XP_024225009.1
OG0001861	sp|Q8IMA8|PANG2_DROME	XP_024224889.1, XP_024224888.1, XP_033177803.1, XP_033177802.1, XP_024224887.1
OG0001862	tr|Q9VMF3|Q9VMF3_DROME	XP_012242808.1, XP_012242811.1, XP_012242812.1, XP_012242802.1, XP_012242810.1, XP_024224410.1, XP_012242799.1, XP_012242798.1, XP_012242803.1, XP_033177486.1
OG0001865	tr|Q7K3R0|Q7K3R0_DROME, tr|Q9VG31|Q9VG31_DROME	XP_033175260.1, XP_003487345.1, XP_033175258.1, XP_012237680.1
OG0001865	tr|E1JIZ4|E1JIZ4_DROME	XP_003486883.1, XP_012237185.1
OG0001866	sp|Q8T6B9|PUF68_DROME	XP_012237202.1, XP_012237199.1, XP_003486932.1, XP_033174910.1, XP_033174912.1, XP_033174911.1, XP_024221090.1, XP_024221088.1
OG0001867	tr|B7Z0R7|B7Z0R7_DROME	XP_003486224.1, XP_024220423.1, XP_033174528.1, XP_033174527.1
OG0001868	tr|Q9VQZ8|Q9VQZ8_DROME	XP_033174517.1, XP_033174518.1, XP_033174520.1, XP_033174519.1, XP_003486262.1, XP_012250491.1
OG0001869	tr|Q9VGN8|Q9VGN8_DROME	XP_012243218.1, XP_033177782.1
OG0001870	tr|A0A0B4LHU7|A0A0B4LHU7_DROME	XP_003493046.2, XP_024226505.1, XP_024226504.1
OG0001871	tr|Q9VH76|Q9VH76_DROME, sp|P36975|SNP25_DROME	XP_024226355.1, XP_024226349.1, XP_003492761.1, XP_024226351.1, XP_024226350.1, XP_024226348.1, XP_012246025.1, XP_012246026.1, XP_024226353.1, XP_024226352.1
OG0001872	tr|B7Z078|B7Z078_DROME	XP_024226102.1, XP_024226101.1
OG0001873	tr|A0A0C4DHF6|A0A0C4DHF6_DROME	XP_024225609.1, XP_012244841.1, XP_024225608.1
OG0001874	tr|Q9V9M7|Q9V9M7_DROME	XP_024223730.1
OG0001875	tr|Q9VSZ1|Q9VSZ1_DROME	XP_012238268.1, XP_003487723.1, XP_024221835.1
OG0001876	tr|A0A0B4K765|A0A0B4K765_DROME	XP_003486117.1, XP_012250102.1, XP_024220228.1
OG0001878	tr|Q9VCD3|Q9VCD3_DROME	XP_012248134.1, XP_003494154.1, XP_012248135.1, XP_012248136.1
OG0001880	sp|Q9Y0Y2|PURA_DROME	XP_012247260.1
OG0001881	sp|Q7KM13|HEY_DROME	XP_012247030.1
OG0001882	tr|A8DYA6|A8DYA6_DROME	XP_003493958.1, XP_003493957.1
OG0001883	tr|Q9VDC3|Q9VDC3_DROME	XP_012246932.1, XP_012246931.1
OG0001884	sp|Q9VTH0|PLOD_DROME	XP_012246247.1
OG0001885	tr|Q8IQE6|Q8IQE6_DROME	XP_012243508.1
OG0001886	sp|O76927|RS21_DROME	XP_012240932.1
OG0001887	tr|A1Z9N0|A1Z9N0_DROME	XP_012240702.1, XP_012240701.1, XP_003489366.1, XP_003489365.1, XP_012240699.1, XP_012240700.1
OG0001888	tr|Q7JR34|Q7JR34_DROME	XP_003489102.2
OG0001889	sp|M9MRI4|TRIM9_DROME	XP_012239732.1, XP_003488578.1
OG0001890	sp|P39018|RS19A_DROME, sp|Q7KS38|RS19B_DROME	XP_012239403.1
OG0001891	tr|Q7JMV3|Q7JMV3_DROME	XP_012238984.1, XP_003488206.1
OG0001892	tr|A1ZAH3|A1ZAH3_DROME	XP_012249769.1, XP_012249768.1
OG0001894	tr|A1Z9L5|A1Z9L5_DROME	XP_003485235.1, XP_012246285.1, XP_012246281.1
OG0001895	sp|P32392|ARP3_DROME	XP_003493296.1
OG0001896	tr|Q9W0A8|Q9W0A8_DROME	XP_003492856.1
OG0001897	tr|Q9VF39|Q9VF39_DROME	XP_003492642.1
OG0001898	sp|Q9XY35|QCR9_DROME	XP_003492079.1
OG0001899	sp|Q24152|CKS1_DROME	XP_003491999.1
OG0001900	tr|Q9W3B3|Q9W3B3_DROME, tr|Q9VF38|Q9VF38_DROME	XP_003491398.1
OG0001902	tr|Q9VBU9|Q9VBU9_DROME	XP_003490778.1
OG0001903	tr|M9PEW1|M9PEW1_DROME	XP_003488354.1
OG0001904	tr|Q8IPC5|Q8IPC5_DROME	XP_003488217.1
OG0001905	sp|P17704|RS17_DROME	XP_003487192.1
OG0001906	sp|Q9W5N2|RL38_DROME	XP_003487129.1
OG0001907	tr|Q9VS54|Q9VS54_DROME	XP_003485899.1
OG0001908	sp|Q8MLY8|RS8_DROME	XP_003485784.1
OG0001909	sp|Q04448|MTDC_DROME	XP_003485492.1
OG0001910	tr|Q9VNB9|Q9VNB9_DROME	XP_003485411.1
OG0001911	tr|M9PFR6|M9PFR6_DROME	XP_003484733.1
OG0001997	sp|Q9V769|C6A22_DROME, sp|P33270|CP6A2_DROME, sp|Q27593|CP6A8_DROME, sp|Q9VB31|C6A18_DROME, sp|Q27594|CP6A9_DROME, sp|Q9V774|C6A21_DROME, sp|Q9V776|CP317_DROME, sp|Q9V979|CP6U1_DROME, sp|Q9V770|C6A17_DROME, sp|Q9V771|C6A23_DROME, sp|Q9V773|C6A20_DROME, sp|P82711|C6A19_DROME, sp|Q9V4U9|C6A13_DROME, sp|Q9V4U7|C6A14_DROME, tr|X2J9F6|X2J9F6_DROME, sp|Q9W223|CP6D2_DROME, sp|Q9VCW1|CP6D4_DROME, sp|Q9VJ71|CP310_DROME, sp|Q9VFP1|CP6D5_DROME, sp|Q9V675|CP6G2_DROME, sp|Q9V674|CP6G1_DROME, sp|Q9VRI9|CP6T1_DROME, sp|Q9V676|CP6T3_DROME, sp|Q9VRB3|CP6V1_DROME, sp|Q9V9L1|CP6W1_DROME	XP_012240213.1, XP_012237476.1, XP_012237478.1, XP_024221377.1, XP_003493239.1, NP_001352787.1, XP_003487611.1
OG0001998	tr|Q9VBC9|Q9VBC9_DROME	XP_003485723.1
OG0001998	tr|Q9BMG9|Q9BMG9_DROME, tr|Q9VEL7|Q9VEL7_DROME	XP_012250447.1, XP_024220347.1
OG0001998	tr|Q9VJM4|Q9VJM4_DROME, tr|Q9VJM9|Q9VJM9_DROME, tr|X2J8L2|X2J8L2_DROME	XP_012243980.1, XP_033177962.1
OG0001998	tr|Q9VAV8|Q9VAV8_DROME	XP_024226380.1
OG0001998	tr|A0A0B4KGP4|A0A0B4KGP4_DROME	XP_033180495.1, XP_033180496.1, XP_033180498.1, XP_033180502.1, XP_033180501.1, XP_033180497.1, XP_033180500.1, XP_033180499.1
OG0001998	tr|Q8SY13|Q8SY13_DROME, tr|M9MRJ2|M9MRJ2_DROME, tr|Q9VJF7|Q9VJF7_DROME	XP_024223203.1, XP_033176512.1, XP_024223204.1
OG0001999	sp|Q06559|RS3_DROME	XP_033180402.1, XP_024227889.1
OG0002000	sp|Q9VVW8|NNRD_DROME	XP_033180202.1, XP_033180204.1, XP_033180201.1, XP_033180203.1, XP_033180200.1, XP_033180199.1, XP_033180198.1, XP_024227647.2
OG0002001	tr|Q7KTZ2|Q7KTZ2_DROME	XP_024227373.1, XP_012247885.1, XP_033179957.1, XP_012247887.1, XP_012247882.1, XP_012247884.1
OG0002002	tr|Q9VDH8|Q9VDH8_DROME	XP_033179514.1, XP_012246933.1, XP_033179515.1
OG0002003	sp|Q9VYS5|NDUF6_DROME	XP_033179478.1, XP_003493387.2
OG0002004	tr|Q9W0N6|Q9W0N6_DROME	XP_033179369.1
OG0002005	sp|Q9VL06|UFD4_DROME	XP_033178621.1, XP_033178618.1, XP_033178619.1, XP_033178620.1, XP_033178622.1
OG0002006	sp|Q9VWV9|PORCN_DROME	XP_033178540.1, XP_024225691.1, XP_012244887.1
OG0002007	sp|P22810|HMOC_DROME	XP_003492099.1
OG0002008	tr|Q9W0X0|Q9W0X0_DROME	XP_033178377.1, XP_033178378.1, XP_024225572.1, XP_033178376.1
OG0002008	tr|Q961K6|Q961K6_DROME	XP_033178379.1
OG0002009	tr|Q9VWT3|Q9VWT3_DROME, tr|M9NFP5|M9NFP5_DROME	XP_012243761.1, XP_033177912.1, XP_024225004.1
OG0002010	tr|Q9VUV6|Q9VUV6_DROME	XP_033177757.1, XP_003491197.1
OG0002011	sp|Q9NBK5|TRC_DROME	XP_003491127.1, XP_033177706.1, XP_012243407.1, XP_012243410.1, XP_024224773.1, XP_024224763.1, XP_003491126.2, XP_024224767.1, XP_012243404.1, XP_012243406.1, XP_012243405.1, XP_024224771.1, XP_024224768.1
OG0002012	sp|Q24256|BARH2_DROME, sp|Q24255|BARH1_DROME	XP_003490812.1
OG0002012	tr|Q9VYL0|Q9VYL0_DROME	XP_033177517.1, XP_033177516.1
OG0002014	tr|Q9VYH1|Q9VYH1_DROME	XP_012242766.1, XP_033177422.1
OG0002015	sp|Q8MRW5|ET96B_DROME	XP_033177322.1
OG0002016	sp|Q9VGP4|IPO9_DROME	XP_024223831.1, XP_012241816.1, XP_012241817.1, XP_033176980.1, XP_003490066.1, XP_024223830.1, XP_024223828.1, XP_024223829.1, XP_033176981.1, XP_012241821.1, XP_012241815.1, XP_024223834.1, XP_024223833.1
OG0002017	tr|Q9W543|Q9W543_DROME	XP_024223659.1, XP_024223660.1, XP_033176845.1, XP_012241529.1, XP_012241532.1, XP_003489813.1, XP_033176847.1, XP_012241533.1, XP_012241534.1, XP_012241530.1, XP_024223657.1, XP_024223655.1, XP_024223661.1, XP_012241528.1, XP_024223656.1, XP_012241531.1, XP_012241535.1, XP_012241536.1
OG0002018	sp|P22270|OAR_DROME	XP_033176786.1, XP_033176787.1, XP_003489843.1
OG0002019	tr|Q7JY07|Q7JY07_DROME, sp|P07486|G3P1_DROME, sp|P07487|G3P2_DROME	XP_012240390.1, XP_033176295.1
OG0002020	sp|D5SHR0|TIWAZ_DROME	XP_033175496.1, XP_003487792.1, XP_033175497.1
OG0002021	tr|Q9VXN3|Q9VXN3_DROME	XP_012236225.1, XP_033174600.1, XP_024220611.1
OG0002023	sp|P25162|ACH4_DROME	XP_024228372.1
OG0002023	tr|A0A0S0WNY8|A0A0S0WNY8_DROME, tr|Q9W3G6|Q9W3G6_DROME	XP_024227182.1, XP_012247594.1, XP_012247593.1, XP_003493827.1
OG0002023	sp|P09478|ACH1_DROME	XP_033180735.1, XP_012249741.1
OG0002023	sp|P17644|ACH2_DROME	XP_003485764.1, XP_012249748.1
OG0002023	sp|P04755|ACH3_DROME	XP_003486051.1
OG0002025	tr|Q9VKV9|Q9VKV9_DROME	XP_024223845.1, XP_033177237.1
OG0002027	tr|Q9VPM2|Q9VPM2_DROME	XP_033174958.1, XP_033174934.1, XP_033174936.1, XP_033174939.1, XP_012236797.1, XP_033174946.1, XP_024220763.1, XP_012236802.1, XP_012236813.1, XP_033174955.1
OG0002027	tr|Q9VPM1|Q9VPM1_DROME	XP_012236839.1, XP_003484639.1, XP_012236832.1, XP_012236825.1, XP_012236860.1, XP_012236855.1
OG0002028	sp|P18824|ARM_DROME	XP_012248635.1, XP_003494381.1, XP_024227694.1, XP_012248636.1
OG0002029	tr|Q9VZP8|Q9VZP8_DROME	XP_012247720.1, XP_024227271.1
OG0002030	tr|A1Z814|A1Z814_DROME	XP_003493507.2, XP_012247117.1
OG0002031	tr|Q8IML0|Q8IML0_DROME	XP_012245594.2
OG0002032	tr|Q9VLW7|Q9VLW7_DROME	XP_012244882.1, XP_024225685.1
OG0002033	tr|Q8T8W3|Q8T8W3_DROME	XP_024224946.1, XP_012243866.1
OG0002034	tr|Q9VMT1|Q9VMT1_DROME	XP_024224839.1, XP_024224838.1, XP_003491200.1
OG0002035	tr|Q9VC40|Q9VC40_DROME	XP_003490585.1, XP_024224228.1, XP_012242565.1
OG0002036	tr|A0A0B4KGZ0|A0A0B4KGZ0_DROME	XP_024224095.1, XP_003490379.1, XP_012242155.1
OG0002037	sp|Q24322|SEM1A_DROME	XP_003492080.1
OG0002037	tr|Q7KK54|Q7KK54_DROME	XP_024223928.1, XP_024223929.1
OG0002038	sp|Q9VI75|PICAL_DROME	XP_012240765.1, XP_012240769.1, XP_012240771.1, XP_012240776.1, XP_012240777.1, XP_012240775.1, XP_024223274.1, XP_024223273.1, XP_012240773.1, XP_024223271.1, XP_012240772.1, XP_012240763.1, XP_012240770.1, XP_012240764.1, XP_012240766.1, XP_024223272.1, XP_012240778.1, XP_024223275.1, XP_024223276.1
OG0002039	sp|O76511|TYSY_DROME	XP_012240835.1, XP_012240834.1, XP_024223181.1
OG0002041	sp|Q9W391|KPBA_DROME	XP_012249352.1, XP_012249353.1, XP_024228137.1
OG0002042	tr|Q9VWV5|Q9VWV5_DROME	XP_024222519.1, XP_024222515.1, XP_024222474.1, XP_024222503.1, XP_024222507.1, XP_024222513.1, XP_024222465.1, XP_012239427.1, XP_024222477.1, XP_024222480.1, XP_024222489.1, XP_024222493.1, XP_024222500.1
OG0002043	tr|Q8SYY6|Q8SYY6_DROME	XP_003493707.1
OG0002046	sp|Q24546|SYN_DROME	XP_012243221.1, XP_012243220.1
OG0002047	tr|Q8T4H8|Q8T4H8_DROME, tr|Q9VIQ8|Q9VIQ8_DROME	XP_003490518.2
OG0002048	sp|P12881|PSA1_DROME, tr|Q9VK14|Q9VK14_DROME	XP_012241617.1
OG0002049	tr|H9ZYQ1|H9ZYQ1_DROME, tr|Q8IPW1|Q8IPW1_DROME	XP_012241399.1, XP_003489769.1, XP_012241400.1
OG0002051	tr|Q7KNM2|Q7KNM2_DROME	XP_012239169.1
OG0002052	sp|A1Z713|VPS13_DROME	XP_012238978.1, XP_012238979.1, XP_012238980.1, XP_012238981.1
OG0002053	tr|Q9XZ21|Q9XZ21_DROME	XP_012238430.1, XP_012238426.1, XP_012238427.1, XP_012238428.1
OG0002054	sp|A1Z9P3|SHRM_DROME	XP_012237311.1, XP_012237309.1
OG0002055	sp|Q9NFP5|SH3BG_DROME	XP_003486530.1, XP_012236409.1
OG0002056	tr|Q9VUW0|Q9VUW0_DROME	XP_012248470.1
OG0002057	tr|Q9VTH1|Q9VTH1_DROME	XP_012247488.1, XP_012247494.1, XP_003485321.1
OG0002060	tr|O76901|O76901_DROME	XP_003492364.1
OG0002061	sp|Q9Y1A3|TIM8_DROME	XP_003491271.1
OG0002063	tr|A0A0B4KGG5|A0A0B4KGG5_DROME	XP_003490740.1
OG0002064	sp|Q9XZF0|YIPP_DROME	XP_003488324.1, XP_003488323.1
OG0002065	tr|Q9W4N8|Q9W4N8_DROME	XP_003486636.1
OG0002066	tr|Q9VG51|Q9VG51_DROME	XP_003486485.1
OG0002067	sp|P40423|SQH_DROME	XP_003484682.1
OG0002068	sp|Q8SWR2|BICRD_DROME	XP_003484582.1
OG0002069	sp|Q9VGS2|TCTP_DROME	XP_003484469.1
OG0002146	tr|D6W4U0|D6W4U0_DROME	XP_033180258.1, XP_033180260.1, XP_033180261.1, XP_033180259.1
OG0002147	tr|X2JC79|X2JC79_DROME, tr|Q9VA45|Q9VA45_DROME	XP_024227091.1, XP_033179773.1, XP_012247500.1, XP_033179774.1
OG0002148	tr|Q9VYT4|Q9VYT4_DROME	XP_012247465.1, XP_012247466.1, XP_012247463.1, XP_033179728.1, XP_012247464.1, XP_033179727.1, XP_012247468.1, XP_012247469.1
OG0002149	sp|Q9V3A6|ERO1L_DROME	XP_024226909.1, XP_033179590.1, XP_033179591.1, XP_012247137.1, XP_024226910.1
OG0002150	sp|Q9VSJ8|EXOC7_DROME	XP_012246849.1, XP_012246848.1, XP_033179486.1
OG0002151	tr|Q9VFH4|Q9VFH4_DROME	XP_012246556.1, XP_033179265.1, XP_012246557.1, XP_024226529.1
OG0002152	sp|P09082|GSB_DROME, sp|P06601|PRD_DROME	XP_024226224.2
OG0002152	sp|P09083|GSBN_DROME	XP_012245820.2
OG0002153	sp|Q24239|ANGEL_DROME	XP_033178775.1
OG0002154	sp|P16241|CF1A_DROME	XP_033178749.1
OG0002155	tr|M9PBC6|M9PBC6_DROME	XP_033178012.1, XP_012244000.1
OG0002156	sp|Q9VZM7|INT10_DROME	XP_033177580.1, XP_003490895.1
OG0002157	tr|A0A0B4JDC9|A0A0B4JDC9_DROME	XP_033177452.1
OG0002158	tr|A8JV32|A8JV32_DROME	XP_033176969.1, XP_012241784.1, XP_012241783.1, XP_024223915.1, XP_003490111.1, XP_024223917.1, XP_033176962.1, XP_033176965.1, XP_024223914.1, XP_033176963.1, XP_024223912.1, XP_033176964.1
OG0002159	sp|Q9VEZ5|IKKB_DROME	XP_024223818.1, XP_033176944.1
OG0002160	sp|Q9V3Z1|TRIB_DROME	XP_012241609.1, XP_033176853.1, XP_033176852.1
OG0002161	tr|Q9VN23|Q9VN23_DROME	XP_033176827.1, XP_033176826.1
OG0002162	tr|Q9W068|Q9W068_DROME	XP_033176402.1, XP_033176403.1
OG0002163	tr|Q9VKD2|Q9VKD2_DROME	XP_033176360.1, XP_012240510.1, XP_012240509.1
OG0002164	sp|Q9V7N5|VATC_DROME	XP_033176123.1, XP_033176122.1, XP_024222737.1, XP_012239916.1
OG0002165	tr|Q8IPU3|Q8IPU3_DROME	XP_012239498.1, XP_033175954.1, XP_033175951.1, XP_033175949.1, XP_033175950.1, XP_003488483.1, XP_033175953.1, XP_024222524.1
OG0002166	sp|Q9VTT9|DEFI8_DROME	XP_033175910.1, XP_024222416.1, XP_024222415.1, XP_003488416.3
OG0002167	sp|P91891|MO25_DROME	XP_012238780.1, XP_033175662.1, XP_012238779.1, XP_024222099.1, XP_003488000.1
OG0002168	sp|Q9NKV0|MLF_DROME	XP_024221909.1, XP_012238625.1, XP_033175627.1, XP_012238626.1, XP_033175628.1
OG0002169	tr|Q9VZP2|Q9VZP2_DROME	XP_012238324.1, XP_012238323.1, XP_033175506.1, XP_012238325.1
OG0002170	tr|A1Z6G6|A1Z6G6_DROME	XP_003487476.1, XP_033175382.1
OG0002171	sp|Q7KPA5|SPO11_DROME	XP_003487202.4
OG0002173	tr|Q9VXQ8|Q9VXQ8_DROME	XP_033180647.1, XP_033180646.1, XP_033180645.1
OG0002174	sp|Q8IQG1|MOB2_DROME	XP_033178807.1, XP_033178795.1, XP_012245480.1, XP_033178797.1, XP_033178803.1, XP_033178810.1, XP_033178814.1, XP_033178817.1, XP_033178812.1
OG0002175	tr|Q8IMZ4|Q8IMZ4_DROME	XP_024227582.1, XP_024227581.1
OG0002176	tr|A0A0B4K653|A0A0B4K653_DROME	XP_024227210.1, XP_024227209.1, XP_012247622.1, XP_024227211.1
OG0002177	tr|Q9W3Y1|Q9W3Y1_DROME, tr|Q9VJ90|Q9VJ90_DROME	XP_012247504.1, XP_003493684.1, XP_024227124.1
OG0002178	sp|O16130|RL39_DROME	XP_024226935.1
OG0002179	tr|Q9XZ53|Q9XZ53_DROME	XP_024226540.1, XP_003493122.1
OG0002179	tr|Q9VRE0|Q9VRE0_DROME	XP_024221995.1, XP_003487818.1, XP_024221996.1, XP_012238485.1
OG0002180	tr|Q8IRJ7|Q8IRJ7_DROME	XP_024226192.1, XP_003492589.1
OG0002181	sp|Q9U6A0|NCKX_DROME	XP_012245010.1, XP_024225653.1
OG0002182	sp|Q9VH95|YC17_DROME	XP_003491979.2
OG0002183	tr|M9PF47|M9PF47_DROME	XP_024224842.1, XP_012243475.1
OG0002184	sp|P20232|TFS2_DROME, tr|Q9VXS6|Q9VXS6_DROME	XP_024224740.1, XP_012243376.1, XP_012243375.1
OG0002186	sp|Q9U1H0|CIC_DROME	XP_024223860.1, XP_024223859.1, XP_024223861.1
OG0002187	tr|Q9W230|Q9W230_DROME	XP_003488050.1, XP_024222256.1, XP_012238898.1
OG0002188	sp|Q9VMA0|NSE1_DROME	XP_012239011.1, XP_024222246.1, XP_012239012.1, XP_012239013.1, XP_012239014.1, XP_012239017.1, XP_003488033.1
