Orthogroup	mouse	finch
OG0001894	XP_036019948.1, NP_001343307.1, XP_036019949.1, EDL30163.1, XP_036019950.1, XP_036019951.1, XP_006503109.1, XP_030109315.1, EDL30165.1, EDL30164.1, sp|Q810L4.1|TM39B_MOUSE, NP_955009.1, AAH49790.1	XP_041576617.1, XP_041576618.1, NP_001171024.2
OG0001894	NP_001192216.1, BAE40906.1, EDK97987.1, NP_080683.2, XP_006522559.1, sp|Q9CYC3.1|TM39A_MOUSE, BAE35884.1, NP_001192215.1, BAB30953.1, XP_006522560.1, AAH20318.1	XP_030121902.1, XP_002189717.1
OG0001895	BAE34847.1, BAE26491.1, BAE38833.1, BAE31704.1, NP_001192314.1, sp|Q99JY9.3|ARP3_MOUSE, AAH80806.1, BAE35589.1, NP_001192315.1, BAE39903.1, BAE38875.1, BAE39291.1, BAE29683.1, BAE35360.1, BAE31760.1, EDL39778.1, BAE40607.1, BAC38876.1, AAH05557.1, BAE31804.1, BAE29603.1, NP_076224.1, pdb|7AQK|a	XP_041573339.1, XP_030133909.1
OG0001895	AAH82279.1, NP_001004365.1, sp|Q641P0.1|ARP3B_MOUSE, EDL03072.1	XP_012426838.1, XP_030120115.1
OG0001896	pdb|6SWA|V, EDL16248.1, AAH16558.1, NP_997406.1, AAI25641.1, AAH86884.1, XP_036012030.1, XP_036012031.1, XP_036012028.1, XP_036012029.1, XP_036012032.1, EDL24869.1, AAH86883.1, AAH29892.1, sp|P62751.1|RL23A_MOUSE, pdb|7CPU|LX, BAE30943.1, AAI25643.1, AAQ04686.1, pdb|7LS1|R2, EDL12922.1, BAE20441.1, pdb|7LS2|R2, XP_036014835.1, AAH26656.1, AAH96637.1, pdb|7CPV|LX	NP_001232640.1, ACH44300.1, ACH44301.1, ACH44302.1
OG0001897	BAB32046.1, sp|Q9D281.1|NXP20_MOUSE, EDL37726.1, BAB30694.1, BAC26919.1, NP_080943.3, CAJ44264.1, AAH27235.1, AAI10360.1	XP_030126781.3
OG0001897	EDL07792.1, EDL07791.1, NP_080618.1, XP_011247497.1, BAB31282.1, NP_001162138.1, BAE29069.1, XP_006534077.1, XP_006534076.1, XP_011247496.1, NP_001162139.1, XP_006534079.1, sp|Q8VE88.2|F1142_MOUSE, EDL07793.1, AAH19518.1, EDL07790.1, XP_036012811.1, XP_030102110.1	XP_012430646.2, XP_030139570.1, XP_041574826.1
OG0001898	pdb|7O3C|J, pdb|7O3H|U, pdb|7O37|J, pdb|7O3C|U, pdb|7O3E|U, pdb|7O3H|J, pdb|7O3E|J, pdb|7O37|U, EDL40486.1, BAE40378.1, NP_932096.1, AAH87874.1, XP_036017630.1, EDL40485.1, NP_001349808.1, AAI00592.1, sp|Q8R1I1.1|QCR9_MOUSE, AAH24518.1	ACH45151.1, ACH45154.1, ACH45146.1, NP_001184107.1, ACH45156.1, ACH45148.1, ACH45153.1, ACH45145.1, ACH45150.1, ACH45149.1, ACH45155.1, ACH45147.1, ACH45152.1
OG0001899	EDL11002.1, BAE25818.1, AAI47101.1, NP_001033011.1, AAI47102.1, XP_036014872.1, BAC25295.1, BAB27837.1, AAH76579.1, EDL15197.1, BAA84694.1, NP_058600.1, sp|P61025.1|CKS1_MOUSE, BAB23169.1, BAB27540.1	NP_001106278.1, ACH43795.1, XP_030146993.3, ACH43796.1
OG0001899	EDL14276.1, BAB22110.1, BAE38947.1, BAB23199.1, sp|P56390.1|CKS2_MOUSE, EDL14275.1, AAH22647.1, NP_079691.1, AAH94919.1, EDL41103.1, EDL30397.1	XP_002192954.1
OG0001900	BAB22486.3, EDL17771.1, BAE37723.1, XP_030098244.1, XP_030098243.1, NP_001289015.1, EDL17772.1, XP_030098241.1, XP_030098239.1, XP_036008808.1, BAE26738.1, EDL17774.1, AAH68161.1, NP_001347093.1, BAE28354.1, NP_001289014.1, NP_001289016.1, NP_033505.1, EDL17769.1, AAA79978.1, AAA81898.1, AAA74742.1, EDL17773.1, EDL17770.1, sp|P51163.1|HEM4_MOUSE	XP_041572822.1, XP_012430153.4, XP_030132463.3, XP_012430152.4
OG0001901	XP_036019057.1, XP_030108550.1, AAH50760.1, XP_006501770.1, XP_006501769.1, XP_006501768.1, XP_006501767.1, sp|Q9R0N8.2|SYT6_MOUSE, BAA85775.1, EDL07596.1, NP_061270.2, NP_001263608.1, AAH65065.1, NP_001263610.1, BAA85782.1, BAA85781.1, NP_001263606.1, BAC31977.1, XP_006501771.1, NP_001263605.1, XP_036019058.1	XP_030147768.1
OG0001901	NP_061273.1, sp|Q9R0N4.1|SYT10_MOUSE, AAI25633.1, EDL04326.1, XP_011243998.1, XP_006521238.1, AAI25635.1, BAA85779.1, XP_017172195.1	XP_030119153.1
OG0001902	EDL26136.1, NP_001348035.1, EDL15160.1, EDL15161.1	ACH44111.1
OG0001902	NP_080743.1, EDL26137.1, AAH58115.1, pdb|7LS2|S3, XP_017169030.1, sp|Q6ZWY3.3|RS27L_MOUSE, pdb|7LS1|S3, BAB25192.1, EDL26138.1, BAE30096.1, BAB27503.1	NP_001232652.1, ACH44110.1
OG0001902	NP_081291.1	XP_030147464.1
OG0001903	BAA76751.1, BAC35841.1, EDL29957.1, NP_036072.1, EDL29958.1, sp|Q9WTL7.1|LYPA2_MOUSE, BAC40757.1, BAB22940.1, BAE39559.1, AAH68120.1	XP_041576767.1, XP_041576768.1, XP_030146148.1, XP_030146147.1
OG0001903	EDL14249.1, EDL14252.1, BAC34318.1, EDL14250.1, AAH52848.1, BAE27497.1, BAE39355.1, sp|P97823.1|LYPA1_MOUSE, AAH13536.1, NP_032892.1, NP_001342641.1, CAJ18409.1, BAB22276.1, AAB48627.1, EDL14248.1	XP_030122065.1, XP_002197753.1
OG0001904	NP_001121643.1, XP_030099669.1, XP_030099668.1, XP_036010220.1, XP_030099671.1, EDL11060.1, NP_775545.1, AAH42438.1, sp|Q80TQ2.2|CYLD_MOUSE, BAC65671.1, BAC30222.1, XP_006531477.1, NP_001121642.1, XP_006531481.1, XP_011246826.1, XP_036010225.1, XP_036010227.1, XP_036010226.1, XP_036010223.1, XP_011246827.1, XP_006531478.1, XP_006531480.1, XP_006531479.1, XP_011246825.1, XP_030099672.1, XP_030099667.1, BAE21677.1	XP_032602966.2, XP_032606380.2, XP_041574436.1, XP_032606381.2
OG0001905	EDL06948.1, CBU86725.1, pdb|7LS1|z2, BAB27087.1, CBF60353.1, BAE36859.1, BAB25394.1, sp|P63276.2|RS17_MOUSE, pdb|7LS2|z2, pdb|7CPU|SR, AAH86900.1, BAE39333.1, BAC25377.1, prf||2108264A, EDL22641.1, EDL06952.1, NP_033118.1, BAE36684.1, EDL06947.1, CBF61849.1, BAA04943.1, AAH86901.1, pdb|7CPV|SR, XP_036015561.1, AAH81466.1, CBU85597.1	NP_001232596.1, ACH44073.1, ACH44074.1, ACH44076.1, ACH44075.1
OG0001906	BAB22266.1, pdb|7CPV|Lk, BAE30466.1, EDL13265.1, EDL34437.1, XP_017170209.1, AAH94258.1, BAB03500.1, NP_001349847.1, pdb|7LS1|e2, BAB27000.1, pdb|7CPU|Lk, AAH34339.1, EDL10619.1, NP_001041523.1, EDL34439.1, AAH55346.1, NP_075861.1, sp|Q9JJI8.3|RL38_MOUSE, pdb|7LS2|e2, BAB28208.1, AAH94644.1, BAB26814.1, NP_001041522.1, EDL34438.1	ACH46324.1, ACH44255.1, NP_001232305.1, ACH44256.1, ACH44253.1, ACH44254.1
OG0001907	BAE23699.1, XP_006516612.1, BAA76512.1, NP_001318105.1, NP_034412.1, BAE21415.1, XP_036013743.1, XP_036013742.1, NP_001318106.1, sp|Q9WTN0.1|GGPPS_MOUSE, NP_001318048.1, XP_036013745.1, XP_017170876.1, AAH06798.1, XP_017170877.1, EDL32758.1, XP_036013746.1, XP_011242583.1, XP_030103015.1, BAB27955.1, NP_001318107.1, XP_017170874.1, AAH69913.1, XP_036013744.1, XP_030103013.1, NP_001318109.1	XP_030124126.1, XP_012427951.1, XP_030124123.1, XP_041571153.1, XP_030124125.3
OG0001908	EDL32455.1, pdb|7CPV|SI, BAB27366.1, BAE27446.1, BAB27359.1, NP_001363970.1, AAH27217.1, pdb|7LS1|u, BAB26032.1, EDL30562.1, BAB27754.1, BAE39067.1, AAH51446.1, pdb|7LS2|u, BAE40476.1, CAA52050.1, BAB27090.1, BAB28394.1, AAI00595.1, pdb|7CPU|SI, AAH81465.1, BAB28236.1, NP_033124.1, NP_001345016.1, sp|P62242.2|RS8_MOUSE	ACH46303.1, ACH44384.1, ACH44383.1, NP_001296438.1, ACH44381.1, ACH44382.1
OG0001909	XP_030110618.1, XP_030110617.1	XP_030128104.3, XP_030128102.3, XP_030128105.3, XP_032604198.2, XP_030128103.3, XP_041571992.1, XP_032604199.2, XP_032604200.2, XP_032604194.2, XP_032604193.2, XP_032604195.2, XP_002192217.5
OG0001909	XP_006505760.1, XP_011239547.1, BAE31071.1, sp|P18155.1|MTDC_MOUSE, NP_032664.1, BAE38407.1, AAA39828.1, AAA39827.1, AAH19511.1, BAE35283.1, BAC36124.1, EDK99075.1	XP_041576533.1, XP_041576530.1, XP_030145736.2, XP_041576531.1, XP_041576532.1
OG0001910	pdb|6SWA|d, CAA76215.2, BAB27124.1, pdb|7CPU|Lf, BAC25818.1, EDK97826.1, AAI00600.1, EDL37409.1, AAH90255.1, NP_001123957.1, EDK97827.1, NP_001123956.1, EDL27775.1, sp|O55142.2|RL35A_MOUSE, EDL27952.1, EDK98533.1, EDL13126.1, pdb|7LS2|Z2, AAI00333.1, pdb|7CPV|Lf, EDK97829.1, EDK98534.1, EDK97831.1, AAH27223.1, pdb|7LS1|Z2, NP_067313.2	ACH44011.1, NP_001232542.1, NP_001232804.1, ACH44012.1, ACH44013.1
OG0001911	BAA92749.1, sp|Q9JMG1.1|EDF1_MOUSE, BAB22026.1, BAB26758.1, NP_067494.1, AAH23472.1, CBX85994.1, EDL40538.1, XP_036013015.1, BAB22854.1, EDL08258.1, CAC32040.1	ACH45938.1, ACH45925.1, ACH45933.1, ACH45936.1, NP_001232156.1, ACH45937.1, ACH45930.1, ACH45931.1, ACH45940.1, ACH45923.1, ACH45927.1, ACH45928.1, ACH45926.1, ACH45939.1, ACH45924.1, ACH46373.1, ACH45932.1, ACH45929.1, ACH45934.1
OG0001912	NP_031982.1, XP_006512498.1, XP_011241368.1, NP_001289461.1, XP_006512497.1, ACF17958.1, ACF17956.1, EDL03583.1, BAC30973.1, EDL03582.1, BAJ65337.1, AAA37580.1, BAC29510.1, EDL03581.1, sp|P19785.1|ESR1_MOUSE, XP_011241370.1, XP_006512496.1, NP_001289460.1, BAX30175.1, NP_001289462.1, XP_036011483.1, BAX30174.1, BAJ65338.1, BAJ65341.1, BAJ65339.1, BAJ65340.1, BAE24122.1, EDL03580.1, BAX30176.1, BAX30177.1	AAB81108.1, sp|Q91250.1|ESR1_TAEGU, NP_001070169.1
OG0001913	AAH01989.1, EDL41110.1, NP_035947.2, sp|Q9Z111.1|GA45G_MOUSE, BAB21955.1, AAD15798.1, BAA78538.1, AAP79506.1, pdb|3CG6|A, pdb|3CG6|B	XP_002192612.1
OG0001913	BAE26122.1, AAC27351.1, sp|P48316.1|GA45A_MOUSE, AAA37656.1, AAH11141.1, NP_031862.1	XP_030135665.1
OG0001913	AAD51080.2, CAA38088.1, AAN23034.1, NP_032681.1, sp|P22339.1|GA45B_MOUSE, BAE29151.1, AAH23815.1, BAB26923.1, BAE32947.1, EDL31471.1	NP_001232238.1, ACH44453.1, ACH44451.1, ACH44452.1
OG0001915	NP_001365251.1, NP_001365250.1, NP_001365253.1, XP_036013841.1, NP_001365254.1, NP_001365248.1, NP_001365247.1, XP_036013838.1, NP_001365246.1, NP_001365252.1, XP_036013839.1, NP_001365249.1, XP_036013840.1, BAE21302.1, AAC52964.1, EDL41106.1, EDL41107.1, AAH49780.2, sp|O09126.2|SEM4D_MOUSE, NP_001365244.1, EDL41105.1, NP_001365242.1, NP_001268809.1, NP_001365245.1, BAC40480.1, NP_038688.2, NP_001365243.1	XP_030114234.3, XP_041567280.1, XP_041567279.1, XP_030114237.3, XP_041567281.1, XP_030114240.3
OG0001917	AAH30667.1, NP_001343481.1, sp|Q9EQC0.1|CHST1_MOUSE, NP_001343482.1, XP_030108062.1, XP_030108063.1, NP_076339.1, BAE22378.1, AAG48245.1, EDL27611.1	XP_002200213.1, XP_030130163.1, XP_012429480.1
OG0001917	BAA29055.1, EDL32179.1, XP_011241812.1, EDL32180.1, XP_017169519.1, XP_011241815.1, NP_058083.3, sp|O88199.1|CHST3_MOUSE, SYX87721.1, BAA29054.1, BAB72166.1, NP_001393954.1, SCV75397.1, AAH55055.1	XP_041572971.1, XP_032604936.2, XP_041572970.1, XP_041572972.1, XP_041572973.1, XP_030131490.3
OG0001918	XP_036011427.1, XP_036011429.1, EDL31984.1, NP_733790.2, XP_006513199.1, NP_733925.2, BAC29151.1, XP_006513202.1, EDL31990.1, AAB01603.1, NP_733788.2, BAC28262.1, AAB58381.1, EDL31983.1, XP_036011430.1, XP_036011431.1, EDL31994.1, NP_733791.2, EDL31985.1, EDL31992.1, XP_036011425.1, BAB39357.2, XP_036011428.1, XP_036011426.1, AAB01607.1, EDL31987.1, NP_666117.2, sp|G5E8K5.1|ANK3_MOUSE	XP_041572908.1, XP_041572907.1, XP_041572906.1, XP_030131663.3, XP_030131666.3
OG0001919	sp|Q3UHI0.1|CCSE2_MOUSE, AAI39091.1, BAE27877.1, NP_081321.1, XP_006519668.1, XP_011243510.1, XP_006519669.1, XP_036014752.1, BAE42850.1, BAC98105.1, XP_036014751.1, EDL24893.1, EDL24892.1, BAB24323.1, XP_036014753.1, XP_036014755.1, XP_036014754.1, XP_006519670.1, NP_082683.2, XP_036014756.1, NP_001334432.1, AAH60947.1, AAI11466.1, NP_001334431.1, XP_030103908.1	XP_030131686.3, XP_030131687.3, XP_041572821.1, XP_030131688.3, XP_030131692.3, XP_030131690.3, XP_030131691.3, XP_030131689.3
OG0001920	BAC31052.1, EDL18190.1, EDL18191.1, CAB94723.1, CAB94721.1, XP_006508687.1, XP_006508683.1, XP_006508685.1, CAB94716.1, EDL18186.1, NP_064682.1, AAK83110.1, CAB94719.1, CAB94777.1, AAG27268.1, BAE32769.1, AAK84430.1, XP_006508688.1, EDL18187.1, CAB94722.1, NP_001121554.1, XP_006508686.1, EDL18188.1, XP_006508682.1, XP_006508684.1, NP_001121552.1, EDL18185.1, sp|Q9JHH2.2|TSN32_MOUSE, NP_001121553.1, CAB94720.1, AAH55858.1, EDL18189.1	XP_002198106.4
OG0001921	BAC38817.1, NP_001366608.1, NP_659120.3, XP_011246926.1, NP_001161358.1, EDL32953.1, EDL32952.1, XP_036017424.1, AAH75709.1, XP_036017422.1, EDL32955.1, BAE31010.1, NP_001161357.1, NP_001161359.1, XP_006531791.1, sp|Q3U8K7.2|KMT5B_MOUSE, XP_036017421.1, XP_036017420.1, NP_001366607.1, XP_006531790.1, AAT00539.1, XP_017173633.1, XP_036017423.1, XP_036017430.1, XP_030106737.1, BAC29617.1, XP_036017425.1, XP_036017427.1, XP_036017426.1, XP_036017428.1, XP_036017429.1	XP_012429723.4, XP_002199524.4
OG0001922	EDL35196.1, AAH51937.1, AAH69901.1, NP_001277988.1, XP_036019181.1, AAH92057.1, EDL35199.1, AAF67192.1, XP_036019180.1, sp|Q9JHC9.1|ELF2_MOUSE, NP_075991.1, AAF67193.1, EDL35197.1, NP_001277991.1, XP_036019184.1, NP_001343287.1, EDL35195.1, XP_036019183.1, XP_036019182.1, XP_006502094.1, AAF67194.1, EDL35200.1, NP_001277992.1, BAE22041.1, XP_017175203.1, XP_036019186.1, XP_036019185.1, XP_030108665.1, XP_030108664.1	XP_004176330.4, XP_030127751.3, XP_030127750.3
OG0001923	AAH28515.1, sp|P13412.2|TNNI2_MOUSE, AAA40485.1, EDL18149.1, NP_033431.1	XP_002199061.1
OG0001923	CAA80459.1, sp|P48787.2|TNNI3_MOUSE, NP_033432.1, BAE40992.1, AAA19657.1, AAH61171.1, XP_017177599.1, pdb|6KLT|C, pdb|6KLU|C, AAI00591.1, EDL31243.1, EDL31244.1	XP_041568997.1, XP_041568995.1, XP_041568996.1
OG0001923	EDL39569.1, EDL39570.1, NP_001106173.1, XP_011246276.1, CAB48403.1, XP_036019444.1, XP_006529445.1, sp|Q9WUZ5.3|TNNI1_MOUSE, AAH23170.1, BAB28123.1, NP_067442.1	XP_012426410.1
OG0001924	XP_030106059.1, XP_036016756.1, XP_036016759.1, XP_036016757.1, BAE33803.1, XP_030106058.1, BAC37766.1, XP_036016758.1, XP_006523323.1, BAD21424.1, XP_006523322.1, NP_113572.1, sp|Q99N48.2|SYTL3_MOUSE, XP_011244483.1, BAB41086.1, AAI18937.1, XP_036016749.1, EDL23822.1, BAB41094.1, XP_036016751.1, XP_006523324.1, NP_899226.2, XP_036016750.1, AAI06103.1, BAB41093.1, BAB32653.1, AAI52316.1, NP_899224.2, AAH22608.1, BAB41092.1, XP_006523327.1	XP_030125412.3, XP_030125411.3
OG0001925	BAC40259.1, AAH98474.1, EDL37131.1, sp|Q7TPQ9.1|ARRD3_MOUSE, AAH31125.1, XP_006517080.1, AAH54844.1, NP_001036056.1, ABI20767.1, EDL37130.1, BAC39320.1, BAC65781.1	XP_002188554.1
OG0001925	ABI20768.1, sp|Q9D668.1|ARRD2_MOUSE, AAH36384.1, BAE23261.1, NP_081836.1, BAB29443.1, BAE22637.1, BAC32855.1, EDL28878.1, BAE25833.1, XP_017168452.1, XP_036010180.1, EDL28877.1	XP_030112534.3, XP_002195489.3
OG0001925	AAH54826.1, NP_079825.2	XP_032600595.1, XP_032600597.1, XP_032600596.1
OG0001926	BAE22245.1, BAB27684.1, EDL38188.1, EDL38185.1, NP_001239396.1, XP_030105915.1, XP_017173136.1, XP_017173138.1, XP_017173137.1, EDL38193.1, XP_030105916.1, EDL38184.1, EDL38187.1, BAE39772.1, BAE33176.1, NP_082209.1, AAI45895.1, EDL38186.1, EDL38191.1, EDL38194.1, AAI45893.1, BAE21946.1, sp|Q9CT10.2|RANB3_MOUSE, NP_001239395.1, EDL38192.1, XP_006525008.1, XP_030105914.1, XP_017173135.1, XP_017173134.1, XP_006525007.1, XP_011244922.1	XP_002188969.4, XP_004174406.3
OG0001927	AAC63011.1, XP_006505666.1, CAI38627.1, CAI40578.1, AAD52567.1, NP_034563.2, NP_001281073.1, AAK07649.1, CAI40577.1, AAG41237.1, NP_001129537.1, EDL13623.1, EDL13622.1, CAI38626.1, AAH31904.1, EDL13621.1, AAD52566.1, AAG02078.1, NP_001281072.1, XP_006505665.1, sp|Q9QZR5.2|HIPK2_MOUSE, EDL13624.1, AAK07650.1	XP_002199937.4, XP_030119090.3, XP_030119089.3, XP_041569524.1, XP_041569523.1, XP_030119091.3, XP_004175966.4
OG0001927	AAD41593.1	XP_041569525.1
OG0001928	NP_001392011.1, NP_001392010.1, XP_030109968.1, XP_036020666.1, BAD90358.1, NP_001278163.1, EDL19309.1, CAA52922.1, sp|P53564.3|CUX1_MOUSE, AAK59986.1, XP_030109966.1, XP_017176143.1, NP_001278162.1, NP_001392008.1, XP_030109967.1, AAC52775.1, AAB41146.1, BAE20769.1, AAD12485.1, AAH90847.1, NP_034116.3, XP_030109970.1, NP_001392012.1, NP_001392013.1, XP_030109973.1, XP_006504417.1	XP_041576016.1, XP_030143895.3, XP_030143893.3, XP_030143889.3, XP_030143890.3, XP_030143888.3, XP_030143892.3
OG0001929	BAC33114.1, BAC65511.1, XP_006498286.1, XP_006498285.1, XP_006498283.1, XP_006498284.1, XP_011237445.1, XP_011237444.1, CAC20677.1, sp|Q9EP53.1|TSC1_MOUSE, CAC20676.1, NP_001276504.1, EDL08392.1, BAE27905.1, XP_036018339.1, NP_001276505.1, XP_011237446.1, BAB60810.1, NP_075025.2, XP_030107796.1, XP_030107795.1, AAH52399.1	XP_030142612.3, XP_030142618.3, XP_030142613.3, XP_030142617.3, XP_030142619.1, XP_030142616.3, XP_030142609.3, XP_030142611.3, XP_030142610.3, XP_030142614.3
OG0001931	XP_030098902.1, XP_006508331.1, XP_006508332.1, XP_006508330.1, XP_006508333.1, XP_006508329.1, EDL17239.1, EDL17238.1, XP_006508328.1, XP_006508319.1, XP_006508320.1, XP_006508317.1, XP_006508324.1, XP_006508318.1, XP_017167844.1, XP_006508326.1, XP_006508322.1, XP_006508325.1, NP_001361573.1, XP_006508321.1, BAB30518.1, XP_006508327.1, EDL17237.1, XP_030098901.1, NP_083231.1	XP_030140466.3, XP_030140465.3, XP_030140467.3, XP_030140468.3, XP_030140470.3, XP_030140472.3, XP_030140471.3, XP_030140474.3
OG0001932	BAE32984.1, EDL22340.1, AAC53207.1, sp|O08852.2|PKD1_MOUSE, NP_038658.2, XP_006523910.1, XP_006523909.1, XP_006523908.1, XP_006523906.1, XP_006523907.1, XP_006523905.1, XP_006523904.1, XP_036016298.1, XP_030105438.1, XP_030105441.1, XP_030105442.1, BAB29468.1, AAK48833.1, BAD90231.1, XP_030105447.1, XP_030105448.1, BAE36220.1, XP_030105449.1, XP_030105443.1, XP_030105439.1, XP_030105440.1, XP_030105437.1, XP_030105445.1, XP_030105444.1, XP_036016299.1, XP_006523915.1, XP_030105446.1	XP_030140907.3
OG0001933	NP_001348017.1, XP_006525564.1, XP_036016822.1, XP_036016817.1, XP_036016818.1, XP_036016816.1, XP_036016819.1, XP_036016821.1, XP_036016820.1, EDL09740.1, EDL09738.1, AAP31028.1, BAC40718.1, XP_030106123.1, NP_598897.2, sp|Q8BMI0.1|FBX38_MOUSE, BAC27358.1, AAH56348.1, XP_030106124.1, BAC27250.1, NP_001348019.1, XP_030106125.1, XP_036016823.1, XP_036016825.1, EDL09739.1, XP_030106126.1, NP_001348020.1, NP_001348018.1, BAC28826.1	XP_030140092.3, XP_030140091.3, XP_041574951.1, XP_012430519.3
OG0001934	AAH57683.1, EDL06759.1, EDL06761.1, XP_006507666.1, XP_006507667.1, XP_006507668.1, AAH21491.1, BAE41753.1, NP_001239453.1, EDL06756.1, NP_001239452.1, XP_030098336.1, NP_001239451.1	XP_041575573.1
OG0001934	DAA01470.1, sp|Q7M6Y3.1|PICAL_MOUSE, EDL06755.1, NP_666306.2, AAO17153.1, AAH11470.1, BAE36872.1, NP_001239449.1, EDL06758.1, XP_030098334.1, XP_006507662.1, XP_006507663.1, XP_030098335.1, EDL06757.1, NP_001347796.1, NP_001239450.1, AAH23843.1	XP_012425368.4, XP_012425367.4
OG0001935	BAE33157.1, AAH63093.1, NP_001229292.1, NP_001229293.1, XP_030098894.1, XP_030098893.1, XP_006508314.1, XP_030098892.1, XP_036009392.1, AAH21532.1, XP_030098897.1, AAH19738.1, XP_030098898.1, XP_030098896.1, XP_036009394.1, EDL16768.1, EDL16769.1, EDL16767.1, EDL16766.1, AAH43717.1, XP_036009393.1, NP_950174.1, BAC65834.2, sp|Q3U2I3.2|FHI1B_MOUSE, BAE35311.1, NP_001229294.1, XP_030098895.1, EDL16765.1, BAC25444.1	XP_032607551.2, XP_032607546.2, XP_032607545.2, XP_032607555.2
OG0001936	XP_006528292.1, EDL29200.1, NP_001095055.1, XP_017174080.1, XP_006529026.1, EDL31371.1, XP_006529024.1, XP_006529023.1, NP_001186240.1, NP_001188324.1, EDL29208.1, AAI72110.1, BAE21381.1, AAI47627.1, AAI47630.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, EDL29211.1, NP_001075140.1, EDL40851.1, BAB24701.1, EDL29209.1, AAH48515.1, EDL29213.1, NP_001013782.1, EDL40859.1, XP_006528725.1, NP_001091449.1, AAI00354.1, NP_082787.1, XP_011246174.1	XP_041574031.1
OG0001937	NP_001391357.1, XP_011240616.1, NP_001391347.1, BAC97983.1, sp|Q68ED7.1|CRTC1_MOUSE, AAH80308.1, NP_001004062.1, NP_001391344.1, XP_011240611.1, NP_001391346.1, NP_001391349.1, NP_001391345.1, NP_001391348.1, NP_001391350.1, NP_001391359.1, NP_001391358.1, NP_001391353.1, XP_011240615.1, XP_036010040.1, XP_011240614.1, NP_001391351.1, NP_001391356.1, NP_001391355.1, NP_001391352.1, NP_001391354.1, EDL28816.1	XP_030113003.1, XP_030113005.1, XP_030113000.1, XP_030113006.1, XP_030113004.1, XP_030113001.1, XP_030113002.1
OG0001938	XP_006497790.1, BAE42202.1, NP_001153034.1, NP_112444.1, AAH42532.1, ABD43199.1, AAC15251.1, ABD43197.1, EDL08170.1, BAE41757.1, BAC36291.1, AAA39310.1, CBY45190.1, BAE33438.1, BAE33421.1, BAE33152.1, BAE33460.1, BAE33497.1, BAE42426.1, BAE33361.1, BAC40797.1, NP_001034790.1, BAE33984.1, sp|P25085.1|IL1RA_MOUSE, BAE33484.1, BAE32704.1, AAA20576.1, AAA39309.1, AAA39278.1, ABD43196.1, ABD43198.1, AAA39277.1	XP_030145778.1
OG0001940	NP_001355612.1, NP_001355614.1, NP_598838.3, NP_001355613.1, sp|Q6NZN0.2|RBM26_MOUSE, EDL00515.1, XP_030103929.1, XP_030103935.1, XP_036014769.1, XP_036014770.1, XP_036014762.1, XP_036014764.1, XP_036014763.1, XP_036014767.1, XP_036014759.1, XP_036014761.1, XP_030103922.1, XP_030103921.1, XP_030103918.1, XP_030103920.1, XP_030103931.1, XP_030103932.1, BAE23881.1, XP_036014771.1, BAE42792.1, EDL00516.1, XP_036014760.1, XP_036014766.1, XP_036014765.1, XP_036014768.1	XP_002199656.2, XP_012425226.1, XP_012425227.1
OG0001941	BAE36996.1, BAE29942.1, BAE29922.1, AAK16672.1, BAB26742.1, BAE31705.1, BAE31849.1, BAE31927.1, EDL05135.1, sp|Q9D6N1.1|CAH13_MOUSE, BAE30845.1, AAH64050.1, NP_078771.1, BAE30468.1, EDL05134.1, NP_033929.2, EDL05133.1, XP_011246439.1, NP_001077426.1, sp|P13634.4|CAH1_MOUSE, AAA37354.1, AAA50291.1, AAI10682.1, AAH11223.1, AAI32435.1, BAE36857.1, BAE27121.1, BAE42813.1, BAB22544.1, BAE39964.1, CDM63662.1, AAI32433.1	XP_004175298.1
OG0001999	EDL16392.1, sp|P62908.1|RS3_MOUSE, AAK95377.1, BAB28111.1, CAA54167.1, BAE35844.1, AAH10721.1, pdb|7LS1|q2, NP_036182.1, BAB27042.1, BAE40668.1, BAE38059.1, pdb|7CPV|SD, BAE37615.1, BAC34570.1, BAE28299.1, BAE39337.1, BAE35140.1, BAE39379.1, pdb|7CPU|SD, BAE38991.1, pdb|7LS2|q2, BAE27438.1, BAB22624.1	ACH44525.1, ACH44524.1, NP_001232278.1, ACH44527.1, ACH44526.1
OG0002000	AAH21955.1, BAB28632.1, BAB28251.1, BAB28847.1, BAB22531.1, BAE32403.1, BAE42200.1, EDL22064.1, AAH19538.1, sp|Q9CZ42.1|NNRD_MOUSE, BAB28607.1, NP_001280590.1, NP_001389565.1, NP_081271.2, BAB26172.1, NP_001177286.1, EDL22062.1	XP_030136064.1, XP_030136057.1, XP_030136047.1, XP_030136097.1, XP_030136086.1, XP_030136107.1
OG0002001	EDL00772.1, CAD90931.1, AAC52847.1, sp|P26450.2|P85A_MOUSE, NP_001070963.1, AAA39886.1	XP_030114649.1
OG0002001	XP_006517632.1, NP_001020126.1, AAH51106.1	XP_012433132.1
OG0002001	XP_006517633.1	XP_012433133.1
OG0002001	AAH53102.1, BAE21116.1, NP_853616.1, sp|Q64143.1|P55G_MOUSE, EDL30611.1, NP_001342513.1, BAE22614.1, BAE36592.1, NP_001342514.1, NP_001342515.1	XP_030134699.3, XP_030134700.1
