Orthogroup	bombus	fly
OG0004337	XP_003493649.1	sp|Q9VWY6|TAF8_DROME
OG0004340	XP_003493566.1	sp|Q9VJY6|RL24_DROME
OG0004341	XP_003493523.1	sp|Q9VWH8|KISH_DROME
OG0004342	XP_003493419.1	sp|P54622|SSBP_DROME
OG0004343	XP_012245722.1	sp|O61643|INHB_DROME
OG0004344	XP_012245589.1	tr|Q9VIJ5|Q9VIJ5_DROME
OG0004345	XP_003492105.2, XP_012244932.1, XP_012244934.1, XP_012244933.1	sp|Q9VIP7|ACASE_DROME
OG0004346	XP_012244349.1	sp|Q9NK57|NIF3L_DROME
OG0004347	XP_003491670.1, XP_012244215.1, XP_012244216.1	tr|Q9VN60|Q9VN60_DROME
OG0004348	XP_012244075.1, XP_003491515.2, XP_012244076.1	tr|A0A140SRF8|A0A140SRF8_DROME
OG0004349	XP_012243309.1	tr|Q9VWJ3|Q9VWJ3_DROME
OG0004350	XP_012242545.1, XP_012242544.1, XP_012242543.1, XP_003490603.1, XP_012242541.1, XP_012242542.1, XP_012242547.1	tr|O62609|O62609_DROME
OG0004351	XP_012242525.1	tr|Q9VN02|Q9VN02_DROME
OG0004352	XP_012242269.1, XP_012242270.1, XP_003490383.1, XP_012242268.1	sp|Q9VMP9|GNPI_DROME
OG0004353	XP_003490156.2	tr|B7Z018|B7Z018_DROME
OG0004354	XP_012241076.1, XP_012241074.1, XP_012241073.1, XP_003489559.1	sp|O77264|RTCA_DROME
OG0004355	XP_012240677.1, XP_003489418.1	tr|Q9W125|Q9W125_DROME
OG0004356	XP_012240499.1, XP_012240497.1	sp|Q9VZQ1|YTDC1_DROME
OG0004357	XP_003489034.1, XP_012240384.1	sp|P25159|STAU_DROME
OG0004358	XP_012238283.1	tr|Q9VUP0|Q9VUP0_DROME
OG0004358	XP_012239528.1, XP_003488507.1	tr|Q9VL29|Q9VL29_DROME
OG0004359	XP_012239396.1	tr|Q9VZ55|Q9VZ55_DROME
OG0004360	XP_012239217.1	tr|Q9VJ58|Q9VJ58_DROME
OG0004361	XP_012239075.1	sp|P20439|CCNB_DROME
OG0004363	XP_012238512.1, XP_003487886.1	tr|B7Z0E0|B7Z0E0_DROME
OG0004364	XP_012238477.1	tr|Q8MSS7|Q8MSS7_DROME
OG0004365	XP_012238083.1, XP_003487583.1	tr|Q8T0D9|Q8T0D9_DROME
OG0004366	XP_012236787.1, XP_012236786.1	sp|Q9VQB7|EOGT_DROME
OG0004367	XP_003486312.1, XP_012236093.1	sp|Q94545|ASH2_DROME
OG0004368	XP_012250157.1, XP_012250158.1	tr|Q9VY27|Q9VY27_DROME
OG0004369	XP_003485586.1, XP_012249435.1	sp|O62619|KPYK_DROME, tr|Q9VD23|Q9VD23_DROME, tr|Q9VFG4|Q9VFG4_DROME, tr|Q9VQH0|Q9VQH0_DROME
OG0004370	XP_012249245.1, XP_003485563.2	tr|Q9VQK5|Q9VQK5_DROME
OG0004371	XP_003485458.2	tr|Q9VBJ2|Q9VBJ2_DROME
OG0004372	XP_003484917.1, XP_012241018.1	sp|P54358|DPOD1_DROME
OG0004373	XP_012238212.1	tr|Q7JRC9|Q7JRC9_DROME
OG0004374	XP_003484465.2	tr|Q9VMJ1|Q9VMJ1_DROME
OG0004375	XP_003493221.1	sp|P46867|KLP68_DROME
OG0004376	XP_003492942.1	tr|Q9VBY2|Q9VBY2_DROME
OG0004377	XP_003492858.1	sp|Q9VXH9|WASC4_DROME
OG0004378	XP_003492640.1	tr|Q9VMD3|Q9VMD3_DROME
OG0004379	XP_003492268.1	sp|Q9VQG2|APH1_DROME
OG0004380	XP_003492143.1	tr|Q8SZB7|Q8SZB7_DROME
OG0004381	XP_003492063.1	tr|Q9VFE5|Q9VFE5_DROME, tr|Q9VFE3|Q9VFE3_DROME
OG0004382	XP_003491903.1	tr|Q9VGE7|Q9VGE7_DROME
OG0004383	XP_003491480.1	tr|Q9VVF4|Q9VVF4_DROME
OG0004386	XP_003490677.1	sp|Q8T079|GLYR1_DROME
OG0004387	XP_003490624.1	sp|Q9VMY1|RM24_DROME
OG0004388	XP_003490189.1	sp|Q8ML92|AVE_DROME
OG0004389	XP_003489991.1	tr|Q8MSB1|Q8MSB1_DROME
OG0004390	XP_003489828.1	sp|Q9VBV5|SIL1_DROME
OG0004391	XP_003489639.1	tr|Q9VC52|Q9VC52_DROME
OG0004392	XP_003489630.1	tr|Q8SX21|Q8SX21_DROME
OG0004393	XP_003489248.1	tr|Q9W0S6|Q9W0S6_DROME
OG0004394	XP_003489096.1	tr|Q9VP87|Q9VP87_DROME
OG0004395	XP_003488862.1	sp|P54733|CCNE_DROME
OG0004396	XP_003488852.1, XP_003488853.1	sp|O18334|RAB6_DROME
OG0004397	XP_003488785.1	sp|Q9VTJ8|TIM14_DROME
OG0004398	XP_003488731.1	tr|O77260|O77260_DROME
OG0004399	XP_003488717.1	sp|P83104|M3K7L_DROME, tr|Q9VCV0|Q9VCV0_DROME, sp|Q9V3Q6|M3K7_DROME
OG0004400	XP_003488541.1	tr|Q9VTU2|Q9VTU2_DROME
OG0004401	XP_003487515.1, XP_003488330.1	sp|Q9VYD7|TIM9_DROME
OG0004402	XP_003488304.1, XP_003488310.1	sp|Q27272|TAF9_DROME
OG0004403	XP_003488284.1	tr|Q9VX77|Q9VX77_DROME
OG0004404	XP_003488208.1	tr|A1ZAS8|A1ZAS8_DROME
OG0004405	XP_003488181.1	tr|Q86BI6|Q86BI6_DROME, tr|Q9VXG9|Q9VXG9_DROME
OG0004406	XP_003487997.1	sp|Q7JVR7|CSN9_DROME
OG0004407	XP_003487391.1	tr|Q9W3R6|Q9W3R6_DROME
OG0004408	XP_003487235.1	sp|Q9VPD5|MTEF3_DROME
OG0004409	XP_003487002.1	tr|Q9VPK4|Q9VPK4_DROME
OG0004410	XP_003486701.1	sp|P05389|RLA2_DROME
OG0004411	XP_003486272.1	sp|Q9U4F3|SURF1_DROME
OG0004412	XP_003486212.1	tr|Q9W3X7|Q9W3X7_DROME
OG0004413	XP_003486077.1	sp|Q24324|DSOR1_DROME
OG0004414	XP_003485941.1	tr|Q7KSM5|Q7KSM5_DROME
OG0004415	XP_003485620.1	sp|Q9V6U8|UBA3_DROME
OG0004416	XP_003485508.1	tr|Q8MLS1|Q8MLS1_DROME
OG0004417	XP_003485179.1	tr|Q4QQ70|Q4QQ70_DROME
OG0004638	XP_003494828.2, XP_003492991.2	tr|O76861|O76861_DROME
OG0004639	XP_033179958.1	sp|Q7K486|ARMC6_DROME
OG0004640	XP_033179916.1, XP_012247995.1, XP_012247992.1, XP_024227367.1, XP_012247993.1, XP_012247994.1, XP_033179915.1, XP_012247996.1	tr|Q9VPW2|Q9VPW2_DROME
OG0004641	XP_024227314.1, XP_033179901.1, XP_033179900.1	tr|Q7KS72|Q7KS72_DROME
OG0004642	XP_033179690.1, XP_003493773.1	sp|O96651|TOP3B_DROME
OG0004643	XP_033179488.1, XP_024226803.1, XP_012246914.1	tr|Q9VW59|Q9VW59_DROME
OG0004644	XP_003493375.1, XP_024226753.1, XP_033179455.1	sp|Q6NN40|NTM1_DROME
OG0004645	XP_033179425.1	sp|Q9VQF9|SNAPN_DROME
OG0004646	XP_024226592.1, XP_024226591.1, XP_033179306.1, XP_033179307.1	tr|A1ZA01|A1ZA01_DROME
OG0004647	XP_012246605.1, XP_033179298.1, XP_033179297.1	tr|Q9VRZ3|Q9VRZ3_DROME, tr|Q7JYV3|Q7JYV3_DROME, tr|Q9VLZ1|Q9VLZ1_DROME, tr|Q9VLZ2|Q9VLZ2_DROME, tr|Q0E9F9|Q0E9F9_DROME, tr|Q9VCM8|Q9VCM8_DROME, sp|Q9VL86|CBPA1_DROME, tr|Q9VL87|Q9VL87_DROME
OG0004647	XP_003491193.1	tr|C1C3H6|C1C3H6_DROME
OG0004648	XP_012246165.1, XP_003492846.1, XP_012246162.1, XP_033179126.1, XP_012246160.1, XP_012246164.1, XP_033179127.1	tr|Q9VSW1|Q9VSW1_DROME
OG0004649	XP_033178845.1, XP_012245634.1	tr|Q9VLS7|Q9VLS7_DROME
OG0004650	XP_033178837.1, XP_033178838.1, XP_033178839.1, XP_012245611.1, XP_033178840.1, XP_033178841.1	tr|B9A0N7|B9A0N7_DROME
OG0004651	XP_024226040.1, XP_024226041.1, XP_024226037.1, XP_033178764.1, XP_033178763.1, XP_033178766.1, XP_033178768.1, XP_033178767.1, XP_033178765.1, XP_033178770.1, XP_033178769.1	sp|Q24134|NELFD_DROME
OG0004652	XP_033178670.1, XP_003492287.1, XP_012245281.1, XP_033178669.1	sp|Q9VW12|U389_DROME
OG0004653	XP_033178616.1, XP_024225791.1, XP_003492221.1	sp|O16868|FUZZY_DROME
OG0004654	XP_033178510.1, XP_003492081.1	tr|Q9VDA0|Q9VDA0_DROME
OG0004655	XP_012244991.1, XP_012244993.1, XP_024225656.1, XP_033178491.1, XP_012244994.1	tr|A1Z6I7|A1Z6I7_DROME, tr|Q9VMS5|Q9VMS5_DROME
OG0004656	XP_024225702.2	sp|P48608|DIA_DROME
OG0004657	XP_033178148.1, XP_012244312.1, XP_012244313.1	sp|Q9VT04|PATH_DROME
OG0004657	XP_012250049.1, XP_003486106.1, XP_012250048.1	tr|M9PEU1|M9PEU1_DROME
OG0004657	XP_003492367.2	tr|Q7K2W3|Q7K2W3_DROME
OG0004657	XP_012246607.1, XP_012246608.1	tr|Q9VLM3|Q9VLM3_DROME, tr|Q9VX84|Q9VX84_DROME, tr|M9PHT8|M9PHT8_DROME
OG0004657	XP_012236386.1	sp|Q9W056|C1139_DROME, tr|Q9VTD5|Q9VTD5_DROME, sp|Q4V5R4|POLYP_DROME, tr|Q8IQF3|Q8IQF3_DROME, tr|Q9VTD7|Q9VTD7_DROME
OG0004658	XP_024225159.1, XP_033178029.1	tr|A0A0B4KGJ7|A0A0B4KGJ7_DROME
OG0004659	XP_012243996.1, XP_033177988.1, XP_012243995.1	tr|Q8IMU0|Q8IMU0_DROME
OG0004660	XP_024227140.1, XP_024227141.1, XP_033177855.1, XP_033177856.1, XP_033177854.1, XP_033177853.1, XP_033177852.1	tr|Q9W509|Q9W509_DROME
OG0004661	XP_012242994.1, XP_033177513.1, XP_012242995.1, XP_012242996.1, XP_024224554.1	tr|Q8IR48|Q8IR48_DROME
OG0004662	XP_012242860.1, XP_024224446.1, XP_012242861.1, XP_033177490.1, XP_012242858.1, XP_003490785.1, XP_033177491.1	tr|Q8IQX8|Q8IQX8_DROME
OG0004663	XP_033177281.1, XP_033177282.1, XP_012242379.1	tr|Q9VC65|Q9VC65_DROME
OG0004664	XP_033177267.1, XP_003490454.1	sp|Q9W549|COA8_DROME
OG0004665	XP_033177120.1, XP_033177119.1, XP_012242132.1, XP_033177121.1	tr|Q9VLF1|Q9VLF1_DROME, tr|Q9V3T2|Q9V3T2_DROME
OG0004666	XP_033177080.1	tr|Q7KVG9|Q7KVG9_DROME
OG0004667	XP_033176950.1, XP_003490142.1	tr|E1JH43|E1JH43_DROME, tr|Q9VRE9|Q9VRE9_DROME
OG0004668	XP_024223755.1, XP_033176908.1	sp|Q7JUN3|ABCD_DROME
OG0004669	XP_012241688.2, XP_012241689.2, XP_033176898.1, XP_024223771.2, XP_012241687.2, XP_024223770.1	tr|Q9V4D9|Q9V4D9_DROME
OG0004670	XP_012247147.1, XP_012241442.1, XP_012241439.1, XP_033176769.1, XP_003489793.2, XP_033176770.1, XP_012241441.1	tr|Q9VCK6|Q9VCK6_DROME
OG0004671	XP_003489578.1, XP_033176634.1, XP_033180643.1	tr|Q86B44|Q86B44_DROME
OG0004672	XP_012241080.1, XP_033176611.1, XP_012241079.1	tr|M9NFF9|M9NFF9_DROME
OG0004673	XP_033176609.1, XP_024223428.1, XP_024223427.1	tr|A0A0B4KHK0|A0A0B4KHK0_DROME
OG0004674	XP_012240401.1, XP_033176358.1, XP_012240396.1, XP_003489025.1, XP_033176359.1, XP_012240399.1, XP_012240397.1	sp|Q9I7I7|SIRT2_DROME
OG0004675	XP_033176284.1, XP_033176285.1, XP_003488984.1	tr|Q9VRJ4|Q9VRJ4_DROME
OG0004676	XP_024222945.2	sp|P17970|KCNAB_DROME
OG0004677	XP_003488693.1, XP_033176074.1	sp|Q9VEB3|RPF2_DROME
OG0004678	XP_003488610.1, XP_033176057.1	sp|Q9W517|WAPL_DROME
OG0004679	XP_033176017.1, XP_033176023.1, XP_033176016.1, XP_033176018.1, XP_033176020.1, XP_033176019.1, XP_033176021.1	tr|Q9W091|Q9W091_DROME
OG0004680	XP_024222558.1	tr|Q7JQT0|Q7JQT0_DROME
OG0004680	XP_003488517.1, XP_033175974.1	sp|Q9V422|RYK2_DROME, sp|Q27324|RYK1_DROME
OG0004681	XP_024222242.1, XP_033175767.1, XP_003488089.1, XP_033175768.1	tr|Q9W316|Q9W316_DROME
OG0004681	XP_012249345.1, XP_003485542.1, XP_012249346.1	tr|Q9W3P7|Q9W3P7_DROME
OG0004683	XP_033175589.1, XP_012238576.1, XP_033175588.1, XP_003487810.1, XP_033175587.1	tr|Q7KN61|Q7KN61_DROME
OG0004684	XP_033175522.1, XP_033175523.1, XP_012238280.1, XP_033175524.1	tr|Q9VRJ6|Q9VRJ6_DROME
OG0004685	XP_024221824.1, XP_024221825.1, XP_012238290.1, XP_012238289.1, XP_033175501.1	tr|Q9VV99|Q9VV99_DROME
OG0004686	XP_024221511.1, XP_003487382.1, XP_033175300.1	sp|Q9VH36|CRBN_DROME
OG0004687	XP_012237402.1, XP_012237401.1, XP_012237399.1, XP_033175071.1, XP_012237400.1, XP_012237403.1	tr|Q9VZD9|Q9VZD9_DROME
OG0004688	XP_033174762.1, XP_012236757.1, XP_033174763.1, XP_003486748.1, XP_024220861.1	tr|Q9VKC7|Q9VKC7_DROME
OG0004689	XP_003486578.2, XP_033174703.1, XP_033174704.1	sp|Q9Y105|SYQ_DROME
OG0004690	XP_033174685.1	sp|A1Z9G2|SYF1_DROME
OG0004691	XP_033174680.1, XP_003486506.1	tr|Q9W0H8|Q9W0H8_DROME
OG0004692	XP_033174642.1, XP_033174643.1, XP_024220673.1, XP_012236445.1	sp|Q9VQH2|DUOX_DROME
OG0004693	XP_033174620.1, XP_003486435.1	tr|Q86B65|Q86B65_DROME
OG0004695	XP_012250055.1, XP_033174321.1	tr|Q9VFE7|Q9VFE7_DROME, sp|Q9XZ06|NU931_DROME
OG0004696	XP_033174298.1, XP_012250019.1, XP_012250017.1	tr|Q7K4L9|Q7K4L9_DROME
OG0004697	XP_033174282.1	tr|Q9I7J1|Q9I7J1_DROME
OG0004698	XP_033180661.1, XP_012249487.1, XP_012249486.1, XP_033180660.1, XP_033180659.1, XP_033180658.1, XP_024228168.2	tr|M9PDR0|M9PDR0_DROME, tr|Q9NFV7|Q9NFV7_DROME, tr|Q9NFV8|Q9NFV8_DROME, tr|Q9VLY7|Q9VLY7_DROME
OG0004699	XP_012248812.1, XP_012248818.1, XP_033180555.1	sp|Q9W2Q7|IPPK_DROME
OG0004700	XP_012249143.1, XP_033180551.1	sp|Q9VAC8|SAS6_DROME
OG0004701	XP_024227536.1, XP_033180369.1	tr|Q9VK29|Q9VK29_DROME
OG0004702	XP_033179240.1, XP_003485265.1	sp|Q95TN1|TPC13_DROME
OG0004703	XP_033178172.1	sp|P41126|RL13_DROME
OG0004704	XP_033177969.1, XP_003485120.2	tr|Q8IR17|Q8IR17_DROME
OG0004706	XP_003484998.1, XP_033176986.1	sp|Q9VXG8|ATR_DROME
OG0004707	XP_003484597.1, XP_033175349.1	tr|M9PER3|M9PER3_DROME
OG0004708	XP_012237699.1, XP_012237688.1, XP_012237716.1, XP_012237720.1, XP_003484605.1, XP_033175189.1	sp|Q9VZZ4|PXDN_DROME
OG0004709	XP_012246437.1, XP_003484407.1, XP_024221280.1, XP_012245896.1, XP_012244733.1, XP_033180655.1, XP_033180687.1	tr|Q9VV59|Q9VV59_DROME
OG0004711	XP_024227021.1	tr|Q9VKJ4|Q9VKJ4_DROME
OG0004712	XP_024226928.1, XP_003493526.1, XP_024226929.1	sp|Q7K2X8|SEH1_DROME
OG0004713	XP_024226686.1, XP_024226685.1	tr|Q7KRS6|Q7KRS6_DROME
OG0004714	XP_012246131.1, XP_024226382.1, XP_024226381.1, XP_003492853.1	sp|Q9VYD1|C1716_DROME
OG0004718	XP_024224835.1, XP_003491202.1	tr|A8JR46|A8JR46_DROME
OG0004719	XP_024224486.1, XP_012242911.1, XP_012242910.1, XP_003490894.1, XP_012242913.1	sp|P08182|CSK2B_DROME
OG0004720	XP_024224137.1	sp|Q9VKX7|ALG6_DROME
OG0004721	XP_012242145.2, XP_024222078.1, XP_003487977.1	tr|A0A0B4KEG0|A0A0B4KEG0_DROME
OG0004723	XP_024223584.1, XP_024223585.1	sp|O77237|PELI_DROME
OG0004724	XP_024223300.1	sp|Q9W352|CXXC1_DROME, tr|Q8T3Y1|Q8T3Y1_DROME
OG0004725	XP_003488718.1, XP_012239828.2	sp|P48603|CAPZB_DROME
OG0004727	XP_012239417.1, XP_012239420.1, XP_012239419.1, XP_024222436.1, XP_012239418.1	tr|Q7JR83|Q7JR83_DROME
OG0004728	XP_012239342.1, XP_024222404.1, XP_003488373.1	sp|Q9V492|MPV17_DROME
OG0004730	XP_003487753.1, XP_024221848.1	sp|Q9U6Y9|ANM5_DROME
OG0004732	XP_024220961.1, XP_024220960.1, XP_003486749.1, XP_012236763.1	tr|Q9VK67|Q9VK67_DROME
OG0004733	XP_024228303.1	tr|A1ZA83|A1ZA83_DROME
OG0004734	XP_003485601.1, XP_024228162.1	sp|Q9VMX0|RM28_DROME
OG0004735	XP_012247750.1, XP_012247756.1, XP_024227605.1	sp|Q9VNT5|TRXR2_DROME, sp|P91938|TRXR1_DROME
OG0004737	XP_024221666.1, XP_024221694.1, XP_003484411.1	tr|Q9VSJ6|Q9VSJ6_DROME
OG0004738	XP_012248989.1	sp|Q9W3C0|UTP11_DROME
OG0004739	XP_012248707.1, XP_012248706.1	tr|Q7JY00|Q7JY00_DROME
OG0004740	XP_003494393.1, XP_012248652.1	sp|Q9VIL0|BRUN_DROME
OG0004741	XP_012248189.1	tr|Q9VKU3|Q9VKU3_DROME
OG0004743	XP_003494765.1	sp|Q9W5E1|RBX1A_DROME
OG0004744	XP_003494447.1	sp|Q9I7H9|OGFD1_DROME
OG0004745	XP_003494086.1	tr|Q9VWJ6|Q9VWJ6_DROME
OG0004746	XP_003493984.1	sp|Q9VWR8|DPY19_DROME
OG0004747	XP_003493055.2	tr|Q8T4F2|Q8T4F2_DROME, tr|Q9VW58|Q9VW58_DROME
OG0004748	XP_012246168.1	tr|Q9XZ68|Q9XZ68_DROME
OG0004749	XP_012245625.1, XP_012245624.1	sp|Q9VRJ0|GEN_DROME
OG0004750	XP_003492214.1, XP_012245156.1	tr|Q8MRW1|Q8MRW1_DROME
OG0004752	XP_003491566.1, XP_012244182.1, XP_012244183.1	tr|Q9VYD5|Q9VYD5_DROME
OG0004753	XP_003491270.1, XP_012243600.1, XP_012243601.1	tr|Q8INJ8|Q8INJ8_DROME
OG0004754	XP_003491793.1	tr|Q9VEA3|Q9VEA3_DROME
OG0004754	XP_012242569.1	sp|P18488|EMS_DROME, tr|Q9VFQ3|Q9VFQ3_DROME
OG0004755	XP_012242354.1	tr|Q9VNA6|Q9VNA6_DROME
OG0004756	XP_012242130.1	sp|Q9W3C2|NOP53_DROME
OG0004757	XP_012241739.1, XP_003489980.1	sp|Q9W021|RM23_DROME
OG0004758	XP_012241321.1, XP_003489685.1	sp|Q9VH48|CARM1_DROME
OG0004759	XP_012240603.1	sp|Q9VGY5|MET15_DROME
OG0004760	XP_012240484.1, XP_012240483.1, XP_003489043.1	tr|O46067|O46067_DROME
OG0004761	XP_003489013.1, XP_012240308.1	sp|Q01583|DGK1_DROME
OG0004762	XP_012240291.1, XP_003488986.1, XP_003488985.1, XP_012240293.1, XP_012240292.1	tr|Q7JRM9|Q7JRM9_DROME, tr|Q9VFM3|Q9VFM3_DROME
OG0004763	XP_012240243.1	tr|Q7JRC3|Q7JRC3_DROME, tr|Q7K1W4|Q7K1W4_DROME, tr|Q7KB18|Q7KB18_DROME
OG0004764	XP_012240100.1	tr|A0A6H2EFE9|A0A6H2EFE9_DROME
OG0004765	XP_003488746.1, XP_012239830.1	sp|Q9W2F2|DCAF1_DROME
OG0004767	XP_012239492.1	tr|Q9VKV6|Q9VKV6_DROME
OG0004768	XP_003488103.2	sp|Q9VUL1|PYRG_DROME
OG0004769	XP_003488187.2	tr|Q9V453|Q9V453_DROME, sp|A8JUV0|SBNO_DROME
OG0004772	XP_012238532.1	tr|Q9VG42|Q9VG42_DROME
OG0004774	XP_012238064.1, XP_012238065.1	tr|Q8MRE7|Q8MRE7_DROME
OG0004775	XP_012238046.1	tr|Q9I7L4|Q9I7L4_DROME
OG0004776	XP_012238017.1	tr|Q9VJY7|Q9VJY7_DROME
OG0004777	XP_003487422.1, XP_012237718.1	tr|Q9VGE2|Q9VGE2_DROME
OG0004778	XP_012237671.1	sp|E1JIT7|PSD_DROME
OG0004779	XP_012236205.1	tr|E1JJR3|E1JJR3_DROME
OG0004781	XP_003485950.2	sp|Q9V3D5|DYRK2_DROME, sp|P83102|DYRK3_DROME
OG0004782	XP_012249823.1, XP_012249822.1	sp|Q8MSU3|FRRS1_DROME
OG0004783	XP_003485870.1, XP_012249663.1	sp|Q9VLS1|KPBB_DROME
OG0004784	XP_012249476.1, XP_003485661.1	sp|Q9V3J1|VATH_DROME
OG0004787	XP_012244625.1	tr|Q9VRA1|Q9VRA1_DROME
OG0004788	XP_003485155.1, XP_012244166.1	sp|Q960X8|HRS_DROME
OG0004790	XP_012240867.1	tr|Q9VPW9|Q9VPW9_DROME
OG0004791	XP_012236767.1, XP_012236762.1	tr|Q9VZS7|Q9VZS7_DROME
OG0004792	XP_003493051.1	tr|Q9VP85|Q9VP85_DROME
OG0004793	XP_003492814.1	tr|B7YZT5|B7YZT5_DROME
OG0004794	XP_003492713.1	tr|Q9VQQ6|Q9VQQ6_DROME
OG0004795	XP_003492415.1	tr|Q8IMR4|Q8IMR4_DROME
OG0004796	XP_003492047.1	sp|P41093|RL18A_DROME
OG0004797	XP_003491924.1	tr|E2QCZ5|E2QCZ5_DROME
OG0004798	XP_003491863.1	tr|Q9VFN5|Q9VFN5_DROME, tr|Q9VU35|Q9VU35_DROME
OG0004799	XP_003491619.1	sp|Q9W4L1|RM33_DROME
OG0004800	XP_003491324.1	sp|Q9VEI3|S35B2_DROME
OG0004801	XP_003491078.1	tr|Q9VUH9|Q9VUH9_DROME
OG0004802	XP_003490845.1	tr|Q9W3T9|Q9W3T9_DROME
OG0004804	XP_003490493.1	sp|Q9V3N8|THG1_DROME
OG0004805	XP_003490450.1	tr|Q9VMH2|Q9VMH2_DROME
OG0004806	XP_003490329.1	tr|Q9U6P7|Q9U6P7_DROME
OG0004807	XP_003490311.1	sp|Q9W0E8|ZER1_DROME
OG0004811	XP_003489394.1	sp|Q9V831|APC10_DROME
OG0004812	XP_003489359.1	tr|Q9W499|Q9W499_DROME
OG0004813	XP_003489312.1	sp|Q9U9P7|PITC1_DROME
OG0004814	XP_003489198.1	tr|Q9VAG9|Q9VAG9_DROME
OG0004815	XP_003489071.1	sp|Q9VUQ8|DCN1L_DROME
OG0004816	XP_003488888.1	sp|Q9VDQ7|NAA25_DROME
OG0004817	XP_003488780.1	tr|Q9VKR2|Q9VKR2_DROME
OG0004818	XP_003488779.1	tr|Q9VP10|Q9VP10_DROME
OG0004819	XP_003488591.1	tr|Q9VM47|Q9VM47_DROME
OG0004820	XP_003488112.1	sp|Q8T9B6|MESD_DROME
OG0004821	XP_003488024.1	tr|Q9VQ35|Q9VQ35_DROME
OG0004822	XP_003487482.1	sp|Q9I7S8|PUR6_DROME
OG0004823	XP_003487356.1	tr|Q9VP29|Q9VP29_DROME
OG0004824	XP_003487077.1	sp|Q9V3G6|CNO10_DROME
OG0004825	XP_003487069.1	sp|O02195|EIF3I_DROME
OG0004826	XP_003486680.1	tr|Q9VKB2|Q9VKB2_DROME
OG0004827	XP_003486209.1	sp|Q9GYU8|NUP88_DROME
OG0004828	XP_003486087.1	tr|Q9V9R3|Q9V9R3_DROME
OG0004829	XP_003485994.1	tr|Q9W525|Q9W525_DROME
OG0004830	XP_003485348.1	tr|Q9W0P4|Q9W0P4_DROME
OG0004831	XP_003485306.1	tr|Q9W2R4|Q9W2R4_DROME
OG0004832	XP_003484919.1	sp|P25160|ARL1_DROME
OG0004833	XP_003484616.1	tr|Q8ST61|Q8ST61_DROME
OG0005049	XP_003494770.1, XP_033180422.1	sp|Q8IH00|NOL6_DROME
OG0005050	XP_033180282.1, XP_012248496.1, XP_012248495.1, XP_024227733.1, XP_003494448.1, XP_003494449.1, XP_033180281.1	tr|Q9VEN3|Q9VEN3_DROME
OG0005051	XP_033180249.1, XP_012248608.1, XP_012248609.1	tr|Q9VPG2|Q9VPG2_DROME
OG0005052	XP_033180192.1, XP_012248480.1, XP_003494501.1	sp|Q9VMW7|ITPA_DROME
OG0005053	XP_033180072.1, XP_033180071.1, XP_033180073.1, XP_033180070.1, XP_033180069.1, XP_024227485.1	sp|Q05201|EYA_DROME
OG0005054	XP_012247789.1, XP_033179861.1, XP_012247790.1	tr|A0A0B4JD40|A0A0B4JD40_DROME, sp|Q9V8P9|TOPRS_DROME
OG0005055	XP_033179740.1, XP_003493746.1	sp|Q9VLU0|BAF_DROME
OG0005057	XP_003493452.1, XP_012247007.1, XP_033179539.1, XP_012247028.1	tr|Q9W0M4|Q9W0M4_DROME
OG0005058	XP_012246918.1, XP_012246919.1, XP_012246917.1, XP_024223221.1, XP_012246921.1, XP_012246922.2, XP_033179462.1	tr|Q9I7W2|Q9I7W2_DROME
OG0005059	XP_024226777.1, XP_033179442.1	tr|Q4QPP5|Q4QPP5_DROME, tr|A0A0B4KFL3|A0A0B4KFL3_DROME
OG0005060	XP_012246777.1, XP_033179424.1	tr|Q9VT05|Q9VT05_DROME
OG0005061	XP_033179269.1, XP_003493114.1	tr|Q9VEM1|Q9VEM1_DROME
OG0005062	XP_003492977.1, XP_033179203.1	sp|Q9W1V1|ANM7_DROME
OG0005063	XP_033179186.1, XP_033179185.1, XP_003492928.1	tr|Q8T490|Q8T490_DROME, tr|Q9VCR2|Q9VCR2_DROME, tr|Q9VCR0|Q9VCR0_DROME, tr|Q9VCQ9|Q9VCQ9_DROME, tr|Q9VCQ8|Q9VCQ8_DROME, tr|Q9I7K3|Q9I7K3_DROME
OG0005064	XP_033178686.1, XP_003492315.1	sp|P48602|VATA1_DROME, sp|Q27331|VATA2_DROME
OG0005065	XP_003492048.1, XP_033178529.1	sp|Q9VPH0|INTU_DROME
OG0005066	XP_033178463.1, XP_033178462.1, XP_012245111.1, XP_012245110.1, XP_012245108.1, XP_033178461.1	tr|A1ZBH3|A1ZBH3_DROME
OG0005067	XP_024225593.1, XP_012244645.1, XP_033178402.1, XP_003491925.1	tr|Q8MR63|Q8MR63_DROME, tr|Q9VKF7|Q9VKF7_DROME, tr|Q9VP02|Q9VP02_DROME, tr|Q9VY83|Q9VY83_DROME, tr|Q9VRU1|Q9VRU1_DROME
OG0005068	XP_033178390.1, XP_012244747.1	tr|Q9VU36|Q9VU36_DROME
OG0005070	XP_033178240.1, XP_033178239.1, XP_012244440.1	sp|Q9VLP9|PORED_DROME
OG0005071	XP_012244354.1, XP_033178233.1	tr|A1ZB84|A1ZB84_DROME
