Orthogroup	bombus	mouse
OG0001352	XP_033177799.1, XP_012243591.2, XP_033177800.1, XP_003491241.1, XP_033177801.1	XP_011249094.1, NP_001344036.1, XP_030097923.1, XP_036008521.1, XP_036008522.1, XP_017177453.1, XP_011249092.1, XP_030097922.1, NP_001239454.1, AAI25477.1, XP_030097921.1, XP_036008520.1, XP_011249090.1, XP_011249088.1, XP_011249089.1, XP_011249087.1, XP_011249086.1, NP_001239455.1, CAA69588.1, sp|P70166.1|CPEB1_MOUSE, NP_031781.1, EDL06946.1
OG0001353	XP_033177794.1	BAC34553.1, XP_036013847.1, EDL41247.1, NP_001159935.1, AAI58021.1, NP_001159938.1, CAA63448.1, AAH75625.1, NP_033288.2, sp|Q62288.2|TICN1_MOUSE, EDL41248.1, EDL28668.1, AAH53334.1, EDL28664.1, AAH17601.1, BAB28935.1, CAC08506.1, XP_006509580.1, XP_006509579.1, NP_001348847.1, NP_001239550.1, BAC33951.1, EDL28665.1, EDL28667.1, EDL28666.1, BAD90205.1, NP_076178.1, sp|Q8BKV0.2|TICN3_MOUSE, NP_001239549.1, BAE24460.1
OG0001354	XP_033177116.1, XP_003490259.1, XP_012242128.1	BAC27461.1, AAK82949.1, BAC29861.1, BAC29515.1, NP_001272978.1, NP_001021385.1, BAC40362.1, EDL02793.1, NP_001272987.1, XP_030102393.1, BAC37862.1, AAH15247.1, BAC38219.1, BAC37592.1, BAC32507.1, EDL02794.1, XP_036013066.1, NP_031673.2, BAE37457.1, EDL02795.1, EDL02792.1, XP_036013067.1, BAE36110.1, sp|Q9WUZ9.1|ENTP5_MOUSE, EDL02796.1, BAB22234.1, EDL02797.1, AAC05181.1, CAB45533.1
OG0001355	XP_012250213.1, XP_012250207.1, XP_024220243.1, XP_012250211.1, XP_012250210.1, XP_024220244.1, XP_012250212.1, XP_012250209.1, XP_012250206.1, XP_012250202.1, XP_012250204.1, XP_003486186.1, XP_012250203.1, XP_033174406.1	AAH51641.1, NP_001349892.1, BAC26610.1, EDL27069.1, XP_006499251.1, XP_006499252.1, NP_766252.2, sp|Q8C0V0.2|TLK1_MOUSE, XP_006499254.1, XP_006499256.1, XP_017173069.1, XP_017173070.1, BAD32175.1
OG0001356	XP_024228037.1, XP_024228036.1, XP_024228035.1, XP_033180561.1, XP_033180560.1, XP_012249028.1, XP_012249054.1	AAC31640.2, BAA88685.1, BAE27481.1, CAC40150.1, EDL04340.1, AAH18270.1, NP_034078.2, sp|Q924X2.1|CPT1B_MOUSE, EDL32932.1, BAE28126.1, NP_038523.2, AAH54791.1, XP_006531721.1, XP_006531722.1, XP_006531717.1, BAE29027.1, EDL32931.1, EDL32933.1, BAF79672.1, BAE23002.1, sp|P97742.4|CPT1A_MOUSE, AAH46383.1, AAH38395.1, XP_036017309.1, AAC31641.1, BAC36808.1, BAE21673.1
OG0001357	XP_012244541.1, XP_003485198.1, XP_012244560.1, XP_033178404.1, XP_012244551.3, XP_012244522.1	XP_036018627.1, sp|P41251.2|NRAM1_MOUSE, AAI09138.1, BAE42430.1, AAI09139.1, XP_036018625.1, XP_036018628.1, NP_038640.2, CAA53102.1, AAA39838.1, AAB35205.2, EDL00322.1, XP_006495837.1, EDL00323.1, NP_001139633.1, EDL04088.1, AAC24496.1, BAC38930.1, BAC33960.1, BAE28454.1, sp|P49282.2|NRAM2_MOUSE, EDL04090.1, NP_032758.2, AAC42051.1, AAH19137.1, XP_006520641.1, XP_006520640.1
OG0001358	XP_033174713.1, XP_012237159.1, XP_012237169.1, XP_012237137.1, XP_012237141.3, XP_012237149.3	NP_001389830.1, AAI37858.1, AAI37859.1, NP_766407.2, BAE27997.1, NP_001152833.1, sp|Q3UH60.1|DIP2B_MOUSE, sp|Q8BWT5.3|DIP2A_MOUSE, XP_006514003.1, XP_006514002.1, XP_006514004.1, NP_001074888.2, AAH68227.1, BAC41397.2, XP_006516537.1, AAI44911.1, XP_006516538.1, EDL32289.1, NP_001074895.2, AAI37788.1
OG0001359	XP_024226514.1, XP_024226511.1, XP_024226510.1, XP_024226512.1, XP_012246382.1, XP_024226513.1, XP_012246374.1, XP_012246373.1, XP_012246375.1	sp|Q8BW74.1|HLF_MOUSE, NP_766151.1, NP_001390914.1, AAH58705.1, BAC35642.1, EDL15884.1, NP_001390922.1, NP_001390926.1, NP_001390917.1, NP_001390918.1, AAH57693.1, NP_001390920.1, NP_001390924.1, NP_001390915.1, BAC37522.1, EDL15885.1, EDL15886.1, XP_006520807.1, XP_030104320.1, sp|Q9JLC6.1|TEF_MOUSE, NP_059072.1, AAH36982.1, EDL04556.1, AAF70830.1, AAS45599.1, BAE32609.1
OG0001360	XP_024226163.1, XP_024226159.1, XP_024226161.1	BAB24753.1, CAC10355.1, BAE35341.1, BAE35550.1, BAC27193.1, NP_071710.2, sp|Q8CD91.1|SMOC2_MOUSE, EDL20482.1, AAH19527.1, XP_006524840.1, EDL02699.1, XP_006516198.1, EDL02700.1, AAD41590.1, AAH31804.1, NP_071711.2, sp|Q8BLY1.2|SMOC1_MOUSE, BAC30750.1, NP_001139689.1, EDL02701.1
OG0001361	XP_024226126.1	NP_001359252.1, BAC97874.1, NP_001106989.1, NP_001359250.1, sp|Q9ES28.2|ARHG7_MOUSE, XP_036010062.1, AAO65479.1, XP_006508908.1, EDL22082.1, AAH44838.1, NP_001359254.1, pir||JC5583, AAB57691.1, NP_001359253.1, BAC35033.1, NP_059098.2, AAG18017.1, EDL22083.1, EDL22084.1, AAK97363.1, NP_001359255.1, NP_001106990.1, NP_001359251.1, XP_036010060.1, XP_036010059.1, XP_036010063.1, XP_036010066.1, AAG18018.1, XP_036010061.1
OG0001362	XP_024224754.1, XP_024224753.1, XP_024224755.1	NP_001028707.1, AAI18004.1, EDL25807.1, AAI19770.1, BAE41754.1, sp|Q3TBL6.1|TP8L3_MOUSE, BAE42293.1, XP_030106119.1, XP_030106118.1, NP_001171230.1, EDL09937.1, XP_006525543.1, NP_001347864.1, pdb|5JXD|A, BAE29996.1, XP_011245098.1, NP_598892.2, XP_036016810.1, EDL09938.1, AAH09090.1, BAC41167.1, sp|Q921Z5.1|TFIP8_MOUSE, BAE29154.1, BAE30559.1, BAE31209.1, BAE29567.1
OG0001363	XP_024224628.1	NP_001292371.1, NP_001292370.1, EDL35119.1, NP_001292369.1, AAP21610.1, AAD56004.1, AAH53428.1, BAE24374.1, NP_036026.1, sp|Q9QXV9.1|SPY1_MOUSE, AAH69914.1, AAI38772.1, AAD56006.1, EDL00523.1, AAI38769.1, NP_036027.1, XP_006519079.1, sp|Q9QXV8.1|SPY2_MOUSE, AAD34167.1, XP_036017041.1, EDL10072.1, NP_036028.2, sp|Q9WTP2.1|SPY4_MOUSE, AAH57005.1, AAH50944.1, BAC33249.1, BAC29739.1, BAA77689.1, AAD56007.1
OG0001364	XP_012243097.1, XP_003490946.1, XP_012243098.1, XP_003490945.1, XP_024224613.1	XP_006504967.1, XP_030109880.1, XP_036020585.1, XP_006504964.1, NP_001333432.1, XP_006504966.1, sp|Q4VA53.1|PDS5B_MOUSE, NP_780519.3, AAH96539.1, BAC33427.1, BAE37943.1, XP_006504968.1, BAC31031.1, BAC32242.1, BAC65696.1, EDL05884.1, AAM52216.1, BAD32270.1, EDL37752.1, XP_006504178.1, sp|Q6A026.3|PDS5A_MOUSE, NP_001074790.1, CDM63444.1
OG0001365	XP_024224324.1, XP_003490625.1, XP_024224325.1, XP_024224326.1	AAA39319.1, AAC53488.1, BAE43350.1, EDL21900.1, EDL21901.1, pdb|7SL1|B, pdb|7SL7|A, pdb|7SL3|B, pdb|7SL4|B, pdb|7STH|A, pdb|7SL1|A, sp|P15208.2|INSR_MOUSE, NP_034698.2, pdb|7STJ|B, NP_001316985.1, AGH68804.1, XP_006508763.1, ACB10409.1, pdb|7SL6|A, pdb|7STI|B, pdb|7SL7|B, pdb|7SL6|B, pdb|7STI|A, pdb|7STH|B, pdb|7STK|B, pdb|7STK|A, pdb|7SL2|B, pdb|7SL3|A, pdb|7SL2|A, XP_006508764.1, AAA39318.1, pdb|7SL4|A, pdb|7STJ|A
OG0001366	XP_012237951.1, XP_024221734.1	AAH55075.1, EDL41171.1, NP_001365864.1, XP_030103143.1, EDL41172.1, EDL41173.1, AAD52017.1, NP_036147.1, sp|Q9R0B7.1|ZN346_MOUSE, NP_001365863.1, EDL32860.1, BAE24370.1, XP_006509203.1, XP_011240443.1, BAC29363.1, BAE24377.1, AAH65110.1, BAE22287.1, sp|Q8BZ94.1|ZMAT4_MOUSE, XP_006509204.1, NP_796060.1, XP_017168347.1, XP_011240444.1, NP_001264168.1, XP_030099472.1, AAH79657.1, XP_006509205.1, XP_030099470.1, XP_030099471.1, XP_006509202.1, BAC25944.2
OG0001367	XP_024221412.1, XP_003487212.1	BAE35644.1, CAA04012.1, BAA21649.1, BAE38359.1, prf||2206477A, BAA28628.1, AAI25284.1, NP_034843.2, AAI44769.1, AAI25282.1, EDL11894.1, sp|O35652.4|LHX8_MOUSE, NP_001396990.1, EDL11893.1, XP_006501135.1, NP_001396989.1, NP_001076596.1, NP_001342054.1, EDL08667.1, BAA83420.1, EDL08668.1, CAA04011.1, NP_001076595.1, sp|Q9R1R0.2|LHX6_MOUSE, XP_006497807.1, AAH65077.1, BAA83421.1, EDL08669.1, EDL08670.1, BAC41175.1, NP_001076594.1, NP_032526.2
OG0001368	XP_003494710.1, XP_012248964.1	EDL27674.1, AAA77673.1, BAE22206.1, sp|P43006.1|EAA2_MOUSE, prf||2115216A, BAA23770.1, BAA07854.1, EDL27673.1, BAA23772.1, AHJ80787.1, CAL69851.1, CAM27624.1, AAI38257.1, AAI38256.1, NP_035523.1, CAM27622.1, NP_001347947.1, XP_006499110.1, CAM27623.1, NP_001070982.1, AAB71737.1, AAA91643.1, BAE24235.1, EDL27672.1, CAM27625.1, BAA23771.1, NP_001070983.1, XP_030104753.1, XP_011237700.1, XP_030104754.1
OG0001368	XP_012236755.2	AAB71738.1
OG0001369	XP_024228283.1, XP_003484531.1	NP_001074264.1, NP_001346126.1, BAC36197.1, AAI19807.1, AAC53553.1, BAE30836.1, AAI22884.1, AAH48176.1, EDL05270.1, XP_030110327.1, NP_001074265.1, EDL05271.1, EDL05272.1, NP_035946.2, NP_001346124.1, BAE28869.1, sp|P97379.2|G3BP2_MOUSE, NP_001074266.1, NP_001346125.1, BAE32239.1, BAE31814.1, BAE26595.1, AAD51933.1, NP_001074263.1, NP_038744.1, sp|P97855.1|G3BP1_MOUSE, BAA19469.1, AAH21156.1, BAD90155.1, EDL07803.1, BAE24800.1
OG0001370	XP_012247307.1, XP_012247308.1, XP_012247309.1	EDL29101.1, XP_006541609.1, AAH64814.2, AAH50056.2, sp|Q8BU31.1|RAP2C_MOUSE, XP_006541608.1, BAE27609.1, BAE27564.1, AAH27363.3, BAC40066.1, BAE26866.1, AAH94890.1, NP_766001.1, EDL29102.1, NP_083795.2, sp|Q80ZJ1.2|RAP2A_MOUSE, EDL00598.1, AAH53003.1, AAH43066.2, AAH49084.2, BAE24330.1, EDL35381.1, NP_082988.1, AAH46528.1, sp|P61226.1|RAP2B_MOUSE, BAE37225.1, BAC32189.1, CAJ18500.1, BAE29366.1, BAC31411.1, BAB29368.1
OG0001371	XP_003493369.1	ABU55906.1, ABU55905.1, ABU55908.1, ABU55909.1, ABU55907.1, ABU55918.1, ABU55919.1, ABU55916.1, ABU55920.1, ABU55922.1, ABU55917.1, ABU55921.1, ABU55923.1, AAI45388.1, NP_034836.1, sp|Q8K419.2|LEG4_MOUSE, BAE26616.1, AAH21632.1, ABM74070.1, AAH30297.1, AAK97790.1, ABM74071.1, AAH11236.1, AAM44060.1, AAC27245.1, EDL24106.1, AAI41107.1, AAH94008.1, XP_006539629.1, AAC04508.1, sp|O54891.1|LEG6_MOUSE, ABM74074.1, NP_034837.2, AAC27244.1, pdb|3I8T|A, pdb|2DYC|A
OG0001372	XP_012246041.1, XP_012246040.1	BAC35061.1, XP_030105315.1, XP_030105316.1, XP_006523590.1, XP_030105318.1, XP_030105317.1, AQS27609.1, NP_001389698.1, AQS27608.1, NP_031592.3, CAA76720.1, sp|O88738.2|BIRC6_MOUSE, XP_036016166.1, XP_006523584.1, XP_006523581.1, XP_006523585.1, XP_006523587.1, XP_006523583.1, BAC37801.1, BAC32373.1, XP_011244559.1, XP_006523582.1, XP_036016165.1, XP_030105314.1, XP_030105313.1, XP_036016167.1, XP_006523589.1, XP_006523591.1, XP_036016168.1
OG0001373	XP_003491138.2	AAH42484.1, NP_033827.2, AAA19854.1, CAA54096.1, BAE24245.1, sp|P43135.2|COT2_MOUSE, pir||I48975, EDL37125.1, AAA19853.1, NP_034281.2, XP_006517148.1, AAI08409.1, sp|Q60632.2|COT1_MOUSE, CAA52231.1, NP_001390706.1, NP_001334467.1, NP_001390702.1, NP_001390704.1, NP_001334468.1, BAE28687.1, EDL07156.1, XP_006540641.1, EDL07155.1, NP_899084.2, XP_006540640.1
OG0001374	XP_003490679.1, XP_012242665.1	NP_001159473.1, XP_036019991.1, XP_011248321.1, NP_001159471.1, NP_001159472.1, sp|Q3URE9.1|LIGO2_MOUSE, XP_030109387.1, XP_011248320.1, XP_017175687.1, XP_036019993.1, NP_780725.2, XP_011248325.1, XP_030109388.1, XP_036019996.1, XP_011248322.1, XP_036019994.1, XP_036019998.1, XP_036019992.1, XP_036020001.1, XP_036020000.1, XP_036019997.1, XP_036019990.1, XP_036019999.1, XP_011248319.1, XP_036019995.1
OG0001375	XP_012241060.1, XP_003489528.1, XP_012241061.1	XP_030107150.1, NP_001277645.1, EDL33944.1, AAF60970.1, NP_001345166.1, AAF60969.1, AAB92225.1, NP_035644.1, sp|O54864.1|SUV91_MOUSE, BAC40334.1, XP_011245754.1, XP_006527637.1, AAF73151.1, BAE24129.1, EDL33945.1, AAH23860.1, BAE41136.1, AAH32960.1, BAB29948.1, BAC38921.1, EDL07934.1, NP_073561.2, CAD20382.1, CAD20383.1, sp|Q9EQQ0.1|SUV92_MOUSE, CAD20524.1, AAG09134.1, CAD20522.1, XP_036018338.1, BAE38116.1
OG0001376	XP_012239895.1	BAE36579.1, BAE38428.1, BAC25958.1, XP_006517754.1, NP_001139515.1, NP_001258392.1, XP_006517753.1, sp|Q8R2Q4.2|RRF2M_MOUSE, AAI38234.1, XP_036013966.1, XP_036013967.1, BAC31889.1, NP_001258393.1, EDL00876.1, EDL00877.1, AAI45209.1, NP_796240.3, XP_006517752.1, XP_036013965.1, EDL00875.1, AAH27341.1, NP_001258394.1, XP_030103163.1, XP_030103161.1, XP_030103162.1, XP_030103160.1, XP_036013968.1
OG0001377	XP_012239827.1	EDL18021.1, BAC31144.1, EDL18023.1, AAH55395.1, BAE37717.1, BAE37789.1, BAE23241.1, EDL18022.1, XP_036008403.1, XP_036008404.1, XP_036008402.1, sp|A6H619.2|PHRF1_MOUSE, NP_001074587.1, XP_006536202.1, XP_036008408.1, BAC98197.1, AAH94566.1, AAI45720.1, AAI38447.1, XP_006536207.1, XP_036008407.1, XP_006536208.1, XP_036008406.1, XP_036008405.1, XP_006536206.1, XP_006536203.1, XP_006536204.1, XP_011248139.1, XP_006536200.1, XP_006536201.1, XP_030097793.1, XP_006536205.1
OG0001378	XP_012238945.1, XP_003488045.1, XP_012238943.1, XP_012238944.1	XP_036018749.1, AAH83128.1, AAH51419.1, XP_030108246.1, XP_030108244.1, sp|P62835.1|RAP1A_MOUSE, NP_663516.1, XP_036018751.1, XP_006500970.1, XP_030108245.1, XP_036018750.1, EDL07544.1, AAH94066.1, AAI47714.1, EDL21849.1, AAI47392.1, AAI47701.1, AAI47391.1, sp|Q99JI6.2|RAP1B_MOUSE, EDL21850.1, NP_077777.1, BAE32223.1, BAE37252.1, BAE25597.1, AAH52480.1, BAE39614.1, AAH33382.2
OG0001379	XP_003487705.1, XP_012238296.1	XP_030108064.1, XP_030108065.1, XP_006520881.1, XP_006520880.1, EDL04464.1, AAH57550.1, NP_001346061.1, sp|Q91ZG2.1|MPPD1_MOUSE, XP_017172062.1, NP_001346060.1, XP_006520882.1, NP_766198.1, XP_036015251.1, BAE38367.1, BAC33331.1, BAE34636.1, CAM25269.1, CAX15937.1, BAB28313.1, sp|Q9CZJ0.1|MPPD2_MOUSE, EDL27766.1, CAX15938.1, CAM25270.1, NP_084113.1, EDL27767.1, NP_001137155.1, NP_001343483.1
OG0001380	XP_012237243.1	EDL30403.1, EDL09437.1, EDL09438.1, NP_001164482.1, NP_082398.1, BAC31119.1, AAI00571.2, AAL47138.1, CAD12807.1, BAB28004.1, NP_001164481.1, BAE32238.1, AAH86673.1, AAH58594.2, sp|Q8VHL0.2|UT1_MOUSE, EDL09435.1, BAC28051.1, NP_001103743.1, AAM21206.1, EDL09432.1, AAI50681.1, sp|Q8R4T9.2|UT2_MOUSE, AAM00357.1, NP_997534.2, EDL09431.1, NP_109608.1, EDL09433.1, AAG32168.1, AAG32167.1, EDL09434.1, NP_001103744.1, XP_017173404.1, XP_006526551.1
OG0001381	XP_003486466.1, XP_012236316.1	sp|Q5DTM8.2|BRE1A_MOUSE, XP_006537616.1, XP_011248208.1, NP_892044.1, NP_001156735.1, BAC39446.1, BAC35521.1, BAC34590.2, BAE24170.1, BAE43337.1, BAD90290.1, EDL02308.1, AAH52482.1, EDL02307.1, BAC31322.1, NP_001347812.1, EDL17562.1, BAC97994.1, BAC40966.1, AAH38348.1, EDL17564.1, BAE42468.1, sp|Q3U319.2|BRE1B_MOUSE, EDL17561.1, NP_758485.2, BAE32971.1, XP_006507812.1, EDL17563.1, XP_006507813.1
OG0001382	XP_003485963.2, XP_012249848.1	CAA76755.1, EDL04817.1, EDL33427.1, pdb|5JNU|A, pdb|5JNU|B, BAC38707.1, BAE39900.1, sp|Q9D358.3|PPAC_MOUSE, EDL36924.1, AAI11894.1, AAH96368.1, AAI32259.1, NP_067305.2, AAI12414.1, NP_001103709.1, BAE31211.1, EDL36925.1, BAE41686.1, BAE22844.1, BAB31593.1, CAA76754.1, BAB29458.1, BAB31164.1, CAA76753.1, AAH93527.1, AAI45200.1, pdb|2P4U|D, pdb|2P4U|B, pdb|2P4U|C, pdb|2P4U|A
OG0001383	XP_012249522.1	EDL04097.1, XP_011244030.1, EDL04098.1, BAB25970.1, XP_011244014.1, AAI39181.1, BAD99134.1, EDL04092.1, EDL04091.1, BAE25664.1, BAD06946.1, AAI39183.1, NP_001019843.1, EDL04095.1, AAI71988.1, BAE92118.1, CAD60206.1, AAI71989.1, AAH55034.1, NP_955771.2, BAE92120.1, AAH90971.1, AAH87869.1, BAD06948.1, BAE92119.1, BAE25607.1, EDL04093.1, NP_001074940.1, EDL04094.1, XP_006521342.1, EDL04096.1, EDL04099.1, XP_006521453.1, XP_006521452.1, BAC36230.1, NP_081610.2
OG0001384	XP_012249401.1	AAH18169.1, XP_011237367.1, XP_011237368.1, XP_011237366.1, EDL08305.1, EDL08303.1, sp|Q8BP86.2|SNPC4_MOUSE, NP_001393660.1, NP_001393661.1, NP_001393662.1, BAC36843.1, NP_758842.1, EDL08304.1, NP_001277348.1, AAH57031.1, XP_030105604.1, XP_011237369.1, XP_030105603.1, XP_011237370.1, XP_036016639.1, XP_036016641.1, NP_001393666.1, XP_036016650.1, NP_001393665.1, NP_001393667.1, NP_001393668.1, XP_030105625.1, AAH44754.2, XP_030105611.1, NP_001393663.1, NP_001393664.1, XP_036016642.1, XP_011237372.1, XP_011237371.1
OG0001385	XP_012248156.1, XP_012248152.1, XP_003485390.1	AAR89463.1, BAE26042.1, AAB60490.1, AAO31613.1, BAE35390.1, sp|P53996.2|CNBP_MOUSE, AAH58723.1, NP_038521.1, BAE31974.1, BAC37269.1, CAA77897.1, NP_001103215.1, NP_001103216.1, EDK99231.1, CAA77896.1, CAA45345.1, BAE30832.1, BAE27058.1, EDK99228.1, BAE26440.1, BAE27117.1, BAE26992.1, BAE27288.1, BAC35938.1, BAE30476.1, BAE30298.1, BAE27097.1, NP_001334254.1, NP_001342124.1, EDK99229.1
OG0001386	XP_012243973.1	XP_030102302.1, EDL10454.1, AAG10061.1, AAG42496.1, NP_001350234.1, AAH46796.1, NP_076157.2, sp|Q9ERR1.2|NDEL1_MOUSE, BAB27443.1, AAH21434.1, NP_001350233.1, BAE27585.1, NP_001272432.1, BAE29888.1, NP_001107557.1, sp|Q9CZA6.1|NDE1_MOUSE, NP_075806.2, AAK08067.1, EDK97389.1, BAE41342.1, BAB28499.1, BAE20509.1, AAH23267.1, XP_036015988.1, NP_001272433.1, EDK97390.1, AAG10062.1, XP_036015987.1
OG0001387	XP_003493255.1	NP_001396615.1, NP_001342149.1, NP_001396616.1, NP_001396617.1, BAE20741.1, BAB22533.1, CBN61371.1, AAH31739.1, sp|P17183.2|ENOG_MOUSE, NP_038537.1, EDK99756.1, AAC36002.1, EDK99758.1, NP_001366057.1, AAH10685.1, BAC40572.1, BAE29369.1, BAE28270.1, BAE31901.1, BAE29351.1, BAB22021.1, AAH03891.1, sp|P17182.3|ENOA_MOUSE, AAH85098.1, AAH89539.1, AAH24644.1, EDL14888.1, NP_075608.2, EDL10738.1, AAH83334.2, NP_001020559.1, AAH39179.2
OG0001388	XP_003491345.1	BAB27536.1, EDL18967.1, NP_082381.1, sp|Q9D0L4.1|ADCK1_MOUSE, XP_030102797.1, NP_001348527.1, XP_030102800.1, BAE26809.1, NP_001348530.1, NP_001348528.1, XP_030102798.1, XP_006516309.1, AAH10539.1, NP_001264226.1, BAE32867.1, NP_001264225.1, BAC34439.1, NP_001348529.1, XP_030102799.1, EDL18965.1, EDL18966.1, XP_006516311.1, XP_036013513.1, XP_006516314.1, XP_006516315.1, XP_036013512.1, XP_030102796.1, XP_006516308.1, XP_030102795.1, XP_030102794.1, XP_030102793.1
OG0001389	XP_003488814.1	sp|Q80YA9.1|CNKR2_MOUSE, AAH60716.1, AAH43093.1, NP_808419.1, EDL40825.1, XP_006528924.1, XP_017173996.1, BAC65681.1, NP_001297648.1, EDL40826.1, XP_017173997.1, NP_001361764.1, XP_030107212.1, BAE24728.1, NP_766134.1, sp|Q8BMA3.1|CNKR3_MOUSE, AAN72835.1, EDL03557.1, BAC28127.1, BAE29189.1, XP_030100858.1, XP_036011619.1, EDL03558.1, AAH31194.1
OG0001390	XP_003487998.1	NP_001395464.1, BAE34684.1, NP_001171639.1, NP_001395463.1, NP_001395503.1, NP_001395502.1, NP_001395501.1, NP_001395516.1, NP_001395515.1, NP_001395514.1, XP_030100061.1, XP_036010675.1, XP_030100062.1, XP_006511044.1, NP_001395519.1, NP_001395517.1, NP_001395518.1, NP_001395508.1, NP_001395505.1, NP_001395506.1, NP_001395507.1, NP_001395490.1, NP_001395495.1, NP_001395493.1, NP_001395494.1, NP_001395485.1, NP_001395487.1, NP_001395484.1, NP_001395483.1, NP_001395486.1, NP_001395488.1, NP_001395489.1, NP_001395491.1, NP_001395496.1, NP_001395492.1, NP_001395497.1
OG0001391	XP_003486256.1	BAB23874.1, BAB29089.1, AAH30319.1, EDL09173.1, AAH33505.1, sp|Q9CXU9.2|EIF1B_MOUSE, NP_081168.1, AAH96691.1, AAH03463.1, AAH10791.1, AAH81429.1, NP_035638.1, BAE30086.1, EDL03618.1, EDL10898.1, EDL11701.1, AAD31266.1, sp|P48024.2|EIF1_MOUSE, BAE28300.1, EDL02569.1, BAE29876.1, BAE41352.1, BAE30515.1, AAH96656.1, BAE31024.1
OG0001432	XP_033180163.1, XP_003494372.1	NP_067274.1, AAH24871.1, AAH16432.1, BAE29224.1, BAC40707.1, EDL41669.1, BAE27644.1, BAC27488.1, BAB25829.1, BAB23876.1, BAB25139.1, BAA77360.1, BAB23625.1, NP_001352000.1, BAC35459.1, AAH19174.1, sp|Q9WTP7.3|KAD3_MOUSE, AAH58191.1, BAA77760.1, BAE32544.1, BAE39158.1, BAE25891.1, NP_001171073.1, NP_001171075.1, sp|Q9WUR9.1|KAD4_MOUSE, AAH86663.1, NP_033777.1, NP_001171076.1
OG0001433	XP_033180136.1, XP_024227562.1, XP_003494278.1	BAB30463.1, XP_030106937.1, AAH49116.1, XP_030106936.1, sp|Q9D428.1|GOG7B_MOUSE, NP_081970.1, NP_001135455.1, XP_006509242.1, BAA95052.1, XP_036018056.1, AAH93518.1, NP_001035949.1, BAE41583.1, AAH58523.1, AAH16894.1, EDL32864.1, BAE34413.1, BAE29775.1, BAE31353.1, BAE31280.1, EDL32863.1, NP_065610.2, AAI03797.1, BAE30329.1, EDL20060.1, BAC36875.1, BAC33266.1, BAE29580.1, sp|Q91W53.1|GOGA7_MOUSE, BAE31811.1
OG0001434	XP_033179729.1, XP_033179730.1, XP_033179731.1	pdb|4YNZ|B, pdb|4YNZ|A, AEO80313.1, NP_001263692.1, AAT08447.1, NP_083702.1, AAT74618.1, AAT08448.1, NP_001009929.1, NP_001009930.1, AAT08449.1, sp|Q69Z98.2|BRSK2_MOUSE
OG0001435	XP_024227041.1, XP_024227040.1, XP_033179685.1, XP_024227039.1, XP_033179683.1, XP_033179682.1, XP_033179680.1, XP_033179681.1, XP_033179684.1, XP_024227036.1, XP_033179674.1, XP_012247312.1, XP_024227033.1, XP_033179675.1, XP_024227032.1, XP_012247311.2, XP_033179676.1, XP_024227034.1, XP_024227037.1, XP_024227031.1, XP_033179679.1, XP_033179678.1, XP_033179677.1	EDL01481.1, NP_033528.3, sp|Q64727.4|VINC_MOUSE, AAH08520.1, BAC37033.1, AAB96843.1, EDL01482.1, XP_006518985.1
OG0001436	XP_033179300.1	EDL35106.1, sp|P15655.1|FGF2_MOUSE, AAA37621.1, AAK53871.1, AAC17504.1, AAC17505.1, AAC17503.1, VDK10932.1, NP_032032.1, XP_036016879.1, VDK10933.1, sp|P61148.1|FGF1_MOUSE, NP_034327.1, XP_011245145.1, XP_017173319.1, XP_036016878.1, XP_036016880.1, BAC29035.1, AAA37618.1, AAC52907.1, XP_006525707.1, XP_006525710.1, AAC52969.1, AAH37601.1, EDL10065.1, XP_006525708.1, XP_011245144.1, EDL10067.1, EDL10068.1, XP_006525711.1, EDL10066.1, XP_011245143.1, XP_006525712.1, SZF06841.1
OG0001437	XP_003491536.1, XP_033178039.1, XP_012244045.1, XP_012244047.1, XP_012244044.1, XP_012244048.1	AAH05795.1, AAH55454.1, NP_082201.2, BAE31634.1, sp|Q80VC6.2|TSAP1_MOUSE, AAH48840.2, EDL30110.1, XP_030109642.1, XP_030109644.1, XP_017175877.1, EDL30111.1, XP_011248634.1, XP_030109643.1, XP_011248636.1, XP_006539243.1, AAH99594.1
OG0001438	XP_012243222.1, XP_033177627.1, XP_003490972.3	CAA83218.1, BAA95094.2, AAH14713.1, AAC37669.1, AAA40447.1, BAC39055.1, sp|P39876.1|TIMP3_MOUSE, BAE28178.1, EDL21437.1, NP_035725.1, AAA85860.1, EDL34658.1, BAC28038.1, NP_035724.2, AAH49126.1, AAA40446.1, CAA44491.1, AAA40445.1, sp|P25785.2|TIMP2_MOUSE, AAT46409.1, BAC37616.1, BAC30138.1, sp|Q9JHB3.1|TIMP4_MOUSE, NP_542370.3, AAK62886.1, AAF97239.1, EDK99524.1, AAH64046.1, BAE24355.1
OG0001439	XP_024223087.1, XP_024223085.1, XP_033176376.1, XP_003489189.1, XP_024223086.1	BAM86010.1, XP_011242290.1, BAM86009.1, NP_001351552.1, NP_001351551.1, BAM86014.1, BAM86005.1, NP_473422.2, AAK83044.1, EDL18561.1, XP_036013062.1, XP_006515484.1, XP_030102391.1, NP_001351549.1, BAM86012.1, XP_006515481.1, XP_006515483.1, NP_001351550.1, BAC57413.1, EDL18562.1, EDL18563.1, BAM86007.1, AAI12911.1, NP_001333625.1, XP_006515488.1, BAM86004.1, AAM97588.1, sp|Q8K4B0.1|MTA1_MOUSE
