Orthogroup	bombus	finch	fly	mouse
OG0034778				NP_001103678.1
OG0034779				NP_001103612.1
OG0034780				NP_001096635.1
OG0034781				NP_001008785.2
OG0034782				NP_001078922.1
OG0034783				NP_001078918.1
OG0034784				NP_001078917.1
OG0034785				NP_032883.2
OG0034786				NP_001028346.1
OG0034787				NP_001075428.1
OG0034788				NP_113556.2
OG0034789				NP_114030.2
OG0034790				NP_001074757.1
OG0034791				NP_034290.2
OG0034792				NP_001074397.1
OG0034793				NP_835151.2
OG0034794				NP_062691.3
OG0034795				NP_080138.2
OG0034796				NP_573505.2
OG0034797				NP_034195.2
OG0034798				NP_034938.3
OG0034799				NP_064377.2
OG0034800				NP_076106.2
OG0034801				NP_059503.2
OG0034802				NP_033237.2
OG0034803				NP_001036116.1
OG0034804				NP_001036115.1
OG0034805				NP_001036114.1
OG0034806				NP_032238.2
OG0034807				NP_001036082.1
OG0034808				NP_038714.2
OG0034809				NP_001013385.3
OG0034810				NP_081137.2
OG0034811				NP_001034601.1
OG0034812				NP_780300.2
OG0034813				NP_001034571.1
OG0034814				NP_084156.2
OG0034815				NP_075533.3
OG0034816				NP_001034087.1
OG0034817				NP_001034168.1
OG0034818				NP_076397.2
OG0034819				NP_001033732.1
OG0034820				NP_001033708.1
OG0034821				NP_001033678.1
OG0034822				NP_659072.3
OG0034823				NP_035279.2
OG0034824				NP_064394.2
OG0034825				NP_034958.2
OG0034826				NP_001020435.1
OG0034827				NP_032968.2
OG0034828				NP_663500.2
OG0034829				NP_001010937.1
OG0034830				NP_001008705.1
OG0034831				NP_062600.2
OG0034832				NP_001003899.1
OG0034833				NP_808439.2
OG0034834				NP_001005370.1
OG0034835				NP_644678.2
OG0034836				NP_997116.1
OG0034837				NP_032577.1
OG0034838				NP_056620.2
OG0034839				NP_033200.2
OG0034840				NP_932102.2
OG0034841				NP_938047.1
OG0034842				NP_064420.2
OG0034843				NP_034537.2
OG0034844				NP_031687.2
OG0034845				NP_473392.1
OG0034846				NP_599016.2
OG0034847				NP_080940.2
OG0034848				NP_081184.3
OG0034849				NP_081097.2
OG0034850				NP_848752.1
OG0034851				NP_444472.2
OG0034852				NP_818773.1
OG0034853				NP_803126.1
OG0034854				NP_783439.1
OG0034855				NP_659568.2
OG0034856				NP_739566.1
OG0034857				NP_666191.1
OG0034858				NP_038704.1
OG0034859				NP_075891.1
OG0034860				NP_598687.1
OG0034861				NP_579930.1
OG0034862				NP_081692.1
OG0034863				NP_068695.1
OG0034864				NP_067362.1
OG0034865				NP_058602.1
OG0034866				NP_057891.1
OG0034867				NP_034566.1
OG0034868				NP_035633.1
OG0034869				NP_035575.1
OG0034870				NP_035995.1
OG0034871				NP_034401.1
OG0034872				NP_034340.1
OG0034873				NP_031460.1
OG0034874				NP_032278.1
OG0034875				NP_032159.1
OG0034876				NP_032151.1
OG0034877				NP_032734.1
OG0034878				NP_032616.1
OG0034879				NP_032567.1
OG0034880				NP_032521.1
OG0034881				NP_033127.1
OG0034882				NP_001397490.1
OG0034883				NP_001397491.1
OG0034884				NP_001397524.1
OG0034885				pdb|7VMS|D
OG0034886				pdb|7VMS|C
OG0034887				pdb|7VMS|B
OG0034888				pdb|7VMS|A
OG0034889				pdb|7VMR|D
OG0034890				pdb|7VMR|C
OG0034891				pdb|7VMR|B
OG0034892				pdb|7VMR|A
OG0034893				pdb|7VMQ|D
OG0034894				pdb|7VMQ|C
OG0034895				pdb|7VMQ|B
OG0034896				pdb|7VMQ|A
OG0034897				pdb|7VMP|D
OG0034898				pdb|7VMP|C
OG0034899				pdb|7VMP|B
OG0034900				pdb|7VMP|A
OG0034901				pdb|7VMO|D
OG0034902				pdb|7VMO|C
OG0034903				pdb|7VMO|B
OG0034904				pdb|7VMO|A
OG0034905				pdb|7VMN|D
OG0034906				pdb|7VMN|C
OG0034907				pdb|7VMN|B
OG0034908				pdb|7VMN|A
OG0034909				pdb|7VMM|D
OG0034910				pdb|7VMM|C
OG0034911				pdb|7VMM|B
OG0034912				pdb|7VMM|A
OG0034913				pdb|7VML|D
OG0034914				pdb|7VML|C
OG0034915				pdb|7VML|B
OG0034916				pdb|7VML|A
OG0034917				UUL99429.1
OG0034918				NP_001366052.1
OG0034919				NP_001366054.1
OG0034920				NP_001366053.1
OG0034921				NP_001366051.1
OG0034922				NP_001350728.1
OG0034923				NP_001350727.1
OG0034924				NP_001349601.1
OG0034925				NP_001349600.1
OG0034926				NP_001349604.1
OG0034927				NP_001346108.1
OG0034928				NP_001344653.1
OG0034929				NP_001344088.1
OG0034930				NP_001341576.1
OG0034931				NP_001335034.1
OG0034932				NP_001335033.1
OG0034933				NP_001334991.1
OG0034934				NP_001334547.1
OG0034935				NP_001334250.1
OG0034936				NP_001333993.1
OG0034937				NP_001303970.1
OG0034938				NP_001300657.1
OG0034939				NP_001297012.1
OG0034940				NP_001295379.1
OG0034941				NP_001288617.1
OG0034942				NP_001278079.1
OG0034943				NP_001277682.1
OG0034944				NP_001277636.1
OG0034945				NP_001277603.1
OG0034946				NP_001277560.1
OG0034947				NP_001277435.1
OG0034948				NP_001277264.1
OG0034949				NP_001275507.1
OG0034950				NP_001273985.1
OG0034951				NP_001242930.1
OG0034952				NP_001242929.1
OG0034953				NP_001242927.1
OG0034954				NP_001242926.1
OG0034955				NP_001240307.1
OG0034956				NP_001240306.1
OG0034957				NP_001240305.1
OG0034958				NP_001240304.1
OG0034959				NP_001240303.1
OG0034960				NP_001240302.1
OG0034961				NP_001240301.1
OG0034962				NP_001240300.1
OG0034963				NP_001240299.1
OG0034964				NP_001240298.1
OG0034965				NP_001240297.1
OG0034966				NP_001240296.1
OG0034967				NP_001240295.1
OG0034968				NP_001240294.1
OG0034969				NP_001240293.1
OG0034970				NP_001240292.1
OG0034971				NP_001240291.1
OG0034972				NP_001240290.1
OG0034973				NP_001240289.1
OG0034974				NP_001240288.1
OG0034975				NP_001240287.1
OG0034976				NP_001157561.1
OG0034977				NP_056559.2
OG0034978				NP_001091640.1
OG0034979				NP_034927.2
OG0034980				NP_963910.1
OG0034981				NP_075017.2
OG0034982				NP_034740.2
OG0034983				NP_033356.2
OG0034984				NP_001013403.1
OG0034985				NP_034272.1
OG0034986				NP_035636.1
OG0034987				NP_038559.2
OG0034988				NP_067439.1
OG0034989				NP_034150.1
OG0034990				NP_032209.1
OG0034991				NP_032111.1
OG0034992				NP_001397351.1
OG0034993				NP_001397387.1
OG0034994				NP_001397352.1
OG0034995				NP_001397389.1
OG0034996				NP_001397388.1
OG0034997				NP_001334584.1
OG0034998				NP_001264827.1
OG0034999				NP_001263214.1
OG0035000				NP_001238988.1
OG0035001				NP_001229977.1
OG0035002				NP_001229312.1
OG0035003				NP_001229311.1
OG0035004				NP_001229310.1
OG0035005				NP_001229309.1
OG0035006				NP_001171484.1
OG0035007				NP_001171483.1
OG0035008				NP_001161986.1
OG0035009				NP_001161985.1
OG0035010				NP_001161941.1
OG0035011				NP_001157671.1
OG0035012				NP_076303.3
OG0035013				NP_001156869.1
OG0035014				NP_062341.2
OG0035015				NP_112467.2
OG0035016				NP_766599.2
OG0035017				NP_663368.3
OG0035018				NP_780647.3
OG0035019				NP_033788.3
OG0035020				NP_001103770.1
OG0035021				NP_001103222.1
OG0035022				NP_035342.3
OG0035023				NP_001034137.2
OG0035024				NP_076120.2
OG0035025				NP_001036085.1
OG0035026				NP_062623.2
OG0035027				NP_851009.2
OG0035028				NP_035996.2
OG0035029				NP_001012495.1
OG0035030				NP_001008419.1
OG0035031				NP_081040.1
OG0035032				NP_036138.1
OG0035033				NP_035186.1
OG0035034				NP_064327.1
OG0035035				NP_058034.1
OG0035036				NP_038484.1
OG0035037				NP_034922.1
OG0035038				NP_031890.1
OG0035039				sp|P0DW27.1|MNS60_MOUSE
OG0035040				sp|Q9QZC1.2|TRPC3_MOUSE
OG0035041				NP_001397202.1
OG0035042				NP_001397178.1
OG0035043				NP_001397179.1
OG0035044				NP_001397177.1
OG0035045				pdb|7ECA|B
OG0035046				sp|Q8K2J9.3|BTBD6_MOUSE
OG0035047				sp|Q9WVP6.3|PAPOB_MOUSE
OG0035048				sp|Q9JJG7.2|CABP8_MOUSE
OG0035049				sp|P51791.3|CLCN3_MOUSE
OG0035050				sp|Q9WVD4.2|CLCN5_MOUSE
OG0035051				sp|E9Q4F2.1|KLH18_MOUSE
OG0035052				sp|D3Z7Q2.1|SIM20_MOUSE
OG0035053				sp|Q91X78.2|ERLN1_MOUSE
OG0035054				sp|G5E897.1|PLGT3_MOUSE
OG0035055				sp|Q3TA59.3|JMJD8_MOUSE
OG0035056				sp|Q99J99.4|THTM_MOUSE
OG0035057				NP_001348606.1
OG0035058				NP_001348605.1
OG0035059				NP_001348604.1
OG0035060				NP_001342444.1
OG0035061				sp|Q08874.4|MITF_MOUSE
OG0035062				sp|C0HKE9.1|H2A1P_MOUSE
OG0035063				sp|C0HKE8.1|H2A1O_MOUSE
OG0035064				sp|C0HKE7.1|H2A1N_MOUSE
OG0035065				sp|C0HKE6.1|H2A1I_MOUSE
OG0035066				sp|C0HKE5.1|H2A1G_MOUSE
OG0035067				sp|C0HKE4.1|H2A1E_MOUSE
OG0035068				sp|C0HKE3.1|H2A1D_MOUSE
OG0035069				sp|C0HKE2.1|H2A1C_MOUSE
OG0035070				sp|C0HKE1.1|H2A1B_MOUSE
OG0035071				sp|I7HJS4.1|ZN683_MOUSE
OG0035072				sp|P0DN83.1|DWORF_MOUSE
OG0035073				sp|P54763.3|EPHB2_MOUSE
OG0035074				sp|Q80TB7.3|ZSWM6_MOUSE
OG0035075				sp|P97438.3|KCNK2_MOUSE
OG0035076				sp|Q8R104.2|SIR3_MOUSE
OG0035077				sp|G3X982.1|AOXC_MOUSE
OG0035078				sp|Q9Z0S6.2|CLD10_MOUSE
OG0035079				sp|P58390.2|KCNN2_MOUSE
OG0035080				sp|P97926.2|OXYR_MOUSE
OG0035081				sp|P00416.2|COX3_MOUSE
OG0035082				sp|P58545.2|BTBD3_MOUSE
OG0035083				sp|Q9DA97.3|SEP14_MOUSE
OG0035084				sp|Q3B7Z2.3|OSBP1_MOUSE
OG0035085				sp|B1AXV0.1|FRS1L_MOUSE
OG0035086				sp|P23463.4|HXD8_MOUSE
OG0035087				sp|Q61137.4|ASTN1_MOUSE
OG0035088				sp|P97767.3|EYA1_MOUSE
OG0035089				sp|Q9CVI2.3|F133B_MOUSE
OG0035090				sp|Q9R059.2|FHL3_MOUSE
OG0035091				sp|Q9D772.2|F219A_MOUSE
OG0035092				sp|P97480.2|EYA3_MOUSE
OG0035093				sp|Q91XM9.2|DLG2_MOUSE
OG0035094				sp|Q9QYZ8.2|DKK2_MOUSE
OG0035095				sp|P61249.2|CNCG_MOUSE
OG0035096				sp|O35740.2|CITE2_MOUSE
OG0035097				sp|O88992.2|C1QRF_MOUSE
OG0035098				sp|P47739.2|AL3A1_MOUSE
OG0035099				sp|P02301.3|H3C_MOUSE
OG0035100				sp|Q8R050.2|ERF3A_MOUSE
OG0035101				NP_001239182.1
OG0035102				sp|A2AQ07.1|TBB1_MOUSE
OG0035103				NP_001230897.1
OG0035104				sp|Q8C1W1.4|VASH1_MOUSE
OG0035105				sp|P70325.3|TBX4_MOUSE
OG0035106				sp|Q8BUB6.3|UST_MOUSE
OG0035107				sp|O70583.2|TRI18_MOUSE
OG0035108				sp|Q99MX0.2|TKTL1_MOUSE
OG0035109				sp|Q3UX10.2|TBAL3_MOUSE
OG0035110				sp|P70208.2|PLXA3_MOUSE
OG0035111				sp|P16331.4|PH4H_MOUSE
OG0035112				sp|P09041.4|PGK2_MOUSE
OG0035113				sp|Q8CCF0.3|PRP31_MOUSE
OG0035114				sp|Q80X73.3|PELO_MOUSE
OG0035115				sp|O08530.3|S1PR1_MOUSE
OG0035116				sp|Q9R053.2|SCNBA_MOUSE
OG0035117				sp|P31650.2|S6A11_MOUSE
OG0035118				sp|Q61420.2|S35A1_MOUSE
OG0035119				sp|P55012.2|S12A2_MOUSE
OG0035120				sp|Q9R1W3.2|RN103_MOUSE
OG0035121				sp|Q8VH51.2|RBM39_MOUSE
OG0035122				sp|O88685.2|PRS6A_MOUSE
OG0035123				sp|P51432.2|PLCB3_MOUSE
OG0035124				sp|Q9JKL1.2|PKR1_MOUSE
OG0035125				sp|Q62083.2|PICK1_MOUSE
OG0035126				sp|Q9JK42.2|PDK2_MOUSE
OG0035127				sp|Q99MN9.2|PCCB_MOUSE
OG0035128				sp|O88428.2|PAPS2_MOUSE
OG0035129				sp|P46735.3|MYO1B_MOUSE
OG0035130				sp|Q63932.2|MP2K2_MOUSE
OG0035131				sp|Q9R0S2.2|MMP24_MOUSE
OG0035132				sp|Q8VHJ5.2|MARK1_MOUSE
OG0035133				sp|P06801.2|MAOX_MOUSE
OG0035134				sp|Q8K274.2|KT3K_MOUSE
OG0035135				sp|Q8BSK8.2|KS6B1_MOUSE
OG0035136				sp|P28741.2|KIF3A_MOUSE
OG0035137				sp|P63143.2|KCAB1_MOUSE
OG0035138				sp|Q8VC12.2|HUTU_MOUSE
OG0035139				sp|O08650.2|HYAS3_MOUSE
OG0035140				sp|P30677.2|GNA14_MOUSE
OG0035141				sp|Q99L27.2|GMPR2_MOUSE
OG0035142				sp|P48168.2|GLRB_MOUSE
OG0035143				sp|Q60759.2|GCDH_MOUSE
OG0035144				sp|P14234.2|FGR_MOUSE
OG0035145				sp|Q9Z191.2|EYA4_MOUSE
OG0035146				sp|Q61772.2|EPHA7_MOUSE
OG0035147				sp|Q9ESX5.4|DKC1_MOUSE
OG0035148				sp|Q8BW75.4|AOFB_MOUSE
OG0035149				sp|Q8CHT0.3|AL4A1_MOUSE
OG0035150				sp|Q9WV27.3|AT1A4_MOUSE
OG0035151				sp|Q80TJ1.3|CAPS1_MOUSE
OG0035152				sp|P63034.2|CYH2_MOUSE
OG0035153				sp|Q9QX11.2|CYH1_MOUSE
OG0035154				sp|Q64437.2|ADH7_MOUSE
OG0035155				sp|Q5YD48.2|A1CF_MOUSE
OG0035156				sp|Q924N4.2|S12A6_MOUSE
OG0035157				sp|Q9QYY9.4|ADH4_MOUSE
OG0035158				sp|Q61102.3|ABCB7_MOUSE
OG0035159				sp|P55096.2|ABCD3_MOUSE
OG0035160				sp|O70456.2|1433S_MOUSE
OG0035161				sp|Q99JR8.2|SMRD2_MOUSE
OG0035162				sp|B2RQE8.1|RHG42_MOUSE
OG0035163				sp|Q11011.2|PSA_MOUSE
OG0035164				sp|A2A432.1|CUL4B_MOUSE
OG0035165				sp|Q9DBF1.4|AL7A1_MOUSE
OG0035166				sp|Q9QUS6.2|TRIM1_MOUSE
OG0035167				sp|P63058.2|THA_MOUSE
OG0035168				sp|P49446.3|PTPRE_MOUSE
OG0035169				sp|Q08122.3|TLE3_MOUSE
OG0035170				sp|P42209.2|SEPT1_MOUSE
OG0035171				sp|O54949.2|NLK_MOUSE
OG0035172				sp|Q6V595.2|KLHL6_MOUSE
OG0035173				sp|Q99KB8.2|GLO2_MOUSE
OG0035174				sp|P70265.2|F262_MOUSE
OG0035175				NP_063932.2
OG0035176				sp|Q5EG47.2|AAPK1_MOUSE
OG0035177				sp|Q78HU7.2|GLPC_MOUSE
OG0035178				sp|B2RPY5.1|GP161_MOUSE
OG0035179				sp|P08032.3|SPTA1_MOUSE
OG0035180				NP_001155322.1
OG0035181				NP_001155321.1
OG0035182				NP_001155320.1
OG0035183				NP_001155319.1
OG0035184				sp|Q80TF4.3|KLH13_MOUSE
OG0035185				sp|Q62074.3|KPCI_MOUSE
OG0035186				sp|Q99KF1.2|TMED9_MOUSE
OG0035187				sp|Q61466.3|SMRD1_MOUSE
OG0035188				sp|O70230.2|ZN143_MOUSE
OG0035189				NP_032494.3
OG0035190				NP_033413.2
OG0035191				sp|Q9WUM5.4|SUCA_MOUSE
OG0035192				sp|Q9R1E6.3|ENPP2_MOUSE
OG0035193				sp|P56475.2|GBRR1_MOUSE
OG0035194				sp|Q8R023.2|PCGF1_MOUSE
OG0035195				sp|Q8CA95.2|PDE10_MOUSE
OG0035196				sp|P98195.4|ATP9B_MOUSE
OG0035197				sp|Q08AU7.2|MADL2_MOUSE
OG0035198				sp|P24369.2|PPIB_MOUSE
OG0035199				NP_001129534.1
OG0035200				sp|Q8VDQ1.2|PTGR2_MOUSE
OG0035201				NP_001123661.1
OG0035202				sp|Q3V3R1.2|C1TM_MOUSE
OG0035203				sp|Q8BP47.2|SYNC_MOUSE
OG0035204				sp|Q920A7.2|AFG31_MOUSE
OG0035205				sp|Q9JLT4.4|TRXR2_MOUSE
OG0035206				sp|Q91V14.2|S12A5_MOUSE
OG0035207				sp|P04184.3|KITH_MOUSE
OG0035208				sp|Q9JMH6.3|TRXR1_MOUSE
OG0035209				sp|Q9JLC3.3|MSRB1_MOUSE
OG0035210				sp|Q9JHD1.2|KAT2B_MOUSE
OG0035211				sp|Q9Z1Y9.4|IOD2_MOUSE
OG0035212				sp|Q7TME0.2|PLPR4_MOUSE
OG0035213				sp|O08716.2|FABP9_MOUSE
OG0035214				sp|Q8VHL1.2|SETD7_MOUSE
OG0035215				sp|A2ARP1.1|VIP1_MOUSE
OG0035216				sp|Q9ERI5.2|JMJD6_MOUSE
OG0035217				NP_001106959.1
OG0035218				NP_001106958.1
OG0035219				sp|Q6P3A8.2|ODBB_MOUSE
OG0035220				sp|Q8VHL5.2|CRGN_MOUSE
OG0035221				sp|Q17ST2.2|KCNA7_MOUSE
OG0035222				sp|Q6KAS7.2|ZN521_MOUSE
OG0035223				sp|Q68EF4.2|GRM4_MOUSE
OG0035224				sp|P54071.3|IDHP_MOUSE
OG0035225				sp|Q8BS39.2|CCD32_MOUSE
OG0035226				NP_038659.2
OG0035227				sp|Q7TSY6.2|CELF4_MOUSE
OG0035228				sp|Q3TRM4.2|PLPL6_MOUSE
OG0035229				sp|O35345.2|IMA7_MOUSE
OG0035230				sp|Q9Z1S5.2|SEPT3_MOUSE
OG0035231				sp|Q9D6F9.3|TBB4A_MOUSE
OG0035232				sp|Q80SY3.2|VA0D2_MOUSE
OG0035233				sp|Q9JKK7.2|TMOD2_MOUSE
OG0035234				sp|Q8R4N0.2|CLYBL_MOUSE
OG0035235				sp|Q3THE2.2|ML12B_MOUSE
OG0035236				sp|Q3URE8.2|CTXN2_MOUSE
OG0035237				sp|Q8R3L8.3|CDK8_MOUSE
OG0035238				sp|Q2NL51.2|GSK3A_MOUSE
OG0035239				sp|Q7TPS0.2|KS6A6_MOUSE
OG0035240				sp|Q9Z188.3|DYR1B_MOUSE
OG0035241				NP_001074616.1
OG0035242				sp|Q05512.3|MARK2_MOUSE
OG0035243				sp|P11798.2|KCC2A_MOUSE
OG0035244				sp|O88569.2|ROA2_MOUSE
OG0035245				sp|Q9Z131.3|3BP5_MOUSE
OG0035246				sp|Q3UGX3.1|NAT8L_MOUSE
OG0035247				sp|Q3TYQ9.1|AOXD_MOUSE
OG0035248				sp|Q149F3.1|ERF3B_MOUSE
OG0035249				sp|Q3V132.1|ADT4_MOUSE
OG0035250				sp|Q3UX61.1|NAA11_MOUSE
OG0035251				sp|Q3UHG7.1|DEN11_MOUSE
OG0035252				sp|Q3TX51.1|LRC28_MOUSE
OG0035253				sp|Q2MKA5.1|ACHA5_MOUSE
OG0035254				sp|Q3UQV5.1|KBTB8_MOUSE
OG0035255				sp|Q3UHJ8.1|RNF44_MOUSE
OG0035256				sp|Q9CRT8.3|XPOT_MOUSE
OG0035257				sp|P54116.3|STOM_MOUSE
OG0035258				sp|Q62205.2|SCN9A_MOUSE
OG0035259				sp|Q8BIV3.3|RNBP6_MOUSE
OG0035260				sp|P13541.2|MYH3_MOUSE
OG0035261				sp|P70266.2|F261_MOUSE
OG0035262				sp|P98199.2|AT8B2_MOUSE
OG0035263				sp|Q922R5.2|P4R3B_MOUSE
OG0035264				sp|Q3UMM4.1|CDK10_MOUSE
OG0035265				sp|Q62432.2|SMAD2_MOUSE
OG0035266				sp|P70217.2|HXD13_MOUSE
OG0035267				sp|Q811Q9.2|PCY1B_MOUSE
OG0035268				sp|Q5DTL9.2|S4A10_MOUSE
OG0035269				sp|Q8CGP0.3|H2B3B_MOUSE
OG0035270				sp|O54825.3|BYST_MOUSE
OG0035271				sp|Q80WM3.2|CPLX4_MOUSE
OG0035272				sp|Q2TJ95.2|RSPO3_MOUSE
OG0035273				sp|P28652.2|KCC2B_MOUSE
OG0035274				sp|Q80V63.2|PRDM4_MOUSE
OG0035275				sp|Q9EQH7.2|NDST3_MOUSE
OG0035276				sp|Q7TSS2.2|UB2Q1_MOUSE
OG0035277				NP_001028541.1
OG0035278				sp|O70494.2|SP3_MOUSE
OG0035279				sp|Q38HM4.1|TRI63_MOUSE
OG0035280				sp|Q9Z0H4.1|CELF2_MOUSE
OG0035281				sp|Q9WVM6.1|TLL2_MOUSE
OG0035282				sp|Q9JME9.1|VTM2B_MOUSE
OG0035283				sp|Q9D6P8.1|CALL3_MOUSE
OG0035284				sp|Q8R5I6.1|GSTM4_MOUSE
OG0035285				sp|Q8R502.1|LRC8C_MOUSE
OG0035286				sp|Q8K288.1|TP8L1_MOUSE
OG0035287				sp|Q8JZQ9.1|EIF3B_MOUSE
OG0035288				sp|Q8CIN6.1|CELF3_MOUSE
OG0035289				sp|Q8C460.1|ERI3_MOUSE
OG0035290				sp|Q8BJA3.1|HMBX1_MOUSE
OG0035291				sp|Q8BHS3.1|RBM22_MOUSE
OG0035292				sp|Q8BH64.1|EHD2_MOUSE
OG0035293				sp|Q8BGJ9.1|U2AF4_MOUSE
OG0035294				sp|Q80XQ8.1|F168B_MOUSE
OG0035295				sp|Q80W21.1|GSTM7_MOUSE
OG0035296				sp|Q7TN99.1|CPEB3_MOUSE
OG0035297				sp|Q7TN98.1|CPEB4_MOUSE
OG0035298				sp|Q6YNI2.1|GPR6_MOUSE
OG0035299				sp|Q6Q477.1|AT2B4_MOUSE
OG0035300				sp|Q6PHZ2.1|KCC2D_MOUSE
OG0035301				sp|Q6PGB8.1|SMCA1_MOUSE
OG0035302				sp|Q6P068.1|ARL5C_MOUSE
OG0035303				sp|Q6GSS7.3|H2A2A_MOUSE
OG0035304				sp|Q62381.1|TLL1_MOUSE
OG0035305				sp|Q62082.1|MYL10_MOUSE
OG0035306				sp|Q5SRY7.1|FBW1B_MOUSE
OG0035307				sp|Q9Z1K8.1|YLAT1_MOUSE
OG0035308				sp|Q9WU65.1|GLPK2_MOUSE
OG0035309				sp|Q9DBA8.1|HUTI_MOUSE
OG0035310				sp|Q9DAY5.1|CF120_MOUSE
OG0035311				sp|Q9DAK4.1|FBP12_MOUSE
OG0035312				sp|Q9CZS1.1|AL1B1_MOUSE
OG0035313				sp|Q99M96.1|ST7_MOUSE
OG0035314				sp|Q920M7.1|SYT17_MOUSE
OG0035315				sp|Q91YH5.1|ATLA3_MOUSE
OG0035316				sp|Q8R1K4.1|AT2L2_MOUSE
OG0035317				sp|Q8R0F6.1|ILKAP_MOUSE
OG0035318				sp|Q8K1X4.1|NCKPL_MOUSE
OG0035319				sp|Q8K1L2.1|SPIN4_MOUSE
OG0035320				sp|Q8K0C4.1|CP51A_MOUSE
OG0035321				sp|Q8CFR0.1|C1QL2_MOUSE
OG0035322				sp|Q8CFP6.1|DJC27_MOUSE
OG0035323				sp|Q8CCB4.1|VPS53_MOUSE
OG0035324				sp|Q8C996.1|TM163_MOUSE
OG0035325				sp|Q8C790.1|F221A_MOUSE
OG0035326				sp|Q8C569.1|F118B_MOUSE
OG0035327				sp|Q8BZ98.1|DYN3_MOUSE
OG0035328				sp|Q8BP31.1|RN122_MOUSE
OG0035329				sp|Q8BLY2.1|SYTC2_MOUSE
OG0035330				sp|Q8BLC3.1|LYPD1_MOUSE
OG0035331				sp|Q8BJ52.1|PLPR5_MOUSE
OG0035332				sp|Q8BHW5.1|T255A_MOUSE
OG0035333				sp|Q8BH01.1|TMCO3_MOUSE
OG0035334				sp|Q8BFZ3.1|ACTBL_MOUSE
OG0035335				sp|Q8BFU2.3|H2A3_MOUSE
OG0035336				sp|Q80X45.1|KISHB_MOUSE
OG0035337				sp|Q7M753.1|PANK2_MOUSE
OG0035338				sp|Q6ZWY6.1|U2D2B_MOUSE
