Orthogroup	finch	fly
OG0002530	XP_002198967.1	sp|P18459|TY3H_DROME
OG0002531	XP_041573059.1, XP_002191795.5	sp|Q9V7Y2|SGPL_DROME
OG0002532	XP_030130704.3, XP_041572787.1, XP_030130706.3, XP_030130705.3	tr|Q7KN74|Q7KN74_DROME
OG0002533	XP_030136656.3, XP_030136655.3, XP_030136654.3	sp|O62621|COPB2_DROME
OG0002534	XP_030141976.3, XP_041575307.1, XP_030129410.3	tr|A8JNV5|A8JNV5_DROME
OG0002535	XP_041571343.1, XP_030124877.3, XP_041571342.1, XP_030124874.3, XP_030124873.3, XP_030124872.3, XP_030124871.3	sp|Q9VWB9|THADA_DROME
OG0002536	XP_030125029.3, XP_030125031.3	sp|Q9VNJ5|DISP_DROME
OG0002537	XP_030141648.1, XP_030141647.1, XP_030144139.1	sp|Q9W2X7|YPL1_DROME
OG0002538	XP_030137584.1	sp|Q9Y0I1|EAF3_DROME
OG0002539	XP_002192234.3, XP_030119276.3	tr|Q9VPR1|Q9VPR1_DROME
OG0002540	XP_041575787.1, XP_002194542.2, XP_030140275.1, XP_030140273.1, XP_030140274.1, XP_030140276.1	sp|Q9V853|SMUF1_DROME
OG0002541	XP_030145800.1, XP_030131945.1, XP_030127394.1, XP_030127392.1	tr|Q9VUF3|Q9VUF3_DROME
OG0002542	XP_002192536.3, XP_030132444.1, XP_030126508.1, XP_030126509.3	sp|Q9VEI9|HMX_DROME
OG0002543	XP_012426191.1, XP_041576809.1	sp|Q8IQ27|UBP2_DROME
OG0002544	XP_030123200.3, XP_041570975.1, XP_030123202.3, XP_030123199.3, XP_041570979.1, XP_032603691.2, XP_041570977.1, XP_030123201.3, XP_041570976.1, XP_002195748.3	tr|Q9VL64|Q9VL64_DROME
OG0002545	XP_012424908.3, XP_030139454.3, XP_002189498.4	sp|Q9I7S6|PDE9A_DROME
OG0002546	XP_030147221.1, XP_030147220.1, XP_012426645.1, NP_001232495.1, ACH43970.1	sp|Q9VHI7|IRU_DROME
OG0002547	XP_032607922.2, XP_041576174.1, XP_030126731.1, XP_030126729.1	sp|P28159|SUH_DROME
OG0002548	XP_030142602.3, XP_002197163.4, XP_030142601.3, XP_041575696.1, XP_030135206.3, XP_041573720.1, XP_030135204.3, XP_030135205.3, XP_002195406.4	tr|Q9VID5|Q9VID5_DROME
OG0002550	XP_030141382.3, XP_030141383.3, XP_030141386.3, XP_030141384.3, XP_030141385.3	sp|Q24564|MERH_DROME
OG0002551	XP_030138667.1, XP_030138657.1	sp|P55824|FAF_DROME
OG0002552	XP_012425293.1, XP_041571006.1, XP_041571033.1, XP_041570828.1, XP_030123956.1, XP_012425295.1, XP_030124350.1, NP_001155842.1, XP_041570946.1, XP_041571022.1, XP_012425294.1, XP_041570913.1, XP_041570961.1	sp|Q9VI13|PAK_DROME
OG0002554	XP_030141780.3, XP_030141781.3, XP_030141777.3, XP_030141778.3, XP_041575416.1, XP_030141785.3, XP_030141783.3, XP_030141782.3, XP_012433630.4	tr|Q7YU03|Q7YU03_DROME
OG0002555	XP_002188502.2	tr|Q9VLT7|Q9VLT7_DROME
OG0002556	ACH43920.1, ACH43921.1, ACH46408.1, NP_001232403.1	sp|Q9W334|RS28_DROME, tr|Q9VAB9|Q9VAB9_DROME
OG0002557	XP_032606243.1, XP_032606231.1, XP_032606239.1, XP_032606230.2, XP_041574468.1, XP_032606220.2, XP_032606223.2, XP_032606221.2	tr|Q9W095|Q9W095_DROME, tr|Q9W0U0|Q9W0U0_DROME, tr|Q7JY99|Q7JY99_DROME
OG0002559	XP_030134894.1, XP_041573675.1, XP_030134884.1	tr|Q9VPU1|Q9VPU1_DROME
OG0002560	XP_030144198.1, ACH45616.1, XP_041576085.1, NP_001232067.1, ACH45619.1, ACH45618.1, XP_030144195.3, ACH45617.1, XP_041576084.1	sp|Q7K2G1|ADRM1_DROME
OG0002561	XP_030112564.1	sp|P13060|EF2_DROME
OG0002562	XP_041577194.1, XP_030146651.1, XP_030146728.1, XP_030146683.1, XP_030146690.1, XP_030146674.1, XP_030146664.1	tr|Q9VUK7|Q9VUK7_DROME
OG0002563	XP_030131105.3, XP_030131104.3, XP_030125041.3, XP_030125042.3, XP_041571378.1, XP_041571377.1	tr|Q8INY1|Q8INY1_DROME
OG0002564	XP_030146998.3, XP_041576923.1, XP_030147001.3, XP_030147000.3, ACH43985.1, NP_001232510.1, NP_001296350.1, XP_030116216.1, ACH43984.1, XP_030116217.1	tr|Q9VUZ0|Q9VUZ0_DROME
OG0002565	XP_030140947.3, XP_030143604.3, XP_030143603.3, XP_030143602.3	sp|Q9VP48|RAB26_DROME
OG0002566	XP_012430604.2, XP_002199325.3, XP_012433783.3, XP_030142226.3, XP_041575622.1, XP_012433779.3, XP_012433781.3, XP_030142224.3, XP_012433782.3	sp|Q9NHV9|VAV_DROME
OG0002567	ACH46369.1, NP_001232361.1	sp|O17445|RL15_DROME
OG0002568	XP_030133282.3, XP_030133272.3	tr|Q9VBQ7|Q9VBQ7_DROME
OG0002569	XP_030122372.1, XP_030122370.1, XP_030122371.1	tr|Q9VUU8|Q9VUU8_DROME, tr|Q9VUU7|Q9VUU7_DROME
OG0002570	XP_012427798.1, XP_012427797.1, XP_002199225.1, XP_012427796.1	sp|P25455|PIP1_DROME
OG0002571	XP_041568787.1	tr|Q7JYQ4|Q7JYQ4_DROME
OG0002572	ACH44476.1, NP_001232253.1, ACH44474.1, ACH44472.1, ACH44475.1, ACH44471.1, ACH46358.1, ACH44473.1, ACH44478.1, ACH44477.1	tr|Q9VJZ4|Q9VJZ4_DROME
OG0002573	XP_002199749.1	tr|Q7KTW5|Q7KTW5_DROME, tr|Q9VP62|Q9VP62_DROME
OG0002574	XP_002191409.3, XP_030122190.1	tr|Q0IGU7|Q0IGU7_DROME
OG0002575	XP_032604871.1, XP_030129555.1, XP_012429256.2	sp|Q24180|DEAF1_DROME
OG0002576	XP_030137795.1	tr|Q9VEA1|Q9VEA1_DROME
OG0002578	ACH43623.1, NP_001232757.1	sp|Q9V597|RL31_DROME
OG0002579	XP_030131272.1	tr|Q9V3Y4|Q9V3Y4_DROME
OG0002580	XP_002200535.1, XP_030128986.1, XP_030128987.1, XP_030128988.1	tr|Q9VUU6|Q9VUU6_DROME
OG0002581	XP_030115428.1, XP_002190742.1	tr|Q9VLL4|Q9VLL4_DROME
OG0002582	XP_041570331.1, XP_030120471.1	sp|Q9VWN5|MINY3_DROME
OG0002584	XP_030113664.1	sp|Q95029|CATL_DROME
OG0002585	XP_002193191.2	tr|Q9VZL2|Q9VZL2_DROME
OG0002586	XP_030116835.3, XP_030116836.3	tr|Q60GL7|Q60GL7_DROME
OG0002587	ACH46129.1, ACH46135.1, ACH46134.1, ACH46323.1, ACH46131.1, ACH46133.1, ACH46126.1, ACH46123.1, ACH46119.1, ACH46118.1, NP_001232149.1, ACH46127.1, ACH46125.1, ACH46132.1, ACH46121.1, ACH46124.1, ACH46128.1, ACH46120.1, ACH46130.1, ACH46122.1	sp|A1ZB42|MED9_DROME
OG0002588	XP_030143436.1, XP_030136669.1	tr|O97102|O97102_DROME
OG0002589	XP_012429716.1	sp|Q9W3U1|SETD3_DROME
OG0002590	XP_041570538.1, XP_002189183.1	tr|Q9VT00|Q9VT00_DROME
OG0002591	XP_030133507.3	sp|Q94511|NDUS1_DROME
OG0002592	XP_041568928.1	tr|Q0E8E7|Q0E8E7_DROME
OG0002593	XP_041570627.1, XP_030121820.1, XP_030121823.1, XP_030121817.1, XP_030121822.1	sp|Q9VLR9|MPPE1_DROME
OG0002594	XP_002195743.1, XP_032600606.1	sp|P35381|ATPA_DROME
OG0002595	XP_030130532.1, XP_030130535.1	sp|Q24537|HMG2_DROME
OG0002596	XP_030114847.3, XP_030114846.3	tr|Q9VMY8|Q9VMY8_DROME
OG0002597	XP_041576931.1, XP_004176947.1, XP_030114742.1, XP_030114741.1, XP_030114743.1	sp|Q9VNE7|C42ES_DROME
OG0002598	XP_030119517.3, XP_030119522.3, XP_030119519.3, XP_030119518.3, XP_030119520.3, XP_032602306.2, XP_030119521.3	sp|Q7JW27|WASH1_DROME
OG0002599	ACH46371.1, NP_001232162.1	sp|Q9VUZ1|TPPC2_DROME
OG0002600	NP_001232675.1, ACH44139.1	sp|P46223|RL7A_DROME
OG0002601	XP_041574793.1, XP_032606629.2, XP_032606630.2, XP_032606631.2, XP_032606626.2, XP_032606628.2, XP_032606622.2, XP_041574786.1, XP_041574785.1, XP_030139227.3, XP_032606624.2, XP_032606627.2, XP_041574788.1, XP_030139222.3, XP_041574787.1, XP_041574789.1, XP_041574791.1, XP_041574790.1, XP_041574794.1, XP_041574796.1, XP_041574792.1, XP_041574795.1, XP_041574797.1	tr|Q9W5R5|Q9W5R5_DROME
OG0002602	ACH46173.1, NP_001232486.1	sp|Q05856|RSMB_DROME
OG0002603	XP_030134825.1	tr|Q9VQR3|Q9VQR3_DROME
OG0002604	XP_041568135.1, XP_030119287.1	tr|Q9VEG5|Q9VEG5_DROME, tr|Q9W2S2|Q9W2S2_DROME
OG0002605	XP_030128960.1, XP_041572234.1	sp|Q9V5C6|PSA3_DROME
OG0002611	XP_030133227.1, XP_041573373.1, XP_030133228.1	tr|A0A4D6K5P9|A0A4D6K5P9_DROME
OG0002629	XP_030142255.1, XP_030142254.1, XP_041575568.1, XP_030142253.1	tr|Q0E949|Q0E949_DROME
OG0002630	XP_030141883.3, XP_002199757.3, XP_030141882.3	sp|Q8IR79|LIMK1_DROME
OG0002642	XP_030111831.1, XP_030133714.1, XP_002195267.3	sp|Q9VP04|ORMDL_DROME
OG0002647	XP_002195275.1	tr|A0A0B4KEI1|A0A0B4KEI1_DROME, tr|A0A0B4K6E6|A0A0B4K6E6_DROME
OG0002702	XP_030133301.1, XP_030120555.1, XP_030120556.1, XP_030120552.1, XP_030120553.1, XP_032602563.1, XP_032602564.1, XP_032602567.1, XP_032602565.1, XP_030120551.3	sp|Q9VA73|CMC_DROME
OG0002703	XP_030122392.3, XP_041569936.1, XP_030125918.3	sp|P48592|RIR2_DROME
OG0002704	XP_041575034.1, XP_004175719.2, XP_030142994.3, XP_012434076.3	tr|Q9W3S5|Q9W3S5_DROME
OG0002706	XP_030124261.2, XP_030124260.2, XP_030121147.1, XP_030121143.1	sp|P55965|BYN_DROME
OG0002707	XP_030125376.3, XP_012425176.1, XP_002198371.1	tr|Q9XYZ4|Q9XYZ4_DROME
OG0002710	XP_030140536.3, XP_030140542.3, XP_030140540.3, XP_030140537.3, XP_030140538.3, XP_030140541.3	sp|Q76NQ1|RHDF1_DROME
OG0002711	XP_030147447.3, XP_030147387.3, XP_041577099.1, XP_030147389.3	tr|Q8IMY3|Q8IMY3_DROME, tr|Q9VCJ4|Q9VCJ4_DROME
OG0002712	XP_030142170.1, XP_030142171.1, XP_012430571.4, XP_030135196.3, XP_030135197.3	sp|Q07327|ROP_DROME
OG0002714	XP_041576921.1, XP_030146959.3	tr|Q9VGC1|Q9VGC1_DROME
OG0002715	XP_030144845.1, XP_030144844.1, XP_004175230.1	sp|P08181|CSK2A_DROME
OG0002716	ACH46288.1, ACH46286.1, ACH46289.1, ACH46283.1, ACH46284.1, NP_001232268.1, ACH46285.1, ACH46290.1, ACH46287.1	tr|Q9VJQ6|Q9VJQ6_DROME
OG0002717	XP_030142762.1	tr|Q9W1B9|Q9W1B9_DROME
OG0002718	XP_041576261.1, XP_041576387.1, XP_041576390.1, XP_041576389.1, XP_041576388.1	tr|A1Z9F4|A1Z9F4_DROME, tr|Q6IDH2|Q6IDH2_DROME
OG0002719	XP_041571388.1, XP_030125091.3, XP_030125092.3, XP_041571389.1, XP_041571390.1	sp|Q9VB25|KL98A_DROME
OG0002720	NP_001185745.1, ACH46374.1	sp|Q95083|PSA5_DROME
OG0002721	XP_041573627.1, XP_041573629.1, XP_030133735.1, XP_030133731.1, XP_030133733.1, XP_041573625.1, XP_030133727.1, XP_041573626.1, XP_030133743.1, XP_030133742.1, XP_032605362.1	sp|Q7JUY7|CED6_DROME
OG0002722	XP_030130334.1, XP_030130335.1, XP_030130338.1, XP_030130332.1, XP_030130333.1, XP_030130337.1, XP_030130336.1, XP_041568428.1, XP_041568425.1, XP_041568426.1, XP_041568427.1, XP_030124102.1	sp|P18091|ACTN_DROME
OG0002723	XP_030131015.1, XP_041571355.1	sp|Q02280|KCNAE_DROME
OG0002724	XP_030125071.3, XP_030125072.3, XP_030125073.3, XP_041572276.1, XP_041572277.1, XP_030131046.3	tr|M9MSM5|M9MSM5_DROME
OG0002725	XP_030123033.3, XP_030122721.3, XP_030122802.3, XP_030122600.3, XP_030122659.3, NP_001232569.1, ACH43965.1	tr|Q9VX13|Q9VX13_DROME
OG0002726	XP_030112540.3, XP_002195923.5	tr|Q7K3D4|Q7K3D4_DROME
OG0002727	XP_041573352.1, XP_041573353.1, XP_041573351.1, XP_041573354.1, XP_030121625.1, XP_030121627.1	sp|Q6WV20|GALT1_DROME, sp|Q6WV17|GALT5_DROME
OG0002728	XP_012429125.1, XP_030126813.1	tr|Q0E8W6|Q0E8W6_DROME
OG0002729	XP_032606647.2, XP_041574733.1, XP_030139363.3, XP_030139365.3, XP_030139364.3, XP_030139369.3	tr|Q9VFC4|Q9VFC4_DROME
OG0002730	XP_030111909.1, XP_030111907.1	sp|Q9VRL2|GOSR2_DROME
OG0002731	XP_012431153.2, XP_012431154.2, XP_012431148.2, XP_012431146.2, XP_012431147.2, XP_002196503.4, XP_012431150.2, XP_041574168.1, XP_012431152.2, XP_012431155.2	tr|Q9VXG7|Q9VXG7_DROME, tr|Q9VXG6|Q9VXG6_DROME
OG0002732	XP_002190516.4	tr|Q9W0Y9|Q9W0Y9_DROME, tr|Q7K0L7|Q7K0L7_DROME
OG0002733	XP_030125152.1, XP_030125151.1, XP_030125154.1, XP_032603382.1, XP_004176199.2, XP_030131153.3, XP_030131152.3, XP_041572310.1	sp|Q9VC57|ATLAS_DROME
OG0002734	XP_030141120.3, XP_041574977.1, XP_041574976.1	tr|Q9VSG9|Q9VSG9_DROME
OG0002735	ACH45001.1, NP_001232726.1, XP_012427912.1, XP_030123115.1	tr|M9PB06|M9PB06_DROME
OG0002736	XP_012433271.3, XP_002190093.1, ACH46028.1, XP_041574214.1, XP_041574213.1, NP_001232192.1	tr|Q9W1E8|Q9W1E8_DROME
OG0002737	XP_030140182.3, XP_032606678.2	tr|Q8MSE4|Q8MSE4_DROME
OG0002738	XP_030135319.3, XP_030135318.3, XP_030135317.3, XP_030135320.3	tr|Q9VK27|Q9VK27_DROME
OG0002740	XP_032604961.1, XP_030131606.1, XP_030131605.1	sp|Q03043|KGP24_DROME
OG0002740	XP_030127643.3, XP_030127642.3	sp|Q03042|KGP1_DROME, tr|Q9VL34|Q9VL34_DROME
OG0002741	XP_032606113.1, XP_002190120.2, XP_030136973.1, XP_030136972.1, XP_030136976.1, XP_032606112.1, XP_030136974.1	sp|Q9VKU7|GCP4_DROME
OG0002742	XP_002199381.4, XP_030145926.1, XP_030145927.1	tr|Q9VAW3|Q9VAW3_DROME, tr|Q7PLC7|Q7PLC7_DROME
OG0002743	XP_041570852.1	tr|O15971|O15971_DROME
OG0002744	XP_041576998.1	tr|A1ZAM0|A1ZAM0_DROME
OG0002745	XP_030138122.1, XP_030121359.3	tr|Q9Y153|Q9Y153_DROME
OG0002746	XP_041566937.1, XP_041566938.1	tr|Q2PDP6|Q2PDP6_DROME
OG0002747	XP_041568139.1, XP_041568138.1, XP_041568142.1, XP_041568140.1, XP_041568141.1	tr|Q8IPA8|Q8IPA8_DROME
OG0002748	XP_030113047.1, XP_030113095.1	tr|Q9V393|Q9V393_DROME
OG0002749	XP_041571819.1, XP_041571817.1, XP_030127445.1, XP_030127446.1, XP_002197510.1, XP_030127443.1, XP_041571818.1, XP_030127444.1	tr|Q9VTG0|Q9VTG0_DROME
OG0002750	XP_041567346.1, XP_030134627.3, XP_030134625.3	tr|A1Z934|A1Z934_DROME
OG0002751	XP_030139664.1, XP_030145972.1	tr|Q7JYW9|Q7JYW9_DROME, sp|Q9NFT7|HXK2_DROME, sp|Q9NFT9|HXK1_DROME, tr|Q9W330|Q9W330_DROME
OG0002752	XP_002190040.2, XP_002187114.5	sp|P30189|TOP1_DROME
OG0002753	XP_030130100.3, XP_030130099.3, XP_012429556.4, XP_030130098.3, XP_030130097.3, XP_030130096.3, XP_030130095.3, XP_030130094.3, XP_012429555.4, XP_032604664.2	sp|Q9VEZ3|MSPS_DROME
OG0002754	XP_030111733.1, XP_030111735.1, XP_030111732.1, XP_030111730.3, XP_030111731.3, XP_030111734.1, XP_030111729.3, XP_041577148.1, XP_030111724.3, XP_030111715.3, XP_030111716.3, XP_030111717.3, XP_030111720.3, XP_030111721.3, XP_030111718.3, XP_030111719.3, XP_030111722.3, XP_030111723.3, XP_032609065.2, XP_030111726.3, XP_041577149.1, XP_030111739.1, XP_030111738.3, XP_030111737.3	sp|P20241|NRG_DROME
OG0002755	XP_032602750.1, XP_032602749.1	tr|M9PIH9|M9PIH9_DROME
OG0002756	XP_041570904.1	tr|Q9VPE8|Q9VPE8_DROME
OG0002757	XP_032601541.1, XP_030115813.1	sp|Q8MQI6|ELOF1_DROME, tr|Q7KUN6|Q7KUN6_DROME
OG0002758	XP_030131574.3, XP_041572871.1, XP_030131575.3	sp|A1Z8J0|C19L1_DROME
OG0002759	XP_030130110.3, XP_012429570.4, XP_030130107.3, XP_030130109.3, XP_030130108.3	sp|Q9VTU3|RG68F_DROME
OG0002760	XP_030130412.3, XP_012429676.3, XP_030130411.1, XP_004174513.1, XP_030130409.1, XP_030130410.1	tr|Q59E04|Q59E04_DROME
OG0002761	XP_030116573.1, XP_012425535.1	sp|Q04688|ELG_DROME
OG0002763	XP_030133463.3, XP_030133464.3, XP_041573383.1, XP_041573381.1, XP_030133457.3, XP_030133460.3, XP_041573382.1, XP_030133459.3	sp|O96838|FYV1_DROME
OG0002764	XP_030143977.1, XP_030143976.1, XP_030143979.1, XP_030143978.1, XP_030143980.1, XP_030143981.1	tr|Q9W0H9|Q9W0H9_DROME
OG0002765	XP_030127780.1, XP_002191734.1	tr|Q9VB51|Q9VB51_DROME
OG0002766	XP_041577560.1, XP_002198465.1	sp|P18289|JRA_DROME
OG0002767	XP_030128793.3, XP_030128794.3, XP_030133545.1, XP_030133564.1, XP_030133556.1	tr|M9PD12|M9PD12_DROME
OG0002769	XP_004176589.2, XP_012425924.1, XP_002194901.2	tr|Q95RE4|Q95RE4_DROME
OG0002770	XP_002197874.2	sp|Q9VAC5|ADA17_DROME
OG0002771	XP_032607309.2, XP_030142355.3, XP_030142356.3, XP_032607306.2, XP_030142357.3, XP_032607308.2, XP_032607307.2, XP_032607310.2, XP_041575614.1	sp|P13395|SPTCA_DROME
OG0002772	XP_030141758.1, XP_002187675.2, XP_041575393.1, XP_012433394.1	sp|P12297|SUWA_DROME
OG0002773	XP_041571686.1, XP_030126970.3, XP_030126971.3, XP_041571685.1, XP_030126972.3, XP_004174863.4, XP_030126975.3, XP_041571687.1	sp|Q9VVG4|EXOC1_DROME
OG0002774	ACH44092.1, ACH44094.1, NP_001232636.1, ACH44091.1, ACH44093.1	sp|Q9VZ23|RAN_DROME
OG0002775	ACH43773.1, ACH43774.1, ACH43772.1, NP_001232319.1, XP_030141162.1, XP_030141163.1	tr|Q8IR26|Q8IR26_DROME, tr|Q9VXP1|Q9VXP1_DROME
OG0002776	XP_030122377.1, XP_030122373.1, XP_030122374.1, XP_030125920.1	sp|P13002|ELF1_DROME
OG0002777	XP_030139905.1, XP_030139904.1, XP_030139902.3, XP_030139900.3, XP_030139901.3	tr|A0A0B4KFB8|A0A0B4KFB8_DROME
OG0002778	XP_004177283.1, XP_002197660.1	sp|Q9V3H8|NXT1_DROME
OG0002779	XP_012432640.4, XP_002194824.1, XP_030118768.1	sp|Q9VTZ6|PMM_DROME
OG0002780	XP_030138056.3, XP_012425781.3, XP_030138053.3, XP_030138054.3, XP_030138051.3, XP_041574497.1, XP_030138052.3, XP_030138058.3, XP_030138057.3	tr|A0A0B4LEZ3|A0A0B4LEZ3_DROME
OG0002781	XP_002200103.1	tr|Q9VWM3|Q9VWM3_DROME, tr|Q8MYY7|Q8MYY7_DROME
OG0002782	XP_030146629.1, XP_030146628.1, XP_030139542.1, XP_030139534.1	tr|Q9VQY4|Q9VQY4_DROME, tr|Q8IPV3|Q8IPV3_DROME, tr|Q0E8U2|Q0E8U2_DROME
OG0002783	XP_030135313.1	tr|Q9VQD8|Q9VQD8_DROME
OG0002785	XP_030135292.3, XP_030135286.3, XP_041573707.1, XP_041573706.1, XP_030135288.3, XP_030135291.3	sp|P24785|MLE_DROME
OG0002786	XP_041574784.1, XP_002192868.2, XP_030119488.3, XP_041569647.1	tr|A0A0B4K866|A0A0B4K866_DROME
OG0002787	XP_012427172.1, XP_012430220.1, XP_002189927.2	tr|H9XVM3|H9XVM3_DROME
OG0002789	XP_032608447.2	tr|A1Z7W3|A1Z7W3_DROME
OG0002790	XP_030128454.1, XP_030127840.1	tr|Q9VXM4|Q9VXM4_DROME, tr|Q9VJY5|Q9VJY5_DROME, tr|Q8IP85|Q8IP85_DROME
OG0002791	ACH44267.1, XP_030147587.3, NP_001232085.1, ACH44266.1, XP_030147586.3	sp|Q94516|AT5F1_DROME
OG0002792	XP_041574013.1	tr|Q9VW54|Q9VW54_DROME
OG0002793	XP_030118447.3, XP_030139998.3, XP_041574906.1, XP_030145686.1	tr|Q9VH02|Q9VH02_DROME
OG0002794	XP_030145974.3	sp|Q9VU84|DBNL_DROME
OG0002795	NP_001232350.1, ACH43818.1, ACH43819.1, ACH43817.1, ACH43820.1, ACH43816.1	sp|Q9W237|RS16_DROME
OG0002796	XP_041568093.1, XP_030128129.2, XP_030128131.1, XP_030128125.3, XP_041571973.1, XP_030128604.1	sp|Q24523|BUN2_DROME
OG0002797	XP_030148005.1	tr|B7Z0E2|B7Z0E2_DROME
OG0002798	XP_030146523.1, XP_030146524.1, XP_030137295.3	sp|Q24572|CAF1_DROME
OG0002799	ACH46445.1, ACH46095.1, ACH46094.1, NP_001184185.1, XP_012429872.3, XP_030127516.1	sp|Q9VAM6|CISD2_DROME
OG0002800	XP_002191642.1	tr|Q9VUJ1|Q9VUJ1_DROME, tr|Q8T915|Q8T915_DROME, tr|Q9W470|Q9W470_DROME
OG0002801	XP_041569124.1, XP_041569128.1, XP_030116415.3, XP_041569135.1	tr|Q86NX3|Q86NX3_DROME
OG0002802	XP_030144331.1, XP_030144332.1, XP_002188781.1, XP_041570625.1, XP_012427424.1	sp|Q9V3U9|SLMO_DROME
OG0002803	XP_002193580.1	sp|Q9VMU4|RL37A_DROME
OG0002804	XP_002198374.1, XP_030132661.1	tr|O76928|O76928_DROME
OG0002805	ACH44741.1, ACH46435.1, NP_001232398.1, ACH44746.1, ACH44742.1, ACH44744.1, ACH44745.1, ACH46426.1	sp|Q00637|SODM_DROME
OG0002806	XP_041576807.1	sp|Q9VCE9|UBS3A_DROME
OG0002807	XP_030141529.3	sp|Q9VRK8|PLBL_DROME
OG0002808	XP_030146610.1	tr|Q9W555|Q9W555_DROME
OG0002809	XP_030118792.3, XP_030118791.3, XP_002197657.3	sp|Q9VIW3|RAGP1_DROME
OG0002813	XP_032605883.2, XP_032605882.2, XP_032605881.2, XP_012431041.4	tr|Q9VT88|Q9VT88_DROME, tr|Q9VZW1|Q9VZW1_DROME
OG0002828	XP_041566898.1, XP_041566899.1, XP_030113007.3	tr|Q9VRA7|Q9VRA7_DROME
OG0002829	XP_030114447.1, XP_030114448.1, XP_012433157.1, XP_012433158.1, XP_030114449.1, XP_030112619.1, XP_041566838.1, XP_030112618.1	tr|Q9VZJ4|Q9VZJ4_DROME
OG0002834	XP_030144353.3	tr|Q9VVY4|Q9VVY4_DROME
OG0002841	XP_002194820.1, XP_030143146.1, XP_041575007.1, XP_041575008.1	tr|A0A0B4KH86|A0A0B4KH86_DROME, tr|B7YZX2|B7YZX2_DROME
OG0002844	XP_041574443.1, XP_030138556.3, XP_030138554.3, XP_030138555.3, XP_032606281.2, XP_030138553.3, XP_030138552.3, XP_030138557.3, XP_030138548.3, XP_041574446.1, XP_032606283.2, XP_041574444.1, XP_041574445.1	tr|Q9W569|Q9W569_DROME, sp|Q9VHT9|NAZO_DROME
OG0002851	XP_030143910.1	tr|Q9VAB0|Q9VAB0_DROME
OG0002920	XP_030115969.3, XP_002190363.2, AIT55234.1, AHE18715.1, NP_001296437.1, AWU56672.1	tr|Q9VQC0|Q9VQC0_DROME
OG0002921	XP_030147533.1, XP_041577111.1, XP_030147532.1	tr|A0A0B4LEX9|A0A0B4LEX9_DROME, tr|A0A0B4KER0|A0A0B4KER0_DROME
OG0002923	XP_030115250.1	tr|Q8T4C4|Q8T4C4_DROME, sp|Q05825|ATPB_DROME
OG0002924	XP_030128788.3, XP_002192599.4	tr|Q7K127|Q7K127_DROME, tr|Q9VL27|Q9VL27_DROME
OG0002926	XP_041577488.1, XP_041577487.1, XP_030120409.1, XP_032602538.1	tr|Q9W2V9|Q9W2V9_DROME
OG0002928	XP_030122368.1	sp|P29310|1433Z_DROME
OG0002929	XP_030122182.1, XP_032602884.1	tr|Q9W5C2|Q9W5C2_DROME
OG0002931	NP_001232213.1, ACH44398.1, ACH44397.1, ACH44396.1, ACH46327.1	sp|Q9VH69|RS29_DROME
OG0002932	XP_030136916.1, XP_041574257.1, XP_041574256.1, XP_030136918.1, XP_002197665.1	tr|O18338|O18338_DROME
OG0002934	XP_041570830.1, XP_041572382.1, XP_032604456.1, XP_041572381.1, XP_032604458.1, XP_032604457.1, XP_030147788.1, XP_030147789.1	sp|P30052|SCAL_DROME
OG0002935	XP_041574391.1	tr|Q9VJ82|Q9VJ82_DROME
OG0002936	XP_012431238.2, XP_030128196.1, XP_030126555.3, XP_030127740.1	sp|P24350|IPOU_DROME
OG0002938	XP_041575666.1, XP_041573639.1	tr|Q9W1U7|Q9W1U7_DROME
OG0002939	XP_030127748.3, XP_012428797.4, XP_012428798.4, XP_041572413.1, XP_012425202.2, XP_030129967.1	sp|Q7PLI7|DCLK_DROME
OG0002942	XP_030138270.1, XP_030138269.1, XP_041574472.1, XP_041574471.1, XP_030138268.1, XP_032606340.1, XP_012426299.1, XP_002196826.1	tr|Q9VRY6|Q9VRY6_DROME
OG0002943	XP_041570507.1, XP_041570506.1, XP_041570502.1, XP_041570503.1, XP_041570508.1, XP_041570505.1, XP_041570504.1	sp|O16129|SYFM_DROME
OG0002944	XP_030127826.3, XP_030127828.3, XP_030127830.3, XP_030127824.3, XP_030127827.3	sp|Q7YZH1|RNO_DROME
OG0002945	XP_030127876.3, XP_041571939.1, XP_030127878.3, XP_041571940.1, XP_030127883.3, XP_030127882.3	sp|Q9VFI9|PDE6_DROME, sp|Q9VJ79|PDE11_DROME
OG0002946	XP_030122357.3, XP_041569926.1, XP_041569927.1, XP_030122358.3	tr|Q9VBA1|Q9VBA1_DROME
OG0002947	XP_030121793.3, XP_032602819.2, XP_032602817.2, XP_032602818.2, XP_030121792.3, XP_030121794.3	sp|Q9VJQ4|MCES_DROME
OG0002948	XP_030120886.3, XP_030120884.3, XP_030120885.3, XP_002198212.4, XP_012427169.4	tr|Q9W4Z5|Q9W4Z5_DROME, tr|Q9VRT6|Q9VRT6_DROME
OG0002950	XP_030113795.1	tr|Q7JUY8|Q7JUY8_DROME
OG0002951	XP_030140260.1, XP_030140259.1	tr|Q9VK31|Q9VK31_DROME
OG0002952	XP_002195198.3, XP_041576453.1	tr|Q9VL24|Q9VL24_DROME, sp|Q9VRC9|NPC1B_DROME
OG0002953	XP_041568892.1	tr|Q9VKP5|Q9VKP5_DROME
