Orthogroup	finch	bombus
OG0001012	XP_041574819.1, XP_041574820.1, XP_012429377.1, XP_041576438.1, XP_030126372.1, XP_030126374.1, XP_030126369.1, XP_030126371.1, XP_030126370.1, XP_030126373.1	XP_024223970.1, XP_024223969.1, XP_033177091.1, XP_024223971.1
OG0001013	XP_041570617.1, XP_030121769.1, XP_030121770.1, XP_002197881.1	XP_024222644.1, XP_003488652.1, XP_024222643.1, XP_024222645.1, XP_033176026.1
OG0001014	XP_030147862.2, XP_030147867.2, XP_030147865.2, XP_012426399.3, XP_041577236.1, XP_041577235.1, XP_030147864.2	XP_012236973.2, XP_003486815.3
OG0001015	XP_041577147.1, XP_030147664.1, XP_041577146.1, XP_030147663.1, XP_030147665.1, XP_012426462.1, XP_030147659.1, XP_030147656.1, XP_030147654.1, XP_030147655.1, XP_030147660.1, XP_030147662.1, XP_030147661.1	XP_033174247.1, XP_033174245.1, XP_033174244.1, XP_003485913.1, XP_012249916.1, XP_033174246.1
OG0001016	XP_012425275.1, XP_002199560.1, XP_030139642.1, XP_030139641.1, XP_030139644.1	XP_012247192.1, XP_012247189.1, XP_024226967.1, XP_003493553.1, XP_012247188.1, XP_012247187.1
OG0001017	XP_030111939.2, XP_030111938.2, XP_002198930.2, ATN38626.1, XP_030120059.1, XP_002196377.1, AMR68798.1, XP_030120058.1	XP_024225155.1, XP_024225152.1, XP_012244074.1
OG0001018	XP_030131420.3, XP_030126176.3, XP_030126177.1, XP_002188766.4, XP_030139811.3, XP_030139810.1	XP_024222854.1, XP_024222847.1, XP_024222852.1, XP_024222838.1, XP_024222835.1, XP_024222842.1, XP_024222845.1, XP_024222858.1
OG0001019	XP_041570341.1, XP_012426977.1, XP_041570342.1, XP_012426979.2, XP_012426978.1, XP_030133566.3	XP_003492973.1, XP_012246313.1, XP_012246312.1, XP_012246316.1, XP_012246314.1, XP_012246319.1
OG0001020	XP_030136205.1, XP_041573960.1, XP_030136206.1, XP_041573959.1, XP_002197710.2, XP_041572111.1, XP_030128502.1, XP_012428588.1, XP_041572110.1	XP_012240048.1, XP_003488830.1, XP_012240047.1, XP_003488831.1
OG0001021	XP_004174353.3, XP_030128543.1, ACH44353.1, ACH44354.1, NP_001232288.1, ACH46306.1	XP_003491876.1
OG0001023	XP_041570586.1, XP_012427278.4, XP_030121580.3, XP_030121581.3, XP_030121582.3, XP_012427279.4, XP_012427280.4, XP_030134095.3, XP_030134096.3	XP_003486429.1, XP_003486430.1
OG0001054	XP_041577273.1, XP_030147925.3, XP_030147981.3	XP_003493155.3, XP_003488774.1
OG0001055	XP_030145180.1, XP_002194369.1, XP_030145181.1, XP_012425926.1	XP_003491336.1, XP_012243871.1, XP_033177882.1, XP_012245661.1, XP_012245662.1, XP_012245663.1, XP_003492543.1, XP_033178915.1
OG0001056	XP_041571009.1, XP_030123371.1, XP_030123372.1, XP_030123381.1, XP_030123374.1, XP_030123373.1, XP_030123375.1, XP_041571010.1, XP_030123378.1, XP_030123379.1	XP_012243314.1, XP_012243312.1, XP_012243311.1, XP_033177670.1, XP_003491047.1, XP_033177672.1, XP_033177671.1, XP_033177673.1
OG0001057	XP_030113025.3, XP_030113024.3, XP_041577564.1, XP_030113022.1, XP_030113023.1, XP_030113276.1, XP_030113278.1, XP_002193108.4, XP_030113277.1, XP_041574314.1, XP_030137550.3, XP_030137553.3, XP_030137549.3, XP_030137548.3, XP_030137545.3, XP_030137546.3, XP_030137543.3, XP_030137541.3, XP_030137542.3, XP_030137544.3	XP_033177172.1, XP_024224057.1, XP_012242267.1, XP_003490318.1, XP_012242266.1, XP_003490317.1, XP_012236107.1
OG0001058	XP_002191893.3, XP_041568528.1, XP_041568527.1, XP_041568525.1, XP_041568526.1, ACH45596.1, NP_001232059.1, ACH45594.1, ACH45592.1, ACH45589.1, ACH45595.1, ACH45593.1, ACH45591.1, XP_030128940.1, ACH45590.1	XP_012247304.1, AAO40885.1, XP_024223437.2
OG0001059	XP_041567171.1, XP_041574284.1, XP_041567296.1, XP_041567295.1, XP_041567294.1, XP_030114602.1, XP_030114603.1, XP_032600346.1, XP_030114601.1, XP_041567297.1	XP_012238941.1, XP_003488186.1, XP_033175716.1, XP_024222143.1, XP_012238938.1, XP_012238940.1, XP_033175715.1, XP_012238939.1, XP_033175717.1
OG0001060	XP_041567735.1, XP_030114679.3, XP_030114676.3, XP_030114675.3, XP_030114678.3, XP_030114680.3	XP_033174490.1, XP_003486213.1, XP_033175669.1, XP_033175670.1, XP_012238815.1, XP_012238817.1, XP_024222188.1, XP_024222187.1, XP_024222189.1
OG0001061	XP_030140196.1, XP_004175896.2, XP_002195833.5, XP_030128031.3	XP_024221895.1, XP_012238390.3, XP_012238389.1, XP_033175534.1
OG0001062	XP_041575156.1, XP_041575159.1, XP_041575158.1, XP_030141030.1, XP_030141031.1, XP_041575157.1, XP_030141032.1, XP_030141033.1, XP_012433356.2, XP_041575160.1	XP_024221310.1, XP_033175080.1, XP_012237323.1, XP_033175081.1, XP_024221309.1, XP_024221312.1, XP_024221311.1, XP_012237324.1
OG0001063	XP_030132784.3, XP_041572937.1, XP_032604958.2, XP_004174885.4	XP_003492913.2, XP_033180605.1, XP_033180603.1, XP_033180606.1, XP_024228051.1, XP_033180604.1
OG0001064	XP_030142753.3, XP_030142754.3, XP_041567609.1, XP_041567608.1	XP_012243054.1, XP_024224472.1, XP_012243053.1, XP_012243055.1
OG0001065	XP_030133726.3, XP_030126867.3, XP_041571650.1, XP_030140151.3	XP_012242674.1, XP_012242672.1, XP_024224280.1
OG0001066	XP_030140560.3, XP_032607528.2, XP_030140535.3, XP_030140552.3	XP_024223562.1, XP_024223561.1, XP_024223560.1, XP_024223559.1, XP_024223558.1, XP_003489721.1, XP_012241277.1, XP_012241279.1
OG0001067	ACH45039.1, NP_001128654.1, AAN16461.1, ACH45036.1, ACH45037.1, ACH43614.1, NP_001232727.1, ACH45512.1, ACH45530.1, ACH45524.1, ACH45522.1, ACH45526.1, NP_001139032.1, ACH45525.1, ACH45532.1, ACH45534.1, ACH45521.1, ACH45531.1, ACH45533.1, ACH45519.1, ACH45518.1, ACH45515.1, ACH45517.1, ACH45513.1, ACH45516.1, ACH45527.1, AAN16460.1, ACH45514.1, ACH45520.1, ACH45523.1, ACH45528.1, ACH45535.1, ACH45529.1	XP_012248679.1
OG0001068	XP_041575617.1, XP_041575618.1, XP_030135133.3, XP_002186777.4, XP_030135131.3	XP_003493766.1, XP_012247544.1
OG0001069	XP_030138347.3	XP_012246776.1, XP_003493295.1
OG0001070	XP_030128068.1, XP_030128062.3, XP_030128053.3, XP_030128077.3, XP_030128035.3, XP_041571937.1, XP_030128029.3, XP_041571934.1, XP_030128046.3	XP_012244333.1, XP_012244334.1
OG0001071	XP_030128637.1, XP_030128639.1, XP_030128638.1, XP_030128149.1, XP_030128150.1, XP_012425191.2	XP_003491374.1, XP_012243810.1
OG0001072	NP_001232543.1, ACH45046.1, XP_041576925.1, XP_041576924.1, XP_030147004.3, ACH45045.1	XP_012239700.1
OG0001073	XP_030129933.1, XP_030129932.1, XP_030129934.1, XP_030129935.1, XP_030129925.1, XP_030129927.1, XP_030129937.1, XP_030129929.1, XP_030129928.1	XP_012238370.1, XP_012238363.1, XP_012238357.1, XP_012238378.1
OG0001074	XP_041571257.1, XP_002199707.1, ACH44949.1, ACH44951.1, ACH44945.1, ACH44954.1, ACH44946.1, NP_001232714.1, ACH44950.1, ACH44948.1, ACH44947.1, NP_001232805.1, ACH44953.1, ACH44952.1	XP_003489023.1, XP_003489866.1
OG0001075	XP_030136765.1, XP_041568206.1, XP_041568207.1	XP_003488723.1, XP_003488722.1, XP_003488724.1
OG0001076	ACH44676.1, ACH44673.1, ACH44677.1, ACH44668.1, ACH44665.1, ACH44679.1, ACH44667.1, ACH44681.1, NP_001232360.1, XP_030139459.3, ACH44671.1, ACH44670.1, XP_012429463.1, ACH44664.1, ACH44678.1, ACH44666.1, ACH44672.1, ACH44669.1, ACH44680.1	XP_003486898.1
OG0001100	XP_030114854.1, XP_030114853.1, XP_030114851.1, XP_030112565.3, XP_030112568.3, XP_030112567.3, XP_030112566.3, XP_030112569.3, XP_030134393.1, XP_030134391.3, XP_030134392.1	XP_033178280.1, XP_033178279.1, XP_012244529.1, XP_012244526.1, XP_012244525.1, XP_012244527.1, XP_012244528.1, XP_024225443.1, XP_033178277.1, XP_033178278.1, XP_012244523.1, XP_012244530.1
OG0001101	XP_030131885.3, XP_041571907.1, XP_041571904.1, XP_041571902.1, XP_030126199.3, XP_030126195.3, XP_030126202.3, XP_030126203.3, XP_041571906.1, XP_041571901.1, XP_041571905.1, XP_041571903.1	XP_012243224.1, XP_033177660.1
OG0001102	XP_030144859.1, XP_030144858.1, XP_032607951.1, XP_030144856.1, XP_030144855.1, XP_012425622.1	XP_033177308.1, XP_012242435.1, XP_003490499.1, XP_033177310.1, XP_033177311.1, XP_033177312.1, XP_033177313.1, XP_033177309.1
OG0001103	XP_030132835.1, XP_030132834.1, XP_030132833.1, XP_030132838.1, XP_030132837.1, XP_030132839.1, XP_030132836.1, XP_041567432.1	XP_024223542.1
OG0001104	ACH45510.1, ACH45511.1, ACH45508.1, ACH46367.1, ACH45509.1, ACH45507.1, NP_001232355.1, ACH44106.1, ACH44105.1, NP_001232646.1, ACH44104.1	XP_024222968.1, XP_012240475.1
OG0001105	XP_030119808.1, XP_041569649.1, XP_030119804.1, XP_030119802.1, XP_030119806.1, XP_030119807.1, XP_030119805.1, XP_030119809.1, XP_041569650.1, XP_030119810.1, XP_030119812.1, XP_030119813.1	XP_024222841.1
OG0001106	XP_030143003.3, XP_030143002.3, XP_030143004.3, XP_030140771.3, XP_030140773.3, XP_041575083.1, XP_030140772.3	XP_012239180.1, XP_024222281.1, XP_024222280.1, XP_012239179.1, XP_003488285.1, XP_024222282.1
OG0001107	XP_030122051.1, XP_030122048.1, XP_030122050.1, XP_030122049.1, XP_002197351.1, XP_041576121.1, XP_041576123.1, XP_041576122.1	XP_024221926.1, XP_012238495.1, XP_012238496.1
OG0001108	XP_041573980.1, XP_030135790.3, XP_041573981.1, XP_041577532.1, XP_041577531.1, XP_041577530.1, XP_041577529.1, XP_041577528.1, XP_002192437.2	XP_012247364.1, XP_003493765.1
OG0001109	XP_030137382.1, XP_030137381.1, XP_012433513.1, XP_030112782.1, XP_030112781.1, XP_030113518.3, AFU54938.1, XP_012432870.3	XP_012245136.1
OG0001110	XP_030131987.2, XP_030131981.2, XP_041573115.1, XP_030131986.1, XP_041571602.1, XP_030126622.1, XP_030126624.1, XP_030126623.1	XP_003490918.2
OG0001111	XP_030131339.1, XP_030131338.1, XP_041572491.1, XP_030131341.1, XP_030131340.1, XP_032603162.1, XP_030123718.1	XP_012242597.1, XP_003490664.1
OG0001112	ACH45602.1, NP_001232083.1, ACH45605.1, ACH45611.1, ACH45603.1, ACH45609.1, ACH45612.1, ACH45604.1, ACH45610.1, ACH45607.1, ACH45608.1, ACH45606.1, ACH45613.1	XP_012242102.1, XP_012242101.1
OG0001113	XP_030133679.1, XP_041567459.1, XP_030115510.3, XP_041567458.1, XP_041567457.1	XP_012238327.1
OG0001114	XP_030111854.1	XP_003486760.1, XP_012236725.1, XP_012236724.1
OG0001115	XP_002187651.3, XP_002187681.1	XP_003486719.1, XP_003486718.1, XP_003492976.1
OG0001116	XP_030118875.3, XP_030118874.3	XP_003492592.1
OG0001117	XP_030122124.1, XP_030122123.1, XP_030146280.1, XP_041576717.1, XP_041576125.1, XP_030144314.3, XP_030144313.3	XP_003488431.1
OG0001118	XP_030137978.1, XP_002198777.2, XP_030121972.1	XP_003486493.1
OG0001119	XP_030112375.3, XP_030112374.3, NP_001232654.1, ACH44116.1, XP_030112377.3, XP_030112376.3, XP_030112378.3, NP_001296433.1, ACH44117.1, XP_032600424.2	XP_003485261.1
OG0001142	XP_041577172.1, XP_041577171.1, XP_041577170.1, XP_041577173.1	XP_033179896.1, XP_003494043.1
OG0001143	NP_001232582.1, ACH44018.1, XP_012430448.1, ACH45330.1, ACH45329.1, ACH45331.1, NP_001232667.1, ACH45333.1, ACH45332.1, XP_012430449.1	XP_003489700.1, XP_003493884.1, XP_033179822.1
OG0001144	XP_030113349.1, XP_030113343.1, XP_002195436.1, XP_030113344.1	XP_003493410.1, XP_033179511.1
OG0001145	XP_002199444.4, XP_041572602.1	XP_024223138.1
OG0001145	XP_002186688.4	XP_012246205.2, XP_033179145.1, XP_033179146.1, XP_033179147.1
OG0001145	XP_030132970.3, XP_032605061.2	XP_003494718.2
OG0001146	XP_041577549.1, XP_002186720.5, XP_030114919.3, XP_030114917.3, XP_002190383.3, XP_030147074.3, XP_012426303.3, XP_030147073.3, XP_041577007.1	XP_033177188.1, XP_033177189.1, XP_024224078.1, XP_033177181.1, XP_033177184.1, XP_033177186.1, XP_033177185.1, XP_033177180.1, XP_033177182.1, XP_033177183.1, XP_033177187.1
OG0001147	XP_030134585.1, XP_030134586.1, XP_030134587.1, XP_032599757.1, XP_030114169.1, XP_030114168.1	XP_033176743.1, XP_012241328.1, XP_012241327.1, XP_033176742.1, XP_012241330.1, XP_012241331.1, XP_012241332.1
OG0001148	XP_002198489.2, XP_030144173.1, XP_030141442.1, XP_032607120.1, XP_002198460.1	XP_033176582.1
OG0001149	XP_030138976.1, XP_030138978.1, XP_030138979.1, XP_030138970.3, XP_030138971.3, XP_012428368.4, XP_030138972.3, XP_012428358.1, XP_030138973.1, XP_012424295.1, XP_030146043.1, XP_030146040.1, XP_041576972.1, XP_030146048.1, XP_030146053.1, XP_041576982.1, XP_041576990.1, XP_041577002.1, XP_030146067.1, XP_030147604.1, XP_030147606.1	XP_012238609.1, XP_033175562.1, XP_033175560.1, XP_024221904.1, XP_012238607.1, XP_033175561.1, XP_024221903.1, XP_012238606.1
OG0001150	XP_041567964.1, XP_002196780.4	XP_033174774.1
OG0001151	XP_030129760.3, XP_030129761.3, XP_030129762.3, XP_002198765.5, XP_030129758.3, XP_030129759.3, XP_030116141.3, XP_041568900.1, XP_041568888.1, XP_030116123.3, XP_030116107.3, XP_030116088.3	XP_033174681.1, XP_033174682.1, XP_012236373.1, XP_033174683.1, XP_033174684.1
OG0001153	XP_030144003.1, XP_030144002.1, XP_041576031.1, XP_041576026.1, XP_041576029.1, XP_041576028.1, XP_041576030.1, XP_041576022.1, XP_041576021.1, XP_041576023.1, XP_041576024.1, XP_041576027.1, XP_041576025.1	XP_033179051.1
OG0001154	XP_030141750.1, XP_012433590.2, XP_030141747.1, XP_030141744.1, XP_030141741.1, XP_030141742.1, XP_002197421.2, XP_030141751.3, XP_030141746.1	XP_024226335.1
OG0001155	XP_041573486.1, XP_030120688.1, XP_041570384.1, XP_041570379.1, XP_041570381.1, XP_041570382.1, XP_041570383.1, XP_041570380.1, XP_030120685.3, XP_030120687.3, XP_012427102.3	XP_012244386.1, XP_012244390.1, XP_012244384.1, XP_012244385.1, XP_024225273.1
OG0001156	XP_030131698.3, XP_030131699.3, XP_041572946.1	XP_024224644.1, XP_024224645.1, XP_024224643.1, XP_024224642.1, XP_024224641.1
OG0001157	XP_030144403.1, XP_030121420.1, XP_030121422.1, XP_002197578.1	XP_012246295.1
OG0001158	XP_030115285.3, XP_032600726.2, XP_030115283.3, XP_030134079.3	XP_012245770.1, XP_003492646.1
OG0001159	XP_012430600.4, XP_002191942.6, XP_030135277.3	XP_012243456.1, XP_012243457.1, XP_003491196.1
OG0001160	XP_030123240.1, XP_041576663.1, XP_030123241.1	XP_012242891.1, XP_012242890.1, XP_012242889.1
OG0001161	XP_030136952.1, XP_030136953.1, XP_030136957.1, XP_030136951.1, XP_030136955.1, XP_030136956.1, XP_030136954.1, XP_032600592.1, XP_032600593.1, XP_032600594.1	XP_003489348.1, XP_012240791.1, XP_012240793.1, XP_012240790.1, XP_012240792.1
OG0001162	XP_030122695.1, XP_030122694.1	XP_012240036.1, XP_012240037.1, XP_012240041.1, XP_012240040.1
OG0001163	XP_030124865.3, XP_041571341.1, XP_030131032.1, XP_030131033.1, XP_030131034.1	XP_012249796.1, XP_012249797.1, XP_012249795.1, XP_003485878.1
OG0001164	XP_030143393.1, XP_030143394.1, XP_030141091.1	XP_003485804.1, XP_012249735.1, XP_012249733.1, XP_012249734.1, XP_012249732.1
OG0001165	XP_041568938.1, XP_041568931.1, XP_041568929.1, XP_041568930.1, XP_041568937.1, XP_041568936.1, XP_041568939.1, XP_041568940.1, XP_012433903.1, XP_030143347.1, XP_041568934.1, XP_041568932.1, XP_041568935.1, XP_041568933.1	XP_003491183.1
OG0001166	ACH46001.1, ACH46002.1, ACH46003.1, ACH45994.1, ACH46000.1, ACH45996.1, ACH45998.1, ACH45997.1, NP_001232179.1, ACH45995.1, ACH45999.1, ACH45993.1	XP_003490526.1
OG0001167	XP_030112525.1, XP_002190233.2, XP_041574268.1, XP_030137102.3	XP_003484997.1
OG0001192	XP_030127967.3, XP_030127960.3, XP_030127959.3, XP_041571969.1, XP_030127970.3, XP_030127968.3, XP_030127969.3, XP_030127966.3, XP_030127961.3, XP_030127963.3, XP_030127965.3, XP_041571970.1, XP_030127971.3, XP_030127972.3	XP_033180083.1
OG0001193	XP_030134640.1, XP_030134643.1, XP_012430793.1, XP_002196701.1, XP_030134642.3, XP_012430792.1, XP_030134639.1, XP_030114398.3, XP_030114397.3, XP_030114399.3, XP_030114393.3, XP_030114396.3, XP_041567329.1, XP_030114395.3, XP_030114394.3	XP_012247983.1, XP_033179928.1, XP_033179921.1, XP_033179924.1, XP_033179923.1, XP_033179922.1, XP_033179925.1, XP_033179927.1, XP_003494024.1, XP_033179926.1, XP_012247978.1, XP_012247979.1, XP_012247981.1, XP_012247982.1, XP_012247984.1
OG0001194	XP_002191365.4, XP_041576332.1, XP_030145117.3, XP_030145114.3, XP_030145113.3, XP_030145116.3	XP_012241779.1, XP_033176968.1, XP_024227183.2, XP_003484964.1
OG0001196	XP_002188250.4, XP_030121404.3, XP_030121403.3, XP_030138176.1, XP_030138177.1, XP_030138179.1, XP_002195789.2	XP_033178323.1, XP_033178322.1, XP_033178321.1
OG0001197	AHB23332.1, ALG40985.1, XP_030132109.3, XP_030126686.3, XP_030126683.3, XP_032603913.2, XP_030126692.3, XP_030126693.3, XP_032603912.2, XP_030126688.3, XP_030126678.3, XP_030126679.3, XP_030126680.3, XP_030126682.3, XP_030126689.3, XP_030126691.3, XP_030126684.3, XP_030126681.3, XP_030126687.3	XP_033178258.1, XP_012244492.1, XP_012244490.1
OG0001198	XP_030131827.2, XP_030131825.2, XP_032605012.1, XP_030131826.2, XP_012433242.1, XP_030113961.1, XP_030113963.1, XP_030113962.1, XP_002192863.1	XP_033177792.1
OG0001199	XP_032605761.1, XP_002190986.2, XP_030114058.3, XP_030114059.3	XP_012243232.1, XP_012243205.1, XP_003490999.1, XP_033177628.1, XP_033177629.1, XP_012243193.1, XP_012243195.1, XP_024224672.1, XP_012243197.1, XP_012243198.1
OG0001200	XP_030137787.3, XP_030137785.3, XP_030137781.3, XP_030137784.3, XP_030137783.3, XP_030137780.3, XP_030137782.3, XP_030137786.3, XP_030137788.3, XP_030137789.3, XP_030137790.3	XP_012242277.1, XP_012242278.1, XP_012242279.1, XP_033177126.1, XP_003490324.1
OG0001201	XP_041574691.1, XP_041574692.1, XP_030139211.1, XP_030124276.1, XP_030124275.1	XP_033176110.1, XP_003488699.1
OG0001202	XP_030119946.3, XP_030119947.3, XP_041577494.1, XP_030112065.3, XP_030112067.3	XP_033174723.1, XP_012237242.1
OG0001203	XP_041571198.1, XP_041571197.1, XP_041571199.1, XP_041572684.1, XP_041572681.1, XP_041572683.1, XP_030130451.3, XP_041572677.1, XP_030130453.3, XP_030130462.3, XP_030130454.3, XP_030130452.3, XP_030130450.3, XP_041572678.1, XP_041572679.1, XP_041572680.1, XP_041572682.1	XP_024228049.1, XP_012249349.1, XP_033179824.1, XP_033179800.1, XP_012249360.1
OG0001204	XP_030124788.1, XP_030124789.1, XP_030124781.1, XP_030124782.1, XP_030124784.1, XP_030124785.1, XP_030124779.3, XP_041571322.1, XP_041571324.1, XP_041571323.1, XP_041572251.1, XP_032604780.1, XP_030130934.1, XP_004174540.1, XP_004174541.1	XP_012240615.1, XP_024223139.1, XP_012240294.1, XP_024222949.1, XP_012240514.1, XP_033177246.1, XP_012240459.1, XP_012240343.1
OG0001205	ACH43714.1, XP_002200538.1, XP_032604710.1, XP_030130433.1, XP_002200539.1	XP_003494948.1, XP_024228031.1, XP_012249216.1, XP_012249217.1
OG0001206	XP_030116065.2, XP_030133273.1, XP_030133278.1, XP_030133277.1, XP_041573394.1, XP_030133275.1, XP_030133279.1, XP_041573392.1, XP_041573393.1	XP_024227777.1, XP_012248591.1, XP_003494420.1, XP_012239313.1
OG0001207	XP_030143668.1, XP_030143665.1, XP_041575934.1, XP_030141285.1, XP_002196848.1	XP_012247698.1, XP_024227244.1
OG0001208	XP_032603364.2, XP_030125107.3, XP_030125105.3, XP_012427646.4, XP_002199816.4, XP_030128981.1, XP_030128980.1, XP_030128979.1, XP_041572338.1, XP_030128982.1, XP_030128985.1, XP_030128984.1	XP_024226535.1
OG0001209	XP_012429032.2, XP_030126699.1, XP_030126695.1, XP_030126694.1, XP_030126703.1, XP_030126697.1, XP_030126702.1, XP_030126700.1	XP_012242562.1, XP_024224224.1, XP_003490600.1, XP_012242561.1, XP_012245618.1
OG0001210	XP_041568492.1, XP_041568491.1	XP_003490136.1, XP_024223866.1
OG0001211	XP_030146805.3	XP_012240039.1, XP_024222780.1
OG0001212	XP_030123413.1, XP_030123412.1, XP_030123414.1	XP_024222622.1, XP_024222624.1, XP_024222623.1, XP_024222617.1, XP_024222618.1, XP_024222620.1, XP_024222621.1, XP_024222626.1, XP_024222619.1, XP_024222637.1, XP_024222629.1, XP_024222632.1, XP_024222633.1, XP_024222631.1
OG0001213	XP_030148026.3, XP_030148025.3, XP_030148027.3, XP_012424759.1, XP_012424758.1, XP_002192716.1, XP_030119279.1, XP_041569584.1, XP_032602237.1, XP_012424757.1, XP_030119277.1	XP_024221419.1, XP_012237498.1, XP_012237497.1, XP_012237499.1, XP_012237500.1
OG0001214	XP_041575536.1, XP_030142165.1, XP_030142166.1, XP_032607276.1, XP_030142164.1, XP_041575535.1, XP_030142155.1, XP_030142156.1, XP_030142154.1, XP_030142153.1, XP_030142152.1, XP_030142151.1, XP_030142149.1, AAT66021.1, NP_001070161.1, XP_030142157.1, XP_030142158.1, XP_030142162.1, XP_030142163.1, XP_030142160.1, XP_032607275.1, XP_030142159.1, XP_030142167.1	XP_012236325.1, XP_003486477.1, XP_024220707.1, XP_024220706.1
OG0001215	XP_041575867.1, XP_041575868.1, XP_030140230.1, XP_030140231.1, XP_041574991.1, XP_012431952.1, XP_041574990.1, XP_030140232.1, XP_012431956.1	XP_012250170.1, XP_024220276.1, XP_012250171.1, XP_003486135.1, XP_003486134.1
OG0001216	XP_002190130.1, XP_030123229.3, XP_030146166.3	XP_024226502.1, XP_012246108.1, XP_024226501.1, XP_024226503.1
OG0001217	ACH45082.1, NP_001232554.1, ACH45083.1, ACH45084.1, XP_041567415.1, XP_041567416.1, XP_041573175.1, ACH46318.1, ACH46424.1, NP_001232423.1	XP_012248541.1, XP_012248540.1
OG0001218	XP_030135034.1, XP_030135032.1, XP_030135031.1, XP_041568630.1	XP_012242956.1, XP_003490844.1, XP_012242955.1
OG0001219	XP_041572584.1, XP_041572583.1, XP_030130258.2, XP_030130260.2, XP_041572582.1, XP_041572581.1, XP_041572580.1, XP_041567954.1, XP_041567953.1, XP_041567952.1	XP_012241673.1
OG0001220	ACH45484.1, NP_001296426.1, XP_030131401.3, XP_041572820.1, ACH45480.1, XP_030131402.3, XP_030131400.3, XP_041572819.1, ACH45481.1, ACH45483.1, ACH45482.1, NP_001232739.1	XP_012241621.1, XP_003489848.1
OG0001221	XP_030143925.3, XP_041575968.1, XP_030143927.1, XP_030143926.1, XP_030143928.1, XP_030141251.3, XP_030133685.1, XP_041573220.1	XP_003489473.1, XP_012240906.1, XP_012240905.1, XP_012240907.1
